"mkm5d_ptv4_lbp.3D.m2_firstorder_Maximum_234","sub"
-0.539581478798855,1085983
-0.442443161809794,1125173
1.76502896440224,1154608
-0.539581478798855,1181124
-0.539581478798855,1183075
-0.539581478798855,1232870
-0.306544218465923,1279943
-0.539581478798855,1329352
-0.539581478798855,1330263
-0.539581478798855,1364384
-0.539581478798855,1386095
-0.306544218465923,1458656
-0.539581478798855,1485662
1.10630973284894,1497807
-0.277406513675522,1501387
-0.442443161809794,1518948
-0.539581478798855,1526417
2.84431625898951,1565177
-0.442443161809794,1606693
-0.442443161809794,1612262
-0.539581478798855,1614566
-0.539581478798855,1644034
-0.151674940481477,1668599
-0.442443161809794,1671370
-0.539581478798855,1684230
-0.539581478798855,1692385
4.596594260354,1720713
-0.539581478798855,1738800
1.02070284944883,1740845
-0.539581478798855,1742294
-0.442443161809794,1767700
2.92481293630175,1768972
1.69175798355648,1889409
-0.539581478798855,1915938
-0.442443161809794,1916742
-0.539581478798855,1919296
-0.539581478798855,1926770
1.12171710204924,1938156
-0.539581478798855,1938561
-0.539581478798855,1966316
-0.539581478798855,1967281
-0.539581478798855,1973544
-0.442443161809794,1975401
-0.442443161809794,1976407
-0.539581478798855,1978972
-0.539581478798855,1979045
-0.539581478798855,1979422
-0.0160179435913675,1980052
-0.442443161809794,2001182
-0.442443161809794,2002465
0.08325463771719,2004451
-0.539581478798855,2006164
-0.539581478798855,2007309
-0.539581478798855,2009915
-0.539581478798855,2010259
1.35424303731849,2010554
-0.539581478798855,2026671
-0.442443161809794,2033049
-0.539581478798855,2034136
-0.539581478798855,2040495
-0.539581478798855,2047354
-0.306544218465923,2051378
-0.539581478798855,2055667
2.8624558534342,2057358
1.13212517692133,2059713
-0.539581478798855,2069079
0.141569461702425,2070958
-0.442443161809794,2072215
-0.389340232194248,2075832
-0.369702620796582,2075846
-0.539581478798855,2076301
2.36913020036933,2078198
-0.306544218465923,2078899
-0.442443161809794,2085349
-0.539581478798855,2086044
0.538487653695524,2091555
0.128386336206555,2092954
-0.539581478798855,2096627
-0.442443161809794,2100050
-0.442443161809794,2108003
-0.442443161809794,2109902
-0.539581478798855,2110540
-0.442443161809794,2116787
-0.539581478798855,2119177
-0.539581478798855,2131601
-0.442443161809794,2132424
-0.306544218465923,2132982
-0.442443161809794,2133204
-0.442443161809794,2133380
1.94970891067881,2134220
1.21609912896167,2135748
-0.539581478798855,2137799
-0.539581478798855,2138375
-0.442443161809794,2138678
-0.539581478798855,2139733
-0.539581478798855,2141116
-0.539581478798855,2144796
-0.442443161809794,2145166
-0.442443161809794,2145694
-0.306544218465923,2146138
-0.442443161809794,2151024
-0.306544218465923,215131
-0.539581478798855,2152442
-0.539581478798855,2157529
-0.539581478798855,2158101
-0.322211999982125,2158329
-0.539581478798855,2168082
-0.539581478798855,2172217
-0.539581478798855,2176530
0.0122724231630548,2176784
-0.539581478798855,2181724
-0.539581478798855,2183291
0.227093424562339,2183356
-0.0778648842675309,2185290
-0.539581478798855,2186951
1.36806393779165,2196212
-0.442443161809794,2199403
-0.539581478798855,2200416
-0.539581478798855,2200813
-0.539581478798855,2205389
-0.442443161809794,2212664
-0.442443161809794,2217034
-0.539581478798855,2218615
1.05189214617337,2219842
0.621547219773319,2224150
-0.539581478798855,2228399
-0.539581478798855,2228400
-0.306544218465923,2234271
-0.539581478798855,2234422
-0.306544218465923,2237571
-0.539581478798855,2244172
-0.539581478798855,2247869
-0.539581478798855,2250648
-0.442443161809794,2250836
2.24306602599252,2267382
-0.0211632795683698,2269346
-0.442443161809794,2271329
0.961858604844274,2274521
0.380545212552011,2276121
-0.186893130375897,2278618
-0.442443161809794,2285214
2.50619875997487,2286108
-0.539581478798855,2293123
0.548382935474051,2294852
-0.306544218465923,2294873
-0.442443161809794,2296332
-0.539581478798855,2305114
-0.442443161809794,2305115
-0.539581478798855,2306459
0.650178962556774,2306893
-0.286626963760331,2317120
4.78546500002363,2319068
-0.442443161809794,2321962
0.413071247362216,2331869
2.15829398409976,2336735
-0.539581478798855,2339674
0.647731424295681,2340155
-0.0190106006223768,2340322
-0.539581478798855,2350037
-0.539581478798855,2352038
1.58241738882295,2359944
-0.306544218465923,2381907
1.64606986369777,2393207
1.7700603621175,2395415
-0.539581478798855,2395943
-0.442443161809794,2401405
-0.539581478798855,2405144
0.0959649811377012,2414406
-0.253102583102783,2419459
-0.280628290630665,2425694
1.57825621377668,2426863
-0.259924919019631,2430773
-0.539581478798855,2439458
0.468192146330701,2443354
-0.280087129134611,2445526
-0.539581478798855,2448298
0.12971934737986,2453577
-0.442443161809794,2474709
2.97644882114442,2480056
-0.442443161809794,2480330
-0.539581478798855,2487135
3.35093763991729,2488660
-0.539581478798855,2490180
2.16897843659499,2493534
-0.539581478798855,2498991
-0.539581478798855,2500377
-0.539581478798855,2504802
2.89086556745295,2510402
0.488133636457072,2520618
1.60121357009091,2559453
-0.539581478798855,277752
-0.442443161809794,308862
-0.46943864771967,58325
-0.442443161809794,92173
0.69318353869,923666
0.21082382573056,965005
-0.539581478798855,983079
