"mkm8d_gtv_wavelet.LHL_firstorder_Mean_250","mkm8d_gtv_log.sigma.2.0.mm.3D_firstorder_Kurtosis_249","mkm8d_gtv_wavelet.LLH_glszm_LargeAreaEmphasis_249","mkm8d_gtv_wavelet.LLH_gldm_DependenceVariance_246","mkm8d_gtv_lbp.3D.m1_firstorder_Mean_245","mkm8d_gtv_wavelet.LLL_firstorder_10Percentile_241","mkm8d_gtv_log.sigma.2.0.mm.3D_firstorder_Median_238","mkm8d_gtv_gradient_glszm_SizeZoneNonUniformityNormalized_238","mkm8d_gtv_log.sigma.3.0.mm.3D_glszm_LargeAreaHighGrayLevelEmphasis_230","sub"
-0.0876800250796461,-0.237006729738132,-0.354883062178206,-0.294655911257997,-0.274544945561093,0.721440953952832,-0.630957651014558,0.637348846498873,-0.283751787185017,1085983
0.0541326881543213,-0.240960916144786,2.59721950311703,0.314345133201653,-0.281321677315779,0.0520065283211242,-0.279913278432997,0.574138798269078,0.428512286284428,1125173
0.571635028423246,-0.499857707059762,-0.462072973909197,-0.949906982035958,-1.29746449280264,0.462767390400585,-4.06374169052977,1.52609327516406,-0.338303329343867,1154608
0.378514825773427,-0.314083108267338,-0.378627841040655,-0.311803296599151,-0.0649493650920026,-0.167629452169764,0.273578420598661,-0.627129237615161,-0.313657134070923,1181124
0.323368234710492,-0.500401487653115,-0.45999906669882,-0.779210644474591,-1.67368912022448,-1.55279923699546,-0.764409823793637,-0.705039664386372,-0.337716653958858,1183075
-0.0525023066665788,0.000518509145096607,-0.446213529331175,-0.697954395308319,-0.301607308507967,-0.401970672120216,-0.562271262450675,-0.612318228686521,-0.335132321994918,1232870
-0.352498109422313,-0.117487735481586,0.696394094988154,0.11057351618339,-0.665301272610215,1.1282210055436,-0.608076925331373,-0.137320862916118,0.659134442212929,1279943
0.829726673612924,-0.567809340938984,-0.446577808578674,-0.342817790816831,0.534307138758236,0.153746698312011,0.310633661859573,0.269756283701108,-0.335569916809325,1329352
-0.204825084076851,-0.312991187090544,-0.395315766068877,-0.330192023974123,0.250616124054657,0.0334747738159309,0.264060245014981,-0.531343790072402,-0.301250056895155,1330263
-0.188448135342319,-0.548103854875648,-0.46226311942186,-1.06454785680039,-1.92230794164608,1.07326728623866,-5.01988428575039,1.31084848727456,-0.34000880069956,1364384
1.00709355543612,-0.606204613747691,-0.461474909655163,-0.876441842559441,-3.45255676597843,1.3604967325873,-3.31704731356228,1.02024928734716,-0.339123453660919,1386095
0.343608132182757,4.66932129267575,0.141326290849084,0.415210779861302,-0.130579528805292,0.296457443656396,-0.071289785285971,1.20655305689912,1.86630931970645,1458656
0.13614031755602,-0.568881146728512,0.125216422640279,0.51398692995216,0.554620757625789,-1.36107938644609,-0.110546032542315,-2.16511559733639,-0.292090970470084,1485662
1.08787854706898,-0.516656612682865,-0.454972816004844,-0.625124290237006,0.798034661762375,-0.0718230287205392,1.19206255420712,-1.34152234693908,-0.325351760475141,1497807
0.0436004048015161,-0.0418385798642116,0.892496073404398,1.56700890572225,-0.239369106421627,0.688812184981519,-0.273575961809774,-0.256556129993497,-0.0135674535190679,1501387
1.60267417652859,-0.478945515247092,-0.459919313667465,-0.491507981958265,4.56144214324507,1.17802559213113,0.984709299901924,1.05230024937481,-0.339373199213706,1518948
