"lemd_gtv_wavelet.LLH_glcm_ClusterShade_242","lemd_gtv_wavelet.HHH_glcm_ClusterShade_228","sub"
0.0297833505848596,-0.00473906497717662,1916742
-0.0111022985314723,-1.86982405058234,1980052
0.174926589483605,0.225379657913551,1926770
0.170878744120541,0.0637288560573551,1979045
-0.324611505590818,0.0268341077125004,2196212
0.170485192590369,-0.109152993454226,2393207
0.173232486499094,-0.803226280070878,2146138
0.171895024388743,0.157042992650981,2228399
0.169529570945455,3.30826477341123,2144796
0.171979918192963,0.133231857921894,2234271
0.0674927036795555,-0.00916771007930753,2296332
0.173570997654826,-0.300950658390836,1684230
-0.101132700720834,-0.133641497375746,1720713
-0.0615836079286227,-1.84220437888696,2186951
0.171607162855591,-0.634933365142133,2439458
-0.0093638431504479,-0.845579400057689,2135748
-0.00404903149591683,0.170435294932947,2141116
0.171733270550142,0.12857667717464,2108003
0.168594270546401,0.282828174022887,2006164
0.171947791814463,0.143177601759763,308862
0.173420010924343,-0.154488287705467,1085983
0.170372056572044,-0.0102306445387638,2004451
0.171653109189095,0.109932639960818,2359944
0.162415538947079,0.786923032946035,2069079
0.167736268776798,-1.06712987578667,2059713
-3.85319345676707,0.103814379961533,2294873
0.163844893784428,-0.111088250364856,2033049
0.171901071096249,-0.0684824674429323,1485662
0.173103603699175,1.65712276087362,1526417
-2.43222682020647,-0.360299338705697,1386095
0.17241785194577,-0.610371595336446,983079
0.110719160587997,0.903451402825729,2132424
0.143169848273587,-0.0100706584105505,2138375
0.172411435395952,-0.262424347376748,2490180
-0.025505626244757,-0.278546519346497,2034136
0.152194531165176,0.2208048087719,2510402
0.162409843082768,0.00840687451093403,1330263
0.0867719562540981,0.234740620416841,1768972
0.172461770021307,1.19660007221007,2306459
0.183680197520121,-0.181422281412655,2181724
0.171442125884108,-0.00309971940346989,2217034
0.169568918961,0.129416689787203,2218615
-0.12695171389498,1.44903091012294,92173
-2.0487559193532,-1.26865537174777,2414406
0.171829421325863,0.049655024276491,2381907
0.172015670486266,-0.266681909859396,2002465
0.17243846610103,-0.42192546129525,2474709
0.166295624024764,0.0497018538243799,2176530
0.039311090054629,0.154391246740665,1279943
0.167425877106836,0.0164330062380112,1976407
0.172663077474375,-0.0760089315203565,2250836
0.171363209778016,-0.0265438945406818,1915938
0.154547258845589,3.31512172785548,2133380
0.173878962116893,-5.84803541567587,2271329
0.155443424914847,-0.061879610564942,2286108
0.0218870899793631,-0.359474477919417,2040495
0.168495115674515,0.0252921819483857,1125173
-0.939407401265903,0.116154530902249,1767700
0.201221386634888,0.142821014911368,2138678
0.052151701097718,-0.0536503532686821,2443354
0.187782235317527,2.77202197293309,2234422
0.164517840618551,0.278779107136403,2151024
0.157364363514193,0.0737447598778014,2057358
0.169257173853942,0.0758945816111327,2425694
0.123351646390997,-0.33040697397172,2500377
0.0800589938612607,0.0503117739719822,2183356
5.15310641042675,4.33910313037234,2131601
0.166219643815389,-0.018820151067869,2152442
0.163464278649858,-0.0756844987420379,2306893
0.170188690454108,0.0343560010627179,2009915
0.167833700880086,0.0998613743916027,58325
0.168964654676317,0.00992658985835223,2395943
0.136484124021174,0.135031675146435,2480330
0.170221305766977,-0.00446430220280015,2076301
0.173878058216485,0.116375574614205,2205389
0.171689722594844,-0.0737455442278913,1975401
0.172379119961,0.201841822231801,2250648
0.166318594076439,0.0369060274496971,2185290
0.167991691628211,-0.198067922173747,2091555
0.168188981231889,-0.155407622759814,1232870
0.17151020559569,-0.238515132054777,2139733
0.171643753405941,-0.0193449444307748,2559453
-0.405973834355079,0.459687726673358,1938156
0.162000634316565,0.0368934840882875,2158101
0.0758995176727592,0.175020539694313,2199403
0.171981364711154,-1.62063269286611,2430773
0.109462739750398,-0.022564648874501,1738800
-0.560391821916957,-2.21481640467741,1565177
0.109344542039244,0.270920084765425,1978972
0.171860252865588,0.00805949104363871,2487135
0.171209143058255,0.0356310429602865,1612262
0.171943035530322,0.470656515529714,2051378
0.166111773464392,0.0184300128432496,1497807
-0.12875755433484,0.0968618543900699,2026671
0.18904919650799,-2.17877746221318,2340322
-1.2458618564199,0.123296485490468,2293123
0.00762679511579428,-0.194608773082363,2395415
0.171923155788296,0.148598553732511,1966316
0.168912631543199,0.343363640339838,1973544
0.175100971048473,-0.0655117622267067,2010259
0.167425730472029,0.454064124564564,2145694
0.171448135997579,0.459143619055108,965005
0.133999145469558,-0.29938956414367,2096627
0.173086494339855,0.697557975480807,2047354
0.171911130932746,2.86095969783227,1364384
0.167952525359644,-0.0194631629541517,2244172
0.159595165645029,0.0870943520800604,2132982
0.122805621382442,1.24843859109057,2134220
-0.989358746246664,-0.335903479936458,1889409
0.168361475558539,0.175876365453567,1938561
0.170582748934515,0.0359516035334599,2055667
0.169046077450667,0.688129745180955,2176784
0.17102813771774,0.00482360700607998,923666
0.210456960356385,-2.20681880560601,2086044
-0.486092027998627,-0.210665094674663,2078198
0.170495003368394,0.0259760318884977,1501387
0.171202745728131,0.26537700929475,1518948
0.0499188976889304,0.0399408659616428,1606693
0.117723272530417,-0.287975987071975,2305115
0.17103577523891,0.124981848916437,2237571
0.171800334965996,0.291833210062038,2285214
0.124061440466865,-0.000762713774431148,2426863
0.167878695729325,0.096385998914504,1979422
0.178087695996217,0.0836913654122924,2480056
0.142905331129696,0.509765071288033,1668599
-0.0501830971776137,-0.463639280765905,2339674
0.167914364380983,-0.093127478241817,2133204
0.169474546727763,0.0299558653658244,2294852
0.143613653527135,0.0321654066834277,2445526
0.171500670126678,-1.83014633715153,2200416
0.126684783626688,-0.370245444223534,2168082
0.17319157131648,0.0920051188852604,2075846
0.172125036599538,0.0895679516759532,215131
-0.017430931080051,-0.00228596309209818,2274521
0.1707984458187,0.0482866341624482,277752
0.166083420124994,-1.13860709097314,2078899
0.171746125374503,0.316870323164419,2172217
-0.254867258785918,0.394799913542064,1614566
0.175438306109058,-3.4820583537121,2100050
-0.406800223594655,-1.72178826176662,2183291
0.172440787740613,-0.226245191110956,2336735
0.171993145563858,-0.286164463294229,2352038
0.171747028349969,-0.116462687584582,2305114
0.172059887981648,0.259941256505913,2448298
0.170830606048769,-0.628216707264344,1329352
0.160586080354459,0.63608254070497,1183075
-0.578257642200628,0.232791621233106,2110540
-0.00816756520036788,0.0138592756274975,2070958
0.0929401310442119,-0.00274107121958241,2340155
0.171644738849908,0.13386790739274,2075832
-0.0617071762642344,-0.694335267825471,2498991
0.173126522726698,0.298784825010976,1919296
0.171656371391255,-0.0426463375170672,2401405
0.166449552853583,0.0836142646552729,1644034
0.158058553333617,0.127468438501651,2405144
0.162435519885691,0.270785404183285,2158329
