"lemdfirst_prc_original_firstorder_Minimum_245","sub"
0.309808776769114,1916742
-0.300449044958855,1980052
1.12511344221959,1926770
1.51344058506118,1979045
-0.904220240873438,2196212
-1.18074323544764,2393207
0.571416171353648,2146138
0.929985054113657,2228399
1.68494071000425,2144796
1.10746838252778,2234271
-0.76786100546054,2296332
1.3970492176916,1684230
-1.00665374413422,1720713
-1.55868626461975,2186951
-0.78676545852269,2439458
-1.64776523778509,2135748
0.193844237235462,2141116
0.0652813480129839,2108003
1.2848831870296,2006164
0.41726934651136,308862
1.00017638160978,1085983
0.16099661463682,2004451
1.34705478038122,2359944
-1.32447560575484,2069079
-0.0152992705148763,2059713
-1.37168941884189,2294873
-0.167424183118324,2033049
-0.974580213331495,1485662
-0.418354029413394,1526417
-1.10603077635584,1386095
0.364440912463744,983079
-0.091409693555208,2132424
0.0367947394682767,2138375
1.0235098396744,2490180
1.12824696459125,2034136
-0.700133797850611,2510402
-0.395568153545708,1330263
-1.22164675758895,1768972
1.25568925943463,2306459
0.0517760462760681,2181724
1.6219815484873,2217034
-0.617170069928425,2218615
0.291461118563217,92173
-1.61386914222505,2414406
1.00868309235768,2381907
1.59950296429743,2002465
0.174960569760043,2474709
0.355091814420676,2176530
1.48233712444353,1279943
0.605165568638118,1976407
1.17671225272988,2250836
-0.362709567121098,1915938
0.53103411618492,2133380
1.27703674224553,2271329
0.833442475455357,2286108
-1.00239003403575,2040495
0.197084809185662,1125173
-1.16948353845437,1767700
-1.32281569011713,2138678
-1.32251174849725,2443354
1.23998357873618,2234422
0.111343426409682,2151024
-0.0228201505778628,2057358
1.29819814456569,2425694
-1.15532550838399,2500377
0.488789581079963,2183356
-1.87072933340659,2131601
-0.937139356753911,2152442
0.662535006215968,2306893
0.328093545251058,2009915
-1.24582100405745,58325
0.687508774465615,2395943
0.916027190004861,2480330
0.497236752161843,2076301
-0.114127806887401,2205389
0.239087378742532,1975401
0.513881667284842,2250648
1.06230838336763,2185290
1.42491530414161,2091555
0.613717352892771,1232870
-0.62133921702793,2139733
-0.625878850079919,2559453
-1.62297269624905,1938156
1.28377705880977,2158101
-1.58825992889537,2199403
1.28817751218212,2430773
1.27090339526887,1738800
-1.84498185404944,1565177
0.693009569594089,1978972
-1.46335290460045,2487135
0.458202333934954,1612262
0.92909485235524,2051378
0.589022096277771,1497807
-1.43664091310887,2026671
-1.51176839869615,2340322
-1.61560313982572,2293123
-1.24826639407428,2395415
0.571727422190836,1966316
-0.424378194956456,1973544
0.190661986748394,2010259
0.691327840510961,2145694
1.25618384980605,965005
-0.0917609928122504,2096627
-1.41159492826943,2047354
0.429637608130229,1364384
-0.834043912500338,2244172
0.00886332688853558,2132982
1.2038455901444,2134220
-1.62950058868518,1889409
-0.26080385026036,1938561
0.21262618476996,2055667
0.611697572508979,2176784
-0.217661651904313,923666
-1.33003772978482,2086044
-1.77085555992408,2078198
1.25453988501237,1501387
0.354157605083029,1518948
-0.978204290777517,1606693
-0.885068721038619,2305115
0.465827522619993,2237571
-0.190004944075202,2285214
-0.294350416764431,2426863
-0.278488501545944,1979422
1.40991374471086,2480056
-0.325774112465544,1668599
-1.36519666394524,2339674
-0.35814496090996,2133204
-0.252045732892013,2294852
-1.35168523312506,2445526
1.11058241365327,2200416
1.23722800380968,2168082
1.25815703392948,2075846
1.12340917638309,215131
0.166192554493253,2274521
0.0118320873199586,277752
0.0954356763076371,2078899
0.228952235287738,2172217
-1.32479702097236,1614566
0.0351952390799066,2100050
-1.40457689951619,2183291
1.28206548375595,2336735
0.163396169770096,2352038
1.35403873752252,2305114
0.819524202940332,2448298
0.455803692453842,1329352
0.247700682242892,1183075
-1.27690306998692,2110540
-0.28350962928834,2070958
1.33846614548929,2340155
0.376869322850074,2075832
0.42348705403782,2498991
0.7657920146272,1919296
1.3074305996825,2401405
0.545267903247233,1644034
-0.199698641259443,2405144
-0.282601611312725,2158329
-1.21681437515609,2319068
1.39719174742917,2504802
-1.50740445334152,2331869
-1.10231586665719,2317120
0.557061934481054,2072215
0.541701157474498,2228400
0.548995147250102,2145166
0.543413646180479,1692385
0.496287772114211,2109902
-1.57309737633955,2219842
-1.86209276984489,2520618
1.44526507878947,2419459
0.48248111743855,2276121
1.3686477310735,2350037
-1.11274185605084,2001182
-0.948716243323431,2278618
0.401479152987744,1740845
1.42884796760601,2321962
0.35549884645972,2212664
-0.439019775434615,2453577
-1.59299268517352,2224150
0.868200849279558,1967281
0.017327857361531,1742294
-1.64000229700192,2488660
-1.01383367966469,2085349
0.96267339668505,2247869
0.984411618071397,2157529
-1.603259851366,2119177
-1.53498213025845,2010554
-0.40423749437879,2493534
1.44105101045857,2200813
0.53217176540441,2116787
-0.301660395452903,1154608
0.387984815076795,2267382
-1.48376652069326,1181124
-0.51878221844965,2137799
-0.834486348560735,1458656
-1.59245599066487,2269346
-0.664298380400464,2092954
0.498361001149594,2007309
1.2579986675544,1671370
