"mkm2d_ptv4_wavelet.HHH_firstorder_Median_250","mkm2d_ptv4_lbp.3D.m2_firstorder_Maximum_248","mkm2d_ptv4_lbp.3D.k_firstorder_Range_237","mkm2d_ptv4_wavelet.HHH_firstorder_Mean_235","mkm2d_ptv4_wavelet.HHH_glcm_ClusterShade_233","mkm2d_ptv4_wavelet.HHH_firstorder_Skewness_232","mkm2d_ptv4_wavelet.HHL_firstorder_Skewness_231","mkm2d_ptv4_wavelet.HLH_firstorder_Skewness_230","sub"
-0.0291815755185405,-0.516244438604108,-0.326845070556686,0.524170934874721,0.30088708130513,0.407596736015425,-0.684715390712946,-0.724420256357177,1085983
-1.10671138055212,-0.424793059106971,0.482814556892532,-0.437819171639459,0.391516206106529,0.845010161159834,-1.05554979969592,0.061218793027662,1125173
0.966021167622813,2.06200838339309,-1.09822676969611,-0.141197515980527,0.169665974900017,0.544287687246867,-2.08744640412836,-1.15450353037678,1154608
-0.103514514680647,-0.516244438604108,-0.325660755026956,-1.51607107702269,-0.523505349574311,-1.01162598246336,1.65960728482047,0.443085002018057,1181124
-0.643358016305352,-0.516244438604108,-1.21771142372954,-1.20024980414604,-0.067513500617771,-0.0880272712481251,2.61453330964848,-0.823300710902954,1183075
-0.56660362343352,-0.516244438604108,-0.572042529603923,0.946050305847529,0.234308034757154,-0.126146630245006,1.05619687044363,0.831200493347007,1232870
-0.296856819353341,-0.424793059106971,0.518361626376794,0.215896409476412,0.284381721746671,0.0566698709136031,-0.54860486905946,0.581399634614899,1279943
-0.223578686557399,-0.516244438604108,-0.517956169109449,-0.25144172971758,-3.28308356959309,-0.545013668065789,-0.262202200197899,-0.775351465344968,1329352
0.278052887194478,-0.516244438604108,-0.0945697316067576,0.694754600125017,0.235868998461153,0.367642279555969,-0.570522067009197,-0.688866680308937,1330263
-0.900405887339338,-0.516244438604108,0.83863231332934,2.54535039684587,-1.34930049204237,-0.431409967263996,-0.72096264282145,-0.981793177665351,1364384
0.169060056842884,-0.516244438604108,-0.152646149430184,0.0136539695320358,0.680079549687386,0.810453066549504,-1.11477586634405,-0.0123444473629001,1386095
0.263685921706429,-0.296850284039126,-0.227291880865409,0.769711305357691,0.972239269953936,0.985446313071351,-1.53023761955137,-0.453913898408747,1458656
-0.214148873116759,-0.516244438604108,-0.720068429595245,0.155772663369598,0.209542661421535,-0.373735453348108,0.417660919310999,-0.690647437906152,1485662
0.235091245757512,1.03328850033241,-0.849556121874348,0.296993750820764,-0.636903147631597,-0.905178207223105,0.432298168713368,-0.739999406956079,1497807
0.598449946752123,-0.424793059106971,-0.601969313693555,0.166066407769268,0.410690020137838,1.5448774442758,-0.291281951391398,-1.0239870948747,1501387
-0.242093106973362,-0.516244438604108,-1.22124026693841,0.512406878604986,0.492567983133262,1.15553978996565,-1.32951959915826,0.300404014293211,1518948
-0.245789573047856,-0.424793059106971,-0.962782157171374,-0.0354816698799467,0.11948556689065,0.257355097387526,0.636102152729573,1.80493454285913,1526417
0.669409121105441,3.12948276130599,0.605677204889445,1.00292530780816,-0.362417021639848,-0.392904553357527,-0.160962462955722,-0.243298717076011,1565177
-0.240911824219697,-0.296850284039126,1.25659521943519,0.456380067634116,0.349476304459305,0.787884603669344,-1.38773550517865,-0.436298651101522,1606693
-0.47697891096695,-0.424793059106971,-0.704255799630842,0.788174411669534,0.240821828557124,-0.483014284020472,1.98468917967278,1.79546617591729,1612262
-0.651502624195285,-0.516244438604108,0.602338209653672,0.229866192424363,-0.168399904552222,0.391962774140713,0.207349190381435,-0.175360102224035,1614566
