"lemm_prg_m012_250","lemm_prg_area_249","lemm_prg_kurtosis_249","lemm_prg_m310_235","lemm_prg_grady_229","sub"
-0.030693930601337,-0.241373718277972,-0.153057642699699,0.0879323800456993,-0.108914741229189,1085983
0.360617808643057,1.71194442145223,-0.269400107260805,-0.540241669891549,-0.0600751765110555,1125173
-0.516986838958251,-1.03090192819182,0.295861041455387,1.34212393132796,-0.629684808312812,1154608
-0.0490708554252061,-0.0467874455796577,-0.00176163310297141,0.0901400093926144,-0.939581498279607,1181124
0.289470311036407,-0.947774076062082,-0.529552319822421,0.200423547248986,-0.192735042084618,1183075
-0.0311856381493912,-1.05513201961977,-0.523838332281377,-0.035858510809099,-0.103488976090841,1232870
-1.23525945279622,0.718883443543594,-0.542934815374924,-0.023565254934269,0.143979562932263,1279943
-0.0850566372651027,-0.435587220338933,-0.417437350700544,0.194507146699873,0.0862502410563863,1329352
-0.284387431431084,0.523551629570574,-0.467981796347719,0.5708012026235,-0.283884066702371,1330263
0.12356268091349,-1.24375396212044,-0.496908986333961,-0.124362659971079,0.164896042379976,1364384
-0.0306305587983715,-1.01226339632417,-0.384971029636053,0.0773419090132594,1.97360027887575,1386095
-0.0598517647958089,1.35893062787885,-0.523361887446544,0.304057417520311,-0.179204390516526,1458656
0.118299849408765,-0.0188296477781758,0.55829453274568,0.000369668184512626,-0.196277373997583,1485662
0.065506598387578,-0.300644249617114,-0.250923595272946,-0.0534293889169475,-0.190546006431251,1497807
0.793355157782359,0.141088955646301,-0.521020486945591,0.124572661843257,-0.0275169804869547,1501387
0.12908556195311,-1.1121659271348,-0.434615865622943,0.191411464223749,0.595938237046588,1518948
0.149209813871903,-0.728584941298464,-0.512361054178514,0.0545952509299668,-0.0650262692856753,1526417
-1.15585113286429,0.279759632741651,-0.274273742777482,0.399306536981005,-1.34089718724471,1565177
0.0517164836879587,3.82406285269485,-0.461849928900967,0.381791685934656,-0.152188919048456,1606693
-0.0451280714975979,-0.247338048475621,-0.526552106510357,0.312790037359839,-0.437554462658888,1612262
0.0613892438890503,-0.121341573050276,0.207223657021514,0.147926523249185,0.809922415739927,1614566
0.147261608727811,-0.463917788777768,-0.121037849819571,0.0797066428810485,-0.227702829763916,1644034
-0.0571370292131753,0.282369027203123,-0.174412251666825,-0.204587139960001,0.272898856802723,1668599
0.109171976162191,-0.94031866331502,-0.534423996460217,0.16243684179116,-0.229900299499214,1671370
0.22714404039908,-0.805002921955848,-0.525501762874202,0.0777448076731031,-0.218119252754596,1684230
0.0401997825370826,-0.931744938655899,-0.538938008762024,0.0641539575378789,-0.0805061560092732,1692385
0.345924848304218,0.467263263330257,0.378361317314747,0.851746408029526,0.343995144249502,1720713
-0.134573577755118,0.552254968646762,0.233309221974932,0.127135145274855,-0.453154214211784,1738800
-0.0660137795689706,1.95573641828115,-0.464364616358097,0.145361322049452,-0.13497810988414,1740845
-0.0602251426136873,-1.00219858911563,-0.265956356854638,-0.00384081781853678,-0.174955883817374,1742294
0.0727924795029935,-0.679006446530502,0.0489905661059448,0.0131284920434429,-0.436451669904656,1767700
-0.141172790659879,1.67914060536516,0.382965227677619,0.126212124429074,0.164675365510159,1768972
0.825462229881267,1.01709995342607,1.13054018871667,0.244417757904691,0.246931962062959,1889409
0.334706237360783,-0.940691433952373,-0.243735855915598,0.0580227888329235,0.476376188656268,1915938
-0.0829600561451514,0.381153246101692,-0.492756326123627,0.0795863819972881,-0.358206648230616,1916742
-0.0263636490544116,-1.12372181689274,-0.539970009048785,0.051906599963227,-0.279350909442779,1919296
0.0249768316902752,-1.10321943183832,-0.535322273602254,0.0658755646719584,-0.206545926903477,1926770
-0.0636915944060884,1.42192886559153,0.761867572763393,0.106406085430765,0.267740251835337,1938156
-0.278811225232409,-0.0937565458861474,-0.477816912855437,-0.105761896910418,-0.459494319897751,1938561
0.13400755393482,-0.752442262089062,-0.526863931056931,0.0944914080712358,-0.172755097545936,1966316
0.0339031720422384,-0.786737160725546,-0.530558573435434,0.115199562945874,-0.254625273163925,1967281
-0.0383036538187521,-1.13341385346392,-0.541813437589659,0.0578976838935779,0.024659478495427,1973544
-0.100892639205247,-0.868373930305873,-0.535035077163885,0.0361516765732268,-0.17216679780849,1975401
0.18768000103154,-0.542199622621918,-0.521217635435042,0.0824549324698325,-0.20751459644967,1976407
