"mkm8d_ptv2_lbp.3D.m2_firstorder_InterquartileRange_239","mkm8d_ptv2_lbp.3D.m2_firstorder_Kurtosis_236","mkm8d_ptv2_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_235","sub"
-0.953643764756852,0.285246296981815,0.140348858573831,1085983
0.0140966742016362,-0.659673294062211,-1.02127578797749,1125173
-0.324272949307562,1.76057443515754,2.20116557470798,1154608
-0.85339216654636,0.42342152689842,-0.432929859547685,1181124
1.07914557126953,-0.823382843191212,-0.28656441221102,1183075
1.12404206939337,-1.03829873508143,2.47373368530249,1232870
-0.467350013759785,-0.447815578675988,0.245280274931946,1279943
0.325778492473494,0.872657135861977,-0.498512457058695,1329352
-0.333908387717043,1.52104046978961,1.48893407300065,1330263
-2.28117523702144,6.53246255871895,1.03728091044199,1364384
1.16423321813619,-0.0775526586194587,0.601333712780571,1386095
1.4153976435211,-1.34072420126594,-0.935523749192313,1458656
0.613155332062757,-0.261091740333427,-1.26462021151945,1485662
-0.139782242217176,0.470251324393321,-0.299579565775464,1497807
-1.0920850557688,0.220391115054479,0.0124725577226252,1501387
0.135664896694646,0.49424601770326,-0.155399814944553,1518948
-1.55795726961254,0.874531803728893,-0.0448373906392703,1526417
-0.00717283161289935,-0.558663910750098,-1.12145072631148,1565177
-0.0606100519796482,0.401317998139428,-0.17667712769582,1606693
-1.83756467579636,0.446833263107603,-1.2337308068803,1612262
-0.300759384137587,0.428233741076264,-0.258999721244041,1614566
0.0413989466138773,-0.355545432071697,-0.152201460159547,1644034
1.54961516775534,-1.11097276963823,-0.975655286083708,1668599
-0.134926956157275,-0.253240803816043,-0.321694189558897,1671370
-0.0092775673251249,-0.38459806427561,0.0520709601102923,1684230
-0.31036344281827,-0.223231725265293,1.4435337127294,1692385
1.08462617128641,-0.418003916407867,-0.0217563975575276,1720713
-0.577003925663276,0.798713300213792,-0.532120410176387,1738800
0.912139106520608,-0.518824492942055,-1.19825587728023,1740845
0.834575330828337,-0.125999531084021,-0.298315520881036,1742294
2.87912574699902,-1.55893696631234,-0.803759689116316,1767700
-1.24774584889831,0.983611324938108,-0.573882595931863,1768972
-0.752261769165455,0.225511888693832,-0.312198267775172,1889409
-0.4600841316464,-0.372167886101191,1.34571742898599,1915938
0.273097071923258,0.429452245668041,-0.290513172457008,1916742
0.790699508920048,-0.732485180232925,0.849084587867101,1919296
4.17541706792341,-2.77553676217077,-0.140014411832614,1926770
0.0662236287267135,-0.0871789955669773,-0.605812342524206,1938156
-0.282730539184232,0.822364311295098,-0.578282284635868,1938561
-0.611991262752191,1.06378500509774,-0.394912642118589,1966316
0.497611086134083,-0.270278998883412,-0.476380264044304,1967281
1.2188062858399,-0.828392722129834,1.10878857882092,1973544
-0.601848814929083,-0.522101999144828,-1.12627186646063,1975401
1.1164505134738,-0.698164321779674,-1.29701683512863,1976407
-0.550842835863978,0.621570617681201,1.28286341108166,1978972
1.7925778514094,-0.303751509364757,0.991080460906491,1979045
-0.00918302113547904,0.708050437916344,1.08420114544838,1979422
-0.86489960196845,2.13824523275045,1.07011924403618,1980052
1.21435427438352,-1.08264994630535,-1.15242005808633,2001182
2.00711290091573,-2.35083217297006,1.36767638550067,2002465
0.387071552263047,-0.863817045886459,1.13108341832345,2004451
-1.25335230825025,2.13979357255502,2.49466509042248,2006164
-0.843006003658081,0.515945561306961,-0.165825823906274,2007309
0.0808357432952839,-0.438783859506186,0.254759036569341,2009915
-0.0428620413366012,-0.569517064891779,-0.288104252730118,2010259
0.202469347754155,0.656909294510583,1.68104893620082,2010554
-0.162140182493829,0.429976842753107,1.0773405421193,2026671
