"lemm_prp_v45_250","lemm_prp_grady_249","lemm_prp_m002_247","lemm_prp_m003_245","lemm_prp_gradx_234","lemm_prp_min_228","sub"
-0.25614908891248,-0.912948050379881,-0.446128307594327,-1.74074825946996,-0.14919623534425,-0.771305903144006,58325
-0.258318633886205,-0.493581045639666,0.0982160218196205,1.48627005932677,0.785292813051063,-0.407283487322984,92173
-0.258318633886205,0.188744813245797,-0.63401772531109,0.385275610114584,0.662877171326548,0.421028206365616,215131
-0.258318633886205,0.0155213284031682,-0.129302699823268,-0.316952530077135,-0.848459163403566,0.0728843781831574,277752
-0.258318633886205,-0.556301157362123,-0.193257459650715,0.282991900659447,-0.237750482458111,0.116708456684444,308862
-0.244436920851834,1.02909436855954,0.14074774662661,0.277935231902775,0.668560249455847,-0.642081617957976,923666
-0.23813841094924,0.634559046227009,-0.171420615543464,0.415427689046195,1.35235725627992,-0.0647628362193079,965005
-0.258318633886205,0.383207120356597,-0.555065142514602,-0.101639004946946,-0.326630863249051,-0.0981015304979126,983079
-0.238023552562223,-0.0747410888757303,-0.607473151889265,-0.0852734898462617,-0.327412186832738,1.85679931899153,1085983
-0.258318633886205,0.211681425982777,-0.297367282939817,0.0486199867574914,1.09092528794231,-0.147702116504636,1125173
-0.2363838028555,-1.11663242492192,-1.11640636605241,-0.0584884490741976,-0.42150071963742,0.124538500651722,1154608
-0.0384495934054171,-0.858452373867636,-0.520532743011043,0.197859107027598,1.51731261236221,-1.20536012232086,1181124
-0.258318633886205,0.218621278226895,-0.094278588706392,0.371053060133009,-0.600515498617959,1.10807831265954,1183075
-0.258318633886205,-0.0867321647332698,0.332542640272585,-0.808957355615656,-0.697063932320016,2.29828892914173,1232870
4.95281851851663,1.18538597540251,-0.228415327772002,0.507008075979263,1.41619590162997,-0.485377737135533,1279943
-0.258318633886205,0.862720133421958,0.0547358491304933,-0.465178880097817,-0.214281991500833,0.545057117002851,1329352
-0.258318633886205,-0.0946141497815346,-1.36519106435334,-0.794818553017504,-1.24699239114223,-0.488033742925116,1330263
-0.258318633886205,2.19953766721428,-0.51272405093922,-0.528869919041373,-1.87141026064092,-0.338854844267074,1364384
-0.247252867819694,1.21754873499866,-0.950179126399759,0.381557175923541,-1.72850612987742,-0.998775452888808,1386095
-0.214828090071641,0.296200932729711,-0.614845109788839,0.152731222219864,-1.2173058918804,-0.397314850854109,1458656
-0.258318633886205,-0.545859511724097,0.184777690644234,0.090824200401897,-0.389124914457993,-0.705792920901065,1485662
-0.060538997467238,0.496222333290123,-0.56259506933455,0.430929999390337,0.477487070857395,0.237103787009978,1497807
-0.257394134011943,0.607650237973722,1.6294983320459,-3.82473318771971,-1.44248952338156,0.61784899833911,1501387
-0.258318633886205,2.30102849739695,-0.771312519402725,-0.333823323243967,0.30828504120386,0.0183178861099312,1518948
-0.258318633886205,0.410100014451458,0.620470507086382,0.763805799748767,1.69983738791297,-0.984282378778606,1526417
-0.258318633886205,-1.04717031365711,0.688459235525627,0.532049746541987,-0.544167998331616,-1.52929553331707,1565177
-0.258318633886205,-0.597715388217794,-0.643455697056663,-0.203708694926723,0.483943083358891,-0.819838839946252,1606693
-0.258318633886205,-1.09860293386668,-0.155131338981286,-0.102610382153487,1.51893986301895,-0.340142364566758,1612262
-0.258318633886205,1.20149737572707,0.688311246815337,0.88384166604261,1.07076804993565,-1.12847780379218,1614566
-0.258318633886205,-0.375216506678372,2.75504049628807,2.56981849708391,-0.344220821581567,2.01751632690206,1644034
-0.258318633886205,0.529277779957457,-0.766074555380168,0.633267820620542,0.745870448557816,-0.582354192554595,1668599
0.0612395348828161,0.607742823589949,-0.116662889730824,0.514726354854442,-0.339221280334055,1.6369814756979,1671370
-0.0765203087821563,-0.114100369281105,-0.68369261338254,-0.165909844287652,1.29517328305525,0.151364391838644,1684230
-0.258318633886205,0.366361313934773,0.395474875650694,-0.26061199597978,-0.1130031751941,1.56776432793658,1692385
-0.258318633886205,0.88055245432498,-1.33213888143156,-0.271664542473288,-1.21411193673751,-0.946416993669103,1720713
-0.200979031046989,0.144618201848879,0.276839258723763,-0.0718462343142859,-0.593949810805662,1.84363400512588,1738800
-0.258318633886205,-0.43686247837817,-0.652377049823319,0.103081748010211,-0.340287994540984,0.47603904834453,1740845
-0.258318633886205,-0.640537095557809,-0.22615279144606,-1.26238823700618,-1.16336942989745,0.048703524601076,1742294
-0.258318633886205,0.202743454503632,-0.838162985012027,-0.0891740339840775,-1.2318076507785,-1.11924639718615,1767700
-0.258318633886205,0.0337699560898941,-0.160983318643585,0.056721671693468,-1.00987301952765,-0.907965787249639,1768972
-0.187932822043715,-0.0450332819054699,-0.505526616091742,-0.0889383259343637,0.901967451308719,-1.20641451718012,1889409
-0.258318633886205,0.136296607417334,1.65435032439179,0.142603820500696,0.535367127248611,-0.466339853194252,1915938
0.197934308655553,-0.893120779127501,0.655791803599209,0.314620628829839,0.734258461657141,-0.141577358608867,1916742
-0.258318633886205,-0.0859963898327857,-0.474635913775407,-0.202590394331448,0.0906028741287017,0.804882865191332,1919296
-0.258318633886205,-0.309609853661529,-0.232113850297591,-0.0446384838387485,0.872519160515576,0.667678315513022,1926770
-0.230110416335621,0.214693550681038,0.330759428401186,-0.947786556181608,1.01990566345469,-1.18721459055426,1938156
-0.258318633886205,-0.286973902578434,0.367601035465458,-0.224853309646675,-0.0864944258341882,2.28490904833454,1938561
-0.258318633886205,0.192185381669533,0.173740026253461,-0.452656574093832,0.47894902734884,0.338701250015841,1966316
-0.258318633886205,-0.176494411823382,-0.547044800923999,-1.01253020709997,-0.309688694987837,1.19939108561433,1967281
-0.258318633886205,0.419359636126301,2.06258976717516,1.10587998555487,-0.214569192348564,-0.906365770010864,1973544
