"letd_ctv_wavelet.HHH_firstorder_Skewness_229","letd_ctv_lbp.3D.m2_glcm_ClusterShade_226","sub"
0.032764259649211,-1.31307176472584,1916742
1.71710946083746,0.556084560694247,1980052
0.533307909357697,-0.803704592943475,1926770
-0.245290951021582,-0.301253334295288,1979045
0.0940198322027359,-0.214119799804695,2196212
-3.89878292220696,0.4636670738922,2393207
-0.178028510594032,0.364864174785205,2146138
0.142247878078562,0.642734793530452,2228399
-0.228745618298132,0.412936802625454,2144796
-0.082953884183595,-0.59957357232967,2234271
0.0152740832957108,2.09612409609806,2296332
0.0504953470169961,-0.0747700327500226,1684230
1.6306908968539,1.06327946937772,1720713
-5.55528397850284,-0.00623469066553303,2186951
0.157188948332978,0.10903167076868,2439458
0.0105766170305253,-0.462408162596325,2135748
-0.0792445535438195,-0.235119174299087,2141116
0.22190515520827,0.36958297492052,2108003
-0.162156268969732,-0.00998754440423736,2006164
0.396556783242402,-1.20475089539424,308862
-0.019880424173616,-0.228457883703132,1085983
1.44191270532705,-3.24133159623037,2004451
0.142783921900313,1.18869193505258,2359944
6.4895336233773,1.91095588849529,2069079
-0.121609263614323,-2.88776031222929,2059713
0.243369007906887,0.690174164354977,2294873
0.111002858172845,-1.21054938510681,2033049
0.00481170095624401,-0.133981217804723,1485662
0.343886741086968,-0.063962974331503,1526417
-0.783807128603532,-1.54059282629967,1386095
0.150116518714882,-1.7728285074187,983079
0.110835593861791,-0.318468519065218,2132424
-0.301096878314889,1.52937882828985,2138375
-0.0481835498542291,0.0123027075811221,2490180
-0.220595996789821,0.429882323441502,2034136
0.207476258341699,-0.823076829815015,2510402
-0.76785673781701,-0.886245199311345,1330263
0.799750862616472,0.480212599955314,1768972
0.0482878704124854,-0.0497740969973715,2306459
-3.38872609085227,0.160244545731001,2181724
-0.0606592168368522,-0.891587649633405,2217034
-0.00100546530774327,1.93488267713329,2218615
-0.395678657051103,-0.370408359235839,92173
-0.536105654256518,0.0984712743953727,2414406
-0.0580528274119866,0.165115908865416,2381907
-0.155918714707272,0.192507859405598,2002465
-0.15212720847936,1.08844013660308,2474709
0.1728654576834,0.640148842540404,2176530
0.0586181655526107,0.0504397640718898,1279943
0.00829824096198282,-1.91001034695284,1976407
-0.0899020411297803,-2.52170043451115,2250836
-0.446667117726705,1.35547885305719,1915938
0.049001241547611,-0.669118095203743,2133380
0.291981812277841,0.102677222582158,2271329
0.0249426773681428,-0.141184454238884,2286108
-0.857568702574244,0.707011177192218,2040495
0.237778134980435,-0.745665313358965,1125173
0.901313970296351,-1.29535018458579,1767700
-0.21935606383881,1.06492928044719,2138678
-0.43331872930941,-0.034805400839345,2443354
-0.0444880723658779,-0.627002321672022,2234422
0.045408901025579,-0.0885132640316866,2151024
0.57338133348791,0.611494177009366,2057358
0.0163663188665953,-1.52088672447136,2425694
0.276970901944093,-0.647846909531969,2500377
-0.5276592272337,-1.45154208809449,2183356
-1.45207482571374,-0.441756574386286,2131601
0.0948122550035143,0.32913198233444,2152442
-0.13795943907735,0.201087049094602,2306893
-0.289569025049375,0.329906874318099,2009915
0.0840011560887856,-1.58551006221928,58325
-0.0246445913273552,0.0350313866679977,2395943
-0.0646601848632054,-0.34214236564079,2480330
-0.287904430652676,-0.395113062511678,2076301
0.163429451881378,0.524670698675602,2205389
-0.328873924874767,-0.0429406832882656,1975401
0.439351493394884,0.227590169030984,2250648
0.105814367492819,0.723779110599749,2185290
-0.331842392208512,-3.53899354890124,2091555
0.364350258405148,-0.0747972753516952,1232870
-1.61286174879649,0.802973540586396,2139733
-1.3675542371134,0.803840503389277,2559453
0.048029770147551,0.962764670972444,1938156
-0.284225150135238,-1.26755651940688,2158101
-1.71000584199281,1.58611221787814,2199403
-0.320986517955737,-0.852369709852002,2430773
-0.0730808953990085,-0.0167130772911896,1738800
0.235635777372494,0.782369001992391,1565177
0.0744684735428395,0.656144688954272,1978972
-0.832244974775286,0.809989832633357,2487135
0.173899714923643,0.768757722242018,1612262
-0.295216398115882,0.600570598970902,2051378
-0.540425093258151,0.180424802643345,1497807
-0.709350522522488,0.663384040033511,2026671
0.425604804574137,-0.376283935723869,2340322
-0.117079986942009,1.09298804902574,2293123
-1.13198161527244,0.73028140334824,2395415
-0.000410416632572621,-0.235223474874305,1966316
5.63631033408461,-0.871023034256853,1973544
0.106974370624705,-0.288059224988075,2010259
