"mkm6d_ptv4_wavelet.LHH_firstorder_Skewness_250","mkm6d_ptv4_wavelet.HHH_firstorder_Median_250","mkm6d_ptv4_original_shape_Flatness_247","mkm6d_ptv4_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_243","mkm6d_ptv4_lbp.3D.m2_firstorder_Maximum_242","mkm6d_ptv4_wavelet.HHH_glcm_ClusterShade_240","mkm6d_ptv4_wavelet.HHH_firstorder_Mean_238","mkm6d_ptv4_wavelet.HHL_firstorder_Skewness_232","mkm6d_ptv4_gradient_glcm_Imc2_231","sub"
-2.14939070105723,0.0327399860087424,1.06854900054944,0.191296441564642,-0.557662248931996,0.325438398560524,0.523330097474049,-0.768885161996984,-0.692964870682967,1085983
1.18341116708974,-1.00277636119386,0.354501163226146,-0.963936674401961,-0.327614364470739,0.410067439373482,-0.632874824485184,-1.08551628442351,-0.464332145946575,1125173
-0.350688944433102,0.797540531046987,-0.0765557024615884,1.76812212712984,1.7173849096567,0.252565987318739,-0.333140255333856,-1.64879483732435,-0.466555645265974,1154608
-0.718765312408621,-0.196313361665394,0.940097272090689,-0.349590465672217,-0.557662248931996,-0.494402019360513,-1.57472984917249,1.92281293596202,1.08730663950227,1181124
-0.866177556881859,0.639515415079779,0.263638859654381,-0.283605779516168,-0.557662248931996,-0.349832747154116,-0.617085078150592,2.81747905524904,-1.53836451748528,1183075
2.14271719055782,-0.695146306170542,-0.783737688736107,2.33886545816524,-0.557662248931996,0.176780978655698,0.0872631193083583,1.19961335471898,0.505235041740816,1232870
-1.19340037642525,-0.519033306552663,0.217784317271122,0.305332662044388,-0.327614364470739,0.318051162556251,0.0351706790281711,-0.614395679998622,0.680763785667878,1279943
-0.108383132901417,-0.306546746682368,0.0872473650047468,-0.474245210460791,-0.557662248931996,-3.24112819188269,-0.163778958248515,-0.128874330881186,0.533367053690877,1329352
-0.0641104134925362,0.427620002214757,0.336280957137563,1.26960863978535,-0.557662248931996,0.323446271735347,0.723107585963769,-0.510228748768701,-0.594201079745529,1330263
-0.0847088852234838,0.377222168025148,-0.144506452321763,-0.155066582969467,1.22390601579092,-1.25311265378933,2.29544099495892,-0.527572647286575,2.97976663907281,1364384
-0.52740904041892,0.685482994501765,0.398415274521501,0.66948103535648,-0.557662248931996,0.483724389113098,0.485128936225125,-1.10785096888727,1.8698678157273,1386095
-0.900737268723084,0.441589723934035,-0.0809947408050252,-0.882036541023326,-0.327614364470739,0.893064396439304,0.982658219767662,-1.64016554028374,-0.165354393050344,1458656
0.19626708921266,-0.107906717842067,1.12333587222391,-1.18442129203305,-0.327614364470739,0.245475748725743,0.258411868522657,0.51432582772913,-1.16024976351418,1485662
0.138258415001681,0.189489143526863,0.254443162346087,-0.363592528084235,1.06711565461875,-0.451400381984375,0.0904983840036266,0.733708832391846,-1.1824420418744,1497807
-0.70950768093445,0.481724679734951,-0.400284443105829,0.0916361136634055,-0.298850434893503,0.373678273875122,0.536227429877373,-0.119255916883326,0.988193051274042,1501387
