"mkm7d_ptv2_lbp.3D.m2_firstorder_Maximum_250","mkm7d_ptv2_original_shape_Elongation_249","mkm7d_ptv2_original_shape_Flatness_249","mkm7d_ptv2_lbp.3D.m2_firstorder_InterquartileRange_249","mkm7d_ptv2_wavelet.HHH_firstorder_Median_248","mkm7d_ptv2_lbp.3D.m2_gldm_GrayLevelVariance_247","mkm7d_ptv2_wavelet.HHH_firstorder_Skewness_243","mkm7d_ptv2_wavelet.LHH_gldm_LargeDependenceHighGrayLevelEmphasis_240","mkm7d_ptv2_lbp.3D.k_firstorder_10Percentile_235","mkm7d_ptv2_wavelet.HHH_glcm_ClusterShade_228","mkm7d_ptv2_wavelet.HLH_glcm_ClusterShade_228","mkm7d_ptv2_lbp.3D.m2_firstorder_90Percentile_227","sub"
-0.471689747487559,1.01806690669307,1.37792999372443,-0.987119849847385,0.138090192483783,-0.0151976448834762,0.544071671116396,-0.647145866032191,1.56553415570118,0.309610161916734,-0.416296052698746,-0.204824159004989,1085983
-0.214737643335104,1.23435282731084,0.23240611901754,-0.0006497882645821,-0.485419161581737,0.788948697349389,1.12276875879125,0.0734318383089747,-0.253292348103139,0.327334571256116,-0.336614608647908,-0.39767491985841,1125173
-0.471689747487559,-0.162581048667446,-0.539354981104675,-0.268144081476378,0.556257481356286,-1.44929733109196,0.633615176433623,-0.491072503424623,-0.603304740757184,0.241145243662768,-0.305176336969393,0.874655267463835,1154608
-0.471689747487559,1.28049653327086,0.952066697046514,-0.836356774981579,-0.0197342527484669,-1.45244143738341,-0.518352219583969,-0.377189839434358,0.336711206202683,-0.0324317015677922,-0.19297368259378,-0.239983756834895,1181124
-0.471689747487559,1.64129793827272,0.730707021701294,1.02006227303794,-2.89928320966583,0.836826284158954,0.715614451657056,-0.660950513278049,0.0259962264644768,0.418995083705133,-0.265388227079484,0.498065123055434,1183075
-0.471689747487559,-0.458228363792898,-0.388228755804,1.11074277996457,-0.147716986599207,0.717738879871831,0.100600048878606,-0.714069869351739,0.491019567347785,0.313951492505044,-0.351790319217347,0.804189142503099,1232870
-0.214737643335104,0.1396104376246,0.153430801556624,-0.481907869310379,0.104385635955239,0.556151072017129,0.377255673752165,-0.426297717737847,0.13663439261305,0.263577068609034,-0.434687416194053,-0.131344265306136,1279943
-0.471689747487559,-0.209564862005007,-0.552993831554433,0.338206053783877,-0.648506833031678,0.00847376630406033,-1.4798039977525,-0.0719258853746917,0.209886966848486,-2.73984532011302,0.188946733611505,0.218555226919881,1329352
-0.471689747487559,-0.0507225658878753,-0.603327620828842,-0.346139873104855,0.572207911103156,-1.1662328850992,0.393631601928616,0.196541163059609,-0.709448093697215,0.139642652148117,-0.0154149415095361,1.01029397516194,1330263
-0.471689747487559,-0.827246529542077,0.167508266395981,-2.23173433870508,2.24912718400458,-1.92630424724056,-1.36408489111981,-0.200287183078805,-2.05727173135439,-3.58510313866936,4.70661718775184,-1.45828459906266,1364384
-0.471689747487559,0.914690288319695,1.119144326627,1.20606733035714,0.0719852230958161,0.0621154989757335,1.10578904909916,-0.587843942325931,-0.481522759809984,0.687658282472162,1.05885294673762,1.5728871654553,1386095
-0.214737643335104,-1.06871917544613,-0.882265712365674,1.40006806455968,-0.936577686402592,1.4805319991555,0.642685015570667,-0.33714558782637,0.410567156570177,0.196479693289017,-0.0729199625674199,1.25056269641883,1458656
-0.364582862912501,0.974250059838691,1.35615581672509,0.558926515119981,-0.21898049727053,0.439701300695305,-0.392079488106494,0.0871738983426345,0.460684662820566,0.206370449800308,-0.415650848565242,1.08704814971102,1485662
1.34310677661648,1.00643900762194,0.261650421208398,-0.123071818673163,0.252597012036651,-0.7722065168846,-0.633422620205331,-0.265870793122495,-0.496995289893145,-0.111817249553298,-0.269365527901307,0.330911824759657,1497807
-0.310613799582128,-0.685719221779197,-0.305348058566826,-1.11176363796328,-1.70187734106878,-0.643447225844007,0.877595226419949,-0.493779576229594,-0.562058219549565,0.264617365623654,-0.263025817053315,-1.41049708203107,1501387
-0.471689747487559,-0.150495165700958,-0.194201761099874,0.1866260547054,-0.492706224893934,-0.199852043502729,0.503729001658553,-0.689562952947933,-0.121490255659394,0.253446723955282,-0.433314246213466,0.909116710265676,1518948
-0.471689747487559,0.38044661528012,-0.115561137487709,-1.51581716459762,-0.218268895953374,-0.796735761200866,-0.0848188288217915,-0.580467874433149,-0.842233214670728,0.11854144872644,-0.0171448389938183,-0.444494030132031,1526417
3.25947171020907,-0.845215840987765,0.429638433019,-0.00355460213479973,0.444584404038533,0.161115532933513,-0.0451532934374082,0.38209288746706,-0.379935235642374,-0.181279619948098,-0.310234509257452,0.075064162023359,1565177
-0.0250540695384471,0.364626785915013,-0.28904951275528,-0.0573276639191118,-0.154323688760794,-1.21105796488495,1.2121830883378,0.614672409701503,0.280109101409385,0.293222563483601,-0.403026645803686,0.486611576088938,1606693
