"mkm6d_ctvper_original_shape_Flatness_250","mkm6d_ctvper_wavelet.HHH_firstorder_Median_249","mkm6d_ctvper_wavelet.HHH_glcm_ClusterShade_249","mkm6d_ctvper_wavelet.HLH_glcm_ClusterShade_248","mkm6d_ctvper_wavelet.LHH_glcm_ClusterShade_246","mkm6d_ctvper_wavelet.LHH_firstorder_Skewness_245","mkm6d_ctvper_wavelet.HHH_firstorder_Mean_245","mkm6d_ctvper_wavelet.HHH_firstorder_Skewness_242","mkm6d_ctvper_log.sigma.4.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis_241","mkm6d_ctvper_lbp.3D.k_gldm_SmallDependenceLowGrayLevelEmphasis_238","mkm6d_ctvper_wavelet.HLH_glszm_LargeAreaLowGrayLevelEmphasis_227","sub"
1.40288253780765,-0.29329513789643,0.153296166162571,-0.410063886825525,-0.163211027859589,-0.299780635082903,0.323730255723854,1.31981428052455,0.00905309946706235,-0.261760577340443,-0.0503258231115019,1085983
0.200657181245088,-0.0310120440924623,0.0286983039450494,-0.335563559628543,-0.127450516173204,0.386778599469905,0.716610305148513,0.253168004163244,-0.235025182629156,0.549955012205307,-0.102075563390789,1125173
-1.31277195749427,-0.93079051043992,0.040891891211073,-0.440819015599102,-0.10452659832479,0.00670478229440474,-0.35700151645142,0.291471301911511,-0.240628630664424,0.384380575571481,-0.12194632310188,1154608
0.850921800261826,-0.295095293746257,-0.398716262503197,1.86414755221721,-0.0648993317715322,-0.108450257466288,0.39672114765037,-1.5413710791629,-0.321501776899877,-0.144955734354911,-0.118848486266346,1181124
-0.460845108394831,-2.20049231106282,-0.853414882495872,0.00540955803276627,-0.145589948907075,0.198904953324222,-2.85803148517231,-0.444721616405253,0.526834960313704,2.70904995888652,-0.122884502329509,1183075
0.0637789562715629,-1.71104444621714,-0.0331069466142843,-0.366496434096698,-0.187718777751267,-0.686247270521598,-1.50456587314947,-0.0897445918405328,0.0346349657195016,3.65526824950463,-0.121863931396726,1232870
0.346969164738446,-0.00494657295533426,0.0181377193027161,-0.362715249683598,0.0741117781414377,1.13774086698211,0.114143466901391,0.769997343849893,-0.308598124756037,-1.29640584501281,0.262547507023663,1279943
-1.00254485212489,-1.34126631608928,-0.619879939276221,-0.270086686042081,-0.0743295183454975,0.429518312191591,-0.196369604290705,-0.618534620187999,-0.126980326145476,-0.456034025438206,-0.122902051870216,1329352
-1.39734278488104,0.312165764476976,0.0915755379309572,0.63782694581673,-0.0934006191531722,-0.335298865599318,-0.160870613012359,0.581566202771748,-0.501013515926501,1.43866102103166,-0.118972302765382,1330263
-1.21982328972274,-0.35643918173043,-0.370309537699553,1.39410699784737,-0.405554156980151,-0.877583778215069,3.1236513689217,0.0177756598393078,8.91715983546733,0.471430978294457,-0.12345961530417,1364384
1.07223304739818,-0.851962770960422,0.0136527327958897,2.04772558086793,-0.273446273933329,-1.23724605539605,-0.0360867625842454,0.562818414788029,-0.283911058422977,-0.388450357746294,-0.123931062693987,1386095
