"mkm8d_ctvper_original_firstorder_Minimum_250","mkm8d_ctvper_original_firstorder_10Percentile_247","sub"
0.331425890284845,-1.02603853665453,1085983
0.237157230287249,0.119965083078326,1125173
-0.030322108360316,0.703813301468667,1154608
-1.56674034827105,-0.336394786711569,1181124
0.12002284294446,-1.14685074525141,1183075
0.307995716448781,-0.217537806543875,1232870
1.12387692868596,0.877106908801756,1279943
0.0401220554826928,-0.319794218255686,1329352
-0.0882608473087747,-0.17612153970466,1330263
0.577035749643605,0.0192836938774177,1364384
-1.18047412051169,-1.06585673040993,1386095
-0.767213098214802,0.84646215754695,1458656
-1.04726023309416,-0.927607020473741,1485662
0.893339596862233,0.383635188172151,1497807
1.31015578538188,1.12164165362799,1501387
0.406731405975132,1.05366795626777,1518948
-0.145913750554256,-0.386127340360479,1526417
-1.82394556486375,-1.24086422067551,1565177
-1.01084462906771,-1.57753703260324,1606693
0.632787484218534,0.791828743613171,1612262
-1.35656031536476,0.00503544067182898,1614566
1.07676032230698,0.369827637927503,1644034
-0.245543410432849,-0.995461566080673,1668599
0.765051972638425,0.253535312488464,1671370
1.58643382881844,1.47903843017737,1684230
0.782236207385104,0.037306499820023,1692385
-0.739758872456018,-0.136226867747309,1720713
0.766236632933465,0.808413245219905,1738800
0.355250950885923,-0.438868893518125,1740845
0.532722636095479,-0.475166862047312,1742294
-1.29662067005081,-2.08331531700748,1767700
-1.33604607210053,-1.71253519787594,1768972
-1.6708466473799,-0.0550339238908977,1889409
0.0443964958687624,-0.562541643937592,1915938
0.405955630718078,0.238096355803631,1916742
0.824668133668454,0.0300441126246798,1919296
1.66722440972842,1.54260368404546,1926770
-1.77845114594942,-0.351631258252186,1938156
0.149621288032765,-0.79932072787713,1938561
0.590753831379143,-0.54107080647762,1966316
0.972441128092926,0.130412819518672,1967281
0.539825856515199,-0.863931483753085,1973544
0.00181668460480432,-1.42507861533284,1975401
0.335926109267263,-0.853347500431951,1976407
0.639386089475415,0.323564109812182,1978972
1.5977022127836,2.00669989165815,1979045
-0.1887108737172,-0.944078282927668,1979422
