"lemm_ctv_v45_250","lemm_ctv_gradx_249","lemm_ctv_m002_248","lemm_ctv_density_246","lemm_ctv_gradz_245","lemm_ctv_m003_240","sub"
-0.239732899772008,-1.67387513192532,-0.585552466567175,-0.308516123733804,-0.788028939132869,-0.0364619670436567,1085983
-0.267418893225947,0.251861763300973,-0.322201983751685,-0.44643790287121,-0.124015433815867,-0.0577487603841144,1125173
-0.207889134281609,-1.15546786696102,-1.2166207948685,0.966455859777556,5.26387728243568,-0.098990307192472,1154608
0.0226241033404364,0.683853878309878,-0.668674253833968,-0.354391638802594,-0.804449877302919,0.107013730524904,1181124
-0.267418893225947,0.0448820887548061,0.126514486914118,0.302274924115887,-0.152822445718821,0.166455767112786,1183075
-0.267418893225947,-0.157049461531982,-0.10736098081064,0.913494352674483,-0.295675861772353,-0.516975448491439,1232870
4.34117661171504,-0.0200391052257236,-0.231711617424131,-0.416345315657788,-0.448417327668451,0.309478332991648,1279943
-0.267418893225947,0.146484556298867,0.518564028436665,-0.278771878144651,-0.68094593076648,0.0878089936498807,1329352
-0.267418893225947,-0.102583366242813,-1.02708993763558,-0.379961085816834,0.0417975901701379,-0.515315388543473,1330263
-0.267418893225947,-0.0749495368493771,-0.973714422497344,7.56548451409684,-0.167880162464362,-0.350299010615572,1364384
-0.242143232321336,-1.79754507834881,-0.741844504630613,1.12296457034755,8.98257432320326,0.018329565273882,1386095
-0.214657810186884,-0.230745759195161,-0.21111743847381,-0.435975863598864,-0.335602978892346,0.253599605211462,1458656
-0.267418893225947,0.0413159223701711,0.034720634926229,-0.394270400831074,0.0051981304404142,-0.00761653665724886,1485662
0.00422596377260563,-0.136307524375834,-0.521650305309939,-0.330040817376601,-0.0047482472158738,0.124806528180334,1497807
-0.266015331324032,-0.148462719834738,1.03787164985395,-0.348151581033268,-0.371987436908488,-2.44066941871558,1501387
-0.267418893225947,-0.100125543106864,-0.959763408611202,1.2957151286732,-0.342185692421401,-0.273267703445307,1518948
-0.267418893225947,-0.0257606972187617,0.382447837817319,-0.181880444602327,-0.526296853803467,0.532852439735874,1526417
-0.267418893225947,0.452612574531197,0.473362977894293,-0.382395749611802,0.948748444268649,0.305368122278259,1565177
-0.267418893225947,-0.056945730800833,-0.577359002008608,-0.458806023096104,0.0728350668689117,-0.133080960576832,1606693
-0.267418893225947,0.238737121717116,-0.0928817721233551,-0.314663248822713,-0.35678036899757,-0.030671683951893,1612262
-0.267418893225947,0.419379813861419,0.642792604944071,-0.249839417771649,0.784533434548197,0.805781420596696,1614566
-0.267418893225947,-0.398882694596218,2.05387815846108,-0.26746777028819,0.0386114106768551,1.84697822269608,1644034
-0.267418893225947,0.11580108942344,-0.658165009352241,-0.378393895365723,0.0272328155009929,0.410713783448227,1668599
0.316656578754421,0.739833272994377,-0.188182659588725,0.293299558361868,-0.554731413483881,0.503844896381233,1671370
-0.178028032138729,0.215010351848533,-0.799793196118192,0.335049990488954,-0.391242171789429,-0.142327110246048,1684230
-0.267418893225947,-0.144012227362919,-0.037201779971444,0.290799037586487,-0.150900865966908,-0.150464067641937,1692385
-0.267418893225947,-0.0881626192396505,-1.13568901512233,-0.405579099624844,-0.140608171641635,-0.1777735744484,1720713
-0.191287454346571,0.0170757450826526,0.244767779265297,-0.376453563653064,-0.314806584871404,-0.131991871352061,1738800
-0.267418893225947,0.0537254975660354,-0.565657747996979,-0.444915979625065,-0.196890381360859,0.0696432006533549,1740845
-0.267418893225947,-0.0219306819340077,-0.149156032541818,0.381430674009551,0.183006253421015,-0.871706006347438,1742294
-0.267418893225947,-0.436647272318053,-0.790067958666742,-0.138140094409609,2.4788641823741,-0.0281154047990408,1767700
-0.267418893225947,-0.981443722384677,-0.246965509083052,-0.439125558992464,-0.0914020795212993,0.0398358666350766,1768972
-0.182036705429414,0.663653359202967,-0.519219424582103,-0.410657362027496,1.92784849281061,-0.111403808654225,1889409
-0.267418893225947,0.0113191773115989,1.27112314664509,0.218759367409387,0.389880507166597,0.461762277241711,1915938
0.253811433062669,0.302400758998013,0.535712508054547,-0.424639832807122,-0.183793277937802,0.0701753073444946,1916742
-0.267418893225947,-0.197221963540084,-0.873873871795755,1.44303700649215,-0.0306386961668966,-0.193076344570739,1919296
-0.267418893225947,0.188555433033606,-0.581049240283921,0.785159058276729,-0.117496648486147,-0.104735569503904,1926770
