"mkm2d_ptv6_wavelet.HHH_firstorder_Median_250","mkm2d_ptv6_lbp.3D.m2_firstorder_Maximum_243","mkm2d_ptv6_lbp.3D.k_gldm_SmallDependenceLowGrayLevelEmphasis_238","mkm2d_ptv6_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_237","mkm2d_ptv6_wavelet.HLH_firstorder_Skewness_235","mkm2d_ptv6_wavelet.HHL_firstorder_Median_230","mkm2d_ptv6_wavelet.HHH_firstorder_Mean_230","sub"
0.118688291427173,-0.563959729971705,-0.272140077620829,-0.177806963225937,-0.245862142862079,-0.0310879020202414,0.809990159824329,1085983
-1.23556486391213,-0.485833275031045,-0.794655115478681,-0.377949472523566,0.0181737728933812,0.269206581328741,-0.036279061846664,1125173
1.85595857598921,1.63862872775297,0.672180219473894,-0.352832077400185,-1.38273730132628,2.60844400671086,0.561298151836965,1154608
0.402776936839557,1.31317581827026,-0.794397568569051,-0.342100808569874,0.488077196501205,-1.68590066656651,-0.372911714429589,1181124
-0.493433708613919,-0.563959729971705,-0.419226192693425,-0.311353070870541,-0.823006358331109,0.255670302871385,2.02401637007811,1183075
-0.487330816960269,-0.563959729971705,2.56849788534168,-0.226495547098559,1.98989919001752,-0.178602983595959,-4.21453055137385,1232870
-0.0971777101707433,-0.485833275031045,0.112862544717213,-0.123036530041021,2.11470822405842,0.0826063514794309,0.421849234102163,1279943
-0.165628928714969,-0.563959729971705,-0.580224188926964,-0.330883073443679,-0.851095658365064,-0.219149314676992,0.654603772618127,1329352
0.497866427081032,-0.563959729971705,0.657479928933315,0.156517033868997,-0.622939750178315,0.503097254987716,-0.00727972525199387,1330263
0.896349302225613,-0.563959729971705,1.19225000070817,-0.319410763819382,-0.989120639585742,0.43763107356353,-1.49121536991543,1364384
-0.359833420175317,-0.563959729971705,0.365928231703446,-0.360061001514776,0.20026359852695,0.457068723463422,1.09426129019092,1386095
-0.393067692478059,-0.376532403832772,0.702246007561197,-0.392060840083013,-0.375123593536775,0.261192898113619,0.611276055225945,1458656
-0.0293203300615673,-0.563959729971705,0.10595447366878,-0.170077163091016,-0.761848845027802,0.0507520983306628,0.0173734551713175,1485662
0.779237521681261,0.759798489954126,-0.754812559309145,-0.333871434751461,-0.263678588685796,0.657465197714125,-0.519148208727926,1497807
-0.356107298116595,-0.485833275031045,0.315127773142775,-0.388183918585423,-1.64791079048433,0.505940748012634,0.50650362394395,1501387
-0.960626555117991,-0.563959729971705,-0.86250011882492,-0.355805209471368,0.490170191426561,1.30084700273988,-0.881145931163744,1518948
0.32475480310172,-0.485833275031045,-0.326305745193585,-0.351096159865469,-3.70048209049024,0.896331146090139,-0.0757583734898448,1526417
0.0545146542703235,3.57439259479487,0.351620706440044,-0.390635066780126,-0.198719266313567,0.72538381728103,0.281916564037946,1565177
-0.188753955330228,-0.376532403832772,-0.677887845862229,2.31324037264425,-0.0364838509692384,0.391352038249985,-0.0710933404176728,1606693
-0.321781026399851,-0.485833275031045,-0.404887269901431,-0.246045986494044,-0.494281923745623,0.410979835680112,-0.281300340319529,1612262
-1.16595406570591,-0.563959729971705,-0.456792376005979,-0.385089702243791,0.171668086958664,0.164306154646554,-1.08697689801945,1614566
0.259538195864033,-0.563959729971705,0.692378324628066,0.39912912561128,0.432231564752159,0.664341525008683,-0.0268823154398205,1644034
-0.396857238393048,-0.485833275031045,-1.12823873635322,-0.263875998079723,0.219585929127126,0.0757802006399616,-0.140756773950008,1668599
-0.168362129012376,-0.485833275031045,-0.739970231392321,-0.392660944374508,-0.952184941906749,-0.019388805366754,0.631281213883685,1671370
0.529522622023814,-0.563959729971705,0.172101891726846,-0.379639648504892,-0.0660143925886476,-0.776257138873373,1.10643534714331,1684230
-0.147492687698437,-0.563959729971705,2.40732815649369,-0.302183017482345,-0.0882545454529159,-0.0148237703579531,0.636482490442362,1692385
0.622437788444618,3.5669663030316,-0.220777099031716,-0.338098657607595,-1.01722273762766,-0.577689165821162,0.00804849302115592,1720713
0.316281127057233,-0.376532403832772,-0.539050286429769,0.671680234678668,-0.450913493160624,0.633398450330984,1.23560043978971,1738800
-1.78490500127125,0.511876561067886,-0.805037731610158,-0.320557445865786,0.101993811633595,-0.815363433219633,1.15791406501648,1740845
-0.939298977536695,-0.563959729971705,-0.133797902280281,-0.328634226603197,-0.675570536631188,-0.184488512687912,1.13057200117299,1742294
-0.0553814090022639,-0.485833275031045,-1.3193419325038,-0.391694707420052,-0.966262616501747,0.328805506679371,-0.700188460994354,1767700
-0.327988251530571,2.22238517034722,-0.904127273098759,0.364630134514788,-1.00350540245357,0.154891128765474,-0.224498078888269,1768972
-0.60792384105183,1.23066310647967,-0.509832859279687,-0.30946781434623,0.394836478379367,1.44673036644421,-0.229909553649406,1889409
0.546605981976387,-0.563959729971705,1.79713298166118,1.41150110673343,-1.03327549222865,-0.0307530646259789,-0.721988842566622,1915938
-0.342365441139701,-0.563959729971705,0.230170271691848,0.124435525326394,-0.340438951302126,0.565224829379177,0.260327799458749,1916742
-0.352429186404677,-0.563959729971705,-0.077437506863736,1.92478138526578,-0.758688642965296,0.320310899002065,-0.0768334135097285,1919296
-0.647328966035334,-0.563959729971705,-0.302581721573246,-0.31165242760007,0.940870291198638,0.452412797699229,-1.0270981445924,1926770
0.085326088068503,0.772190336682506,-0.776070642425385,0.355435602401451,1.37075048473618,1.0106853713687,-0.140522152162602,1938156
