"lemdfirst_prg_original_firstorder_Minimum_245","lemdfirst_prg_original_firstorder_RootMeanSquared_233","lemdfirst_prg_original_shape_LeastAxisLength_232","lemdfirst_prg_original_shape_Elongation_228","sub"
0.794299879119242,0.83186417208465,0.677223862063798,0.0583169583995714,1916742
-0.244588616998249,-1.67313682990355,-2.04292022748968,0.688877247703935,1980052
1.04800660970198,0.777023068631844,-0.841474728241041,1.60280737715455,1926770
-0.56438944842928,0.783011969034788,1.20463963926196,0.416819813286208,2196212
-1.63192083486166,0.636062060547154,0.798667878648583,-0.190492548661462,2393207
0.960918731461506,0.796013218683089,-0.774618376716532,-0.0830368874453743,2146138
0.820018087943335,0.142402176934504,-0.836811521621161,1.5985664293011,2228399
0.884666673611816,0.794424280961247,0.209954565832741,-0.283936901770935,2234271
-0.449032277699098,-1.25154245806643,0.917399327305452,0.882028308777111,2296332
1.03136124553354,0.796235165932806,-0.755087875573107,0.754346377918268,1684230
0.325357390492331,0.142889192765771,0.104163156606245,-1.0246976716634,1720713
-2.15649223485018,-0.16099846006965,0.0886851727937718,0.273506137864166,2186951
0.11747709826104,0.782786369232756,-1.19153612814454,0.396746758988296,2439458
-2.22708414901386,1.09259768018302,1.73499549928869,1.46323432008877,2135748
-0.0650987925596284,-1.10382676957096,-0.197361066109192,-0.104493590558645,2141116
0.190397772201677,-1.10238315723376,0.936741605216513,0.434081523904742,2108003
1.08979772308025,0.827244899532114,-0.9169238501355,0.968701669274639,2006164
0.051965294712685,-1.69372976881691,-0.0628821129719227,0.832276555535681,308862
0.584618821947518,0.738831845534609,0.199391858272318,1.02769013153375,1085983
-0.268072109635858,-2.31831887086501,-0.529146734510361,0.510966742080502,2004451
1.08847791166189,0.763341483266078,-0.983153842392481,-0.385059564334497,2359944
-0.269104285863421,-1.75069938400175,-1.4265110965697,-1.21274849309538,2069079
-0.358792123890421,-2.32298496112275,0.415156950594133,0.648518761459635,2059713
-1.32797968005156,0.587624203477814,-1.19995607613269,-1.87012351312859,2294873
-0.46192573593415,-2.34103354314035,-0.0615662638341298,-1.1870278728144,2033049
-0.592780540836914,-1.68331702434257,0.937075105818814,0.705670136509656,1485662
0.25294671466958,-0.462716553329843,-0.485660391093235,1.51096136027969,1526417
-1.09594490255788,0.424799220782665,-1.41494350583408,0.550834506291019,1386095
-0.0489643634315237,-1.05525467443238,-0.548866726560464,0.409184912905064,2132424
0.112890550582372,-0.399042431577251,1.06512065106378,1.30862935622401,2138375
1.06410324962478,0.82854007124394,0.248262772886489,0.681878650725388,2490180
0.92965706483431,0.808737566411869,0.95394844076159,-1.60661375823954,2034136
-0.545788258655665,0.749559268702483,-0.0167203376293374,-4.01966702967734,2510402
0.605613380108404,0.155699710775095,-0.271802972982328,0.300674203552877,1330263
