"letd_prg_logarithm_firstorder_10Percentile_245","sub"
-0.584987508779016,1916742
0.629785446656395,1980052
0.325802243888363,1926770
-0.590033209075611,2196212
-0.470866231200688,2393207
1.60675079902175,2146138
-2.8163174704166,2228399
1.88573049698485,2234271
-1.73262525753182,2296332
1.19406446165828,1684230
-0.429024709804558,1720713
-0.0744636226901464,2186951
0.161720299119272,2439458
-1.28239941888249,2135748
-0.872150280940051,2141116
0.103345972311511,2108003
0.356338748347378,2006164
0.869037764513909,308862
-0.296323493464882,1085983
0.0378361371907401,2004451
0.291059862302888,2359944
-0.173403694683693,2069079
0.533249771298429,2059713
-0.834897398815916,2294873
1.26289171355922,2033049
0.0338200430967566,1485662
0.888680949207254,1526417
0.190281632297826,1386095
1.55623476648123,2132424
-0.438306321178832,2138375
0.227161811252015,2490180
-0.432310211259718,2034136
1.67295539353176,2510402
0.0391163666332076,1330263
-1.78108371731535,1768972
-0.112091458602703,2306459
0.519939408095082,2181724
-0.251188493797678,2217034
-0.174231926789534,2218615
0.492762262665491,92173
-0.645291715590693,2414406
0.11801593098967,2381907
2.05109323375782,2002465
-0.237512179366802,2474709
-0.169497303490608,2176530
0.266272509461532,1279943
0.53703009993524,1976407
0.138089368834864,2250836
-1.04776827176057,1915938
0.539897100810836,2133380
1.43031515755981,2271329
-0.659442203029686,2286108
-1.3510133053157,2040495
1.22349887422096,1125173
0.545177115115379,1767700
-0.35659781108186,2138678
0.191103226974791,2443354
1.86612921677394,2234422
-0.338413656508763,2151024
-2.66129708103013,2057358
-0.108113793220205,2425694
-0.141869214290392,2500377
-0.298042030876617,2183356
0.207692842864326,2131601
0.729735296865672,2152442
1.8739095687656,2306893
1.02909728890603,2009915
-0.197475460971497,58325
-0.0987012042128056,2395943
-0.723362642755255,2480330
1.37705369987434,2076301
-0.896182360416558,2205389
1.87066431851737,1975401
0.400580557447634,2250648
-0.442483045304777,2185290
-0.19817705180877,2091555
1.32203130188554,1232870
0.0187466908995179,2139733
-0.484116216389919,2559453
-1.56907174222395,1938156
0.694031883744993,2158101
-0.997510192782304,2199403
-0.219918859870132,2430773
-0.48685012714768,1738800
0.702187460753526,1565177
0.662998098476766,1978972
-1.34836448201849,2487135
0.614271728785144,1612262
-0.097930584197761,2051378
-0.494665334728518,1497807
-1.08799952032788,2026671
-0.37749967362091,2340322
0.13459797031996,2293123
-0.489866373584083,2395415
0.364878515965473,1966316
1.20506613614115,1973544
0.817745862510101,2010259
-0.333553825744616,2145694
0.63711662084809,965005
0.709449701929424,2096627
0.543397249090547,2047354
3.45398298418991,1364384
-0.522161398590956,2132982
-0.306759043086138,2134220
-0.605499331009381,1889409
0.028642626955344,1938561
-1.54571747425212,2055667
1.01244004044969,2176784
-0.165782317301673,923666
-0.0466709654926868,2086044
-0.776840709039166,2078198
0.496093512443144,1501387
-1.94967401750837,1518948
-1.09346487329832,1606693
-0.238325273461578,2305115
0.174900271400174,2237571
0.248698960217795,2285214
-1.50189835791656,2426863
1.16158394003717,2480056
1.38374011470382,1668599
0.279065261633766,2339674
0.26934876450999,2133204
-0.753037930341212,2294852
-0.756726801040696,2445526
2.03046034387986,2200416
-1.19575446823514,2168082
-0.574499567898336,2075846
-0.257260383783949,215131
1.14156614709396,2274521
0.493526042786119,277752
0.871234546347039,2078899
-1.60457341968647,2172217
0.295067362289584,1614566
1.81555786407737,2100050
-0.497289755750395,2183291
-0.803453208233963,2336735
-0.11024849685586,2352038
0.480683795379346,2305114
-0.46246685505321,2448298
0.182860148947853,1329352
1.43082225078747,1183075
0.147798252561885,2110540
-0.416918824211891,2070958
-0.759102377989401,2340155
-1.00968792251233,2075832
0.174185711082321,2498991
-0.402532606000417,1919296
0.160662415377817,2401405
-1.28868605632042,1644034
-0.445838204268204,2405144
-0.111423370100362,2158329
-1.1215008198208,2319068
1.03625975100198,2504802
-0.340003624073819,2331869
-0.374665556575321,2317120
0.80563974923301,2072215
-3.7560352760226,2228400
1.29865069553418,2145166
-0.0327096047599989,1692385
-0.339005499131916,2109902
-1.50558582382731,2219842
0.11193710143771,2520618
1.06528432809651,2419459
-2.92639087490425,2276121
1.06335249753188,2350037
0.670033479570964,2001182
0.647556854773151,2278618
0.613640873060077,1740845
0.819980676686449,2321962
0.811300786052677,2212664
-0.171256316652519,2453577
-0.555311529235485,2224150
-0.996393249801353,1967281
0.770983548941576,1742294
-1.57268341049043,2488660
0.77272246091648,2085349
1.11669105168309,2247869
-2.7971004524126,2157529
-0.124327440477304,2119177
0.829707722404123,2010554
-0.417337791475441,2493534
-0.137133626623878,2200813
0.57436186569514,2116787
0.0834635951779031,1154608
-0.240165086434962,2267382
0.195030371154253,1181124
0.949945558137923,2137799
-0.547127902711072,1458656
-0.0281870297270665,2269346
-1.07627108937544,2092954
-0.868289561408974,2007309
0.365161960698831,1671370
