"mkm6d_ctvper_lbp.3D.m2_firstorder_Range_242","sub"
-0.256149972944063,1085983
-0.210374010274779,1125173
-0.934478616779912,1154608
-0.764628356889592,1181124
-2.51149386692846,1183075
0.133696387539869,1232870
0.404384241948334,1279943
0.628859365493016,1329352
0.000714714419588642,1330263
-1.89130216140714,1364384
-0.5701902724489,1386095
0.628859365493016,1458656
0.628859365493016,1485662
0.818791795273617,1497807
-0.221265946375634,1501387
-6.03940773742461,1518948
0.628859365493016,1526417
-0.176457713788671,1565177
0.628859365493016,1606693
-0.335132930681305,1612262
0.023323263087444,1614566
-0.278251145607826,1644034
0.652314678009932,1668599
0.628859365493016,1671370
0.628859365493016,1684230
-0.269966976348643,1692385
0.45145220920937,1720713
0.628859365493016,1738800
0.714912402858867,1740845
-0.278251145607826,1742294
-0.295907994075379,1767700
-0.295907994075362,1768972
0.144278768854011,1889409
-0.375192870163281,1915938
0.628859365493016,1916742
-0.657588696562401,1919296
-0.46731433587108,1926770
0.587325390197784,1938156
0.0818738012984128,1938561
0.33603877321433,1966316
-1.4387023008158,1967281
-0.562256973093637,1973544
0.628859365493016,1975401
-1.25411082292155,1976407
-0.998849114575917,1978972
0.160878131252097,1979045
0.795936899048773,1979422
-0.0789462148340464,1980052
0.628658966265994,2001182
0.50973031136234,2002465
-2.19685697362457,2004451
0.628859365493016,2006164
-0.644690502362105,2007309
-0.723954428408654,2009915
0.628859365493016,2010259
-0.278251145607826,2010554
-0.5701902724489,2026671
-0.136398068609284,2033049
0.628859365493016,2034136
0.0559869827688407,2040495
0.030924186188032,2047354
0.244885810974034,2051378
-0.989321098672052,2055667
-0.330462506675105,2057358
0.628859365493016,2059713
0.363912873608316,2069079
0.628859365493016,2070958
-0.203990487800261,2072215
0.628859365493016,2075832
0.478223991925147,2075846
-0.034180850823413,2076301
-0.282323051933699,2078198
0.628859365493016,2078899
0.628859365493016,2085349
-0.0789462148340464,2086044
1.13730924672562,2091555
0.628859365493016,2092954
-0.33509098311371,2096627
0.628859365493016,2100050
-0.345819220952167,2108003
0.628859365493016,2109902
0.493530899996806,2110540
-0.0155229295835437,2116787
0.628859365493016,2119177
-0.0789462148340464,2131601
0.365253766318106,2132424
-0.018430252028178,2132982
-0.23787137265236,2133204
0.0286761890948573,2133380
1.2299309697821,2134220
0.841662926746647,2135748
-0.217341658621473,2137799
-0.94298373201318,2138375
0.628859365493016,2138678
0.628859365493016,2139733
0.218076742975264,2141116
0.628859365493016,2144796
-0.627644701656314,2145166
0.29065048144182,2145694
0.685129248878071,2146138
-1.03245600105908,2151024
-0.216341994312086,215131
-1.17230685561938,2152442
-0.258815076449317,2157529
0.628859365493016,2158101
-0.535202406070809,2158329
-7.73758926643552,2168082
0.622242801411571,2172217
-1.24315152662749,2176530
0.778922180768233,2176784
-0.865099560439079,2181724
0.438274405796624,2183291
0.103413875121304,2183356
0.740346854206644,2185290
-0.362416015760841,2186951
0.628859365493016,2196212
0.0539630368487449,2199403
0.628859365493016,2200416
0.628859365493016,2200813
-0.176457713788671,2205389
-1.13144923922889,2212664
-0.405725936846606,2217034
-1.25572188609578,2218615
0.856782757077787,2219842
0.0106677030087251,2224150
-0.894671969347085,2228399
0.0528903830453656,2228400
0.652314678009932,2234271
0.628859365493016,2234422
-0.375192870163281,2237571
-0.282323051933699,2244172
-1.56535174710466,2247869
-2.39980881714104,2250648
0.628859365493016,2250836
0.628859365493016,2267382
0.378223817570982,2269346
0.193655194020945,2271329
-0.0336129392413569,2274521
0.24798119278459,2276121
0.250660925562619,2278618
-0.124421016780212,2285214
0.628859365493016,2286108
0.628859365493016,2293123
-0.272128375228724,2294852
-0.865099560439079,2294873
0.444051261313178,2296332
0.628859365493016,2305114
0.141950907244038,2305115
-1.01772740982671,2306459
0.628859365493016,2306893
0.652314678009932,2317120
1.91466123235009,2319068
-0.492502297323535,2321962
0.741223010890133,2331869
-0.0615327241641517,2336735
0.628859365493016,2339674
-0.541390713026534,2340155
-0.405464706793368,2340322
0.628859365493016,2350037
-0.570190272448892,2352038
0.345673600204197,2359944
0.295752575596305,2381907
0.628859365493016,2393207
0.628859365493016,2395415
-0.0174303661949314,2395943
0.517104661506156,2401405
0.353385468998723,2405144
0.628859365493016,2414406
-2.52262072176387,2419459
0.628859365493016,2425694
0.628859365493016,2426863
0.160878131252097,2430773
-1.24518012407861,2439458
0.628859365493016,2443354
0.628859365493016,2445526
-0.934731540539423,2448298
0.671036640584676,2453577
0.628859365493016,2474709
0.556377921005905,2480056
0.628859365493016,2480330
0.603835646943127,2487135
0.628859365493016,2488660
0.207705073737396,2490180
1.35752720753764,2493534
0.534487576047537,2498991
0.305891037429384,2500377
0.628859365493016,2504802
-0.325961853293129,2510402
0.628859365493016,2520618
-0.194720549477896,2559453
-0.657588696562401,277752
0.628859365493016,308862
-0.0895815285457921,58325
0.478223991925147,92173
0.65168517784355,923666
0.810054505347783,965005
0.628859365493016,983079
