"lemd_ptv2_wavelet.HHH_glcm_ClusterShade_247","lemd_ptv2_original_shape_Elongation_243","lemd_ptv2_wavelet.LLH_gldm_LargeDependenceLowGrayLevelEmphasis_235","lemd_ptv2_wavelet.LHH_glcm_ClusterShade_229","sub"
-0.150205515441059,-0.270917282137427,-0.582703025115686,-0.669085875235361,1916742
-0.74988421671097,0.921227549845095,-0.397748791723307,0.0294016924703778,1980052
-0.419744900470144,1.49547754742418,-0.37780571492836,-1.43171516461055,1926770
-0.27352476022993,0.87968881590256,-0.226553025787874,0.26199713025044,1979045
0.0962036620741772,-0.022933181862377,-0.440873665930793,-0.0125889511239777,2196212
-0.00819470413304308,-0.440903731040185,-0.139595967615961,-0.0291427639838086,2393207
-2.61958910102834,0.290431172166676,0.150170895651336,1.70715747173292,2146138
-0.0495788283767617,1.17377432450978,8.79664776752317,-0.26218790213868,2228399
9.38160627963959,-1.5450271229137,-0.482069774391522,1.11353316932596,2144796
-1.56315129349814,0.0230423562062076,-0.562632947274639,0.654498763309189,2234271
-0.0631325629880011,0.749971033448547,-0.170811592729929,-0.114112097478815,2296332
-2.3898112117731,1.09153743149473,-0.50627026371614,1.41635675545493,1684230
0.408389839589746,-0.680236601138209,-0.229338283393118,-0.0487042748095709,1720713
-0.385359422956335,0.190688298274258,-0.527193763038847,-0.0985414741924427,2186951
-0.283397373804317,0.188118828956474,0.0768144108062253,-0.101881466283724,2439458
-0.171107121785297,1.2363496021878,-0.44672387567039,0.897293167848665,2135748
-0.0506139218341254,0.611447038259965,0.732324849286606,-0.161696636994475,2141116
-0.0599316669766807,0.274259619231871,5.74035766326342,-0.245474523341828,2108003
-0.293103347662236,1.13405357432008,0.00239770857311739,-0.136214589571126,2006164
-0.0133426619284927,0.995513853614419,-0.472138092861546,0.0293709092747509,308862
-0.00577270195053128,1.29612995356205,0.149441083858184,-0.166304169467221,1085983
-0.0640966311686071,0.556302857821294,-0.401630009694232,0.462394280992305,2004451
-0.437507931115136,-0.37242963810932,1.26083213354392,2.0813953413611,2359944
0.345097919319151,-0.65351033443621,-0.0205283135362175,-0.340590872765458,2069079
-1.18553979979902,0.789215119776717,-0.00539276737660063,-0.339054823919688,2059713
-0.0807057098996781,-0.975057826047164,0.053486617399662,-0.010206651224432,2294873
-1.65550130309068,-0.991760865073032,-0.141277740550916,-0.0660859408008484,2033049
-0.015912643656218,0.878790767292095,-0.0886944394241809,0.00219829405340681,1485662
0.204628352216226,0.882357015009306,-0.361175346787277,0.0217512586911537,1526417
0.245645409077666,1.50339264830729,-0.418100135138334,-0.099251722363664,1386095
-0.506871819811867,0.970563114697613,-0.528317266592201,1.59014151319119,983079
0.840454057402016,0.713254342233549,0.0458019757045964,0.0471437973435079,2132424
-0.0523876054267246,-0.209528985734994,-0.297776956212502,0.0937571094519472,2138375
-0.478006052447973,1.05259186093103,-0.35020059512605,-0.235108195371708,2490180
-0.048997371618145,-2.16370989346298,0.0263977463185972,0.150529636302937,2034136
-1.38045712138539,-4.2329942282962,-0.333281838526594,-1.19679060778224,2510402
0.019530695666497,0.197969870702261,-0.511671103782632,0.0967219361528474,1330263
-0.0202396274483997,-0.131421725212855,-0.442563660896335,-0.322137481224403,1768972
-0.240262156397259,-0.0206774044893288,-0.488177627927808,0.505562564664977,2306459
0.470314273392499,-0.012276872733817,-0.436233818015391,-0.0360611462094152,2181724
0.00285743498016496,-0.708045336392278,-0.0421157192339889,-0.211607145866679,2217034
-0.261230936638903,-0.144250276080379,-0.281466277691613,0.0569383530163137,2218615
