"mkm9d_ptvper_wavelet.LHL_glcm_SumSquares_243","mkm9d_ptvper_wavelet.LHL_glcm_ClusterProminence_233","sub"
-1.13074438110341,-0.339689554256936,1085983
-0.30558631461095,-0.182587747189456,1125173
-0.0146783115095084,-0.122976315878977,1154608
0.756378074652889,0.282478701927835,1181124
-0.540874963415815,-0.263541681566328,1183075
-0.833411420129862,-0.313961471604186,1232870
1.33006601051718,0.327691641187619,1279943
0.613819799513978,0.192535470411852,1329352
-0.305687284616291,-0.186638785761642,1330263
-0.785011798409777,-0.313365229959268,1364384
0.147987355412819,-0.0835593283898826,1386095
0.32002138277555,-0.0327031271335384,1458656
-0.95082141849651,-0.316672587256888,1485662
0.547723088505817,-0.0564120777392895,1497807
0.829610916957904,0.0729051520117076,1501387
-1.2813248847401,-0.358193698020937,1518948
-0.373500679513542,-0.232763185146892,1526417
0.39104509930447,0.213232322072631,1565177
-1.25720417664966,-0.34030587719045,1606693
0.290462333820319,-0.00636675272525008,1612262
0.828055897208392,0.0712504931463075,1614566
-1.01903139679564,-0.337051089380833,1644034
-1.15868223601605,-0.322795502857796,1668599
0.655938586619112,-0.0161578271656063,1671370
1.31178701254969,0.0952410091573776,1684230
-0.17559160617297,-0.193117878615892,1692385
-0.26250520707883,-0.12539501107013,1720713
-1.00100185897363,-0.297028015982913,1738800
-0.44959307813692,-0.189904023023867,1740845
-0.699282216714594,-0.280230580768634,1742294
-0.260133592938121,-0.207254076891172,1767700
0.470125709589327,0.138089890789403,1768972
1.28038883071127,0.355625654654397,1889409
-0.247304090163527,-0.156577402300619,1915938
-0.490751236464623,-0.124440070628571,1916742
-0.206342913898128,-0.181874906108655,1919296
0.896241588247257,0.0301456359200128,1926770
-0.310442148524983,-0.16842436136394,1938156
-1.27999489253004,-0.34548714384887,1938561
-0.965667702542444,-0.320520064364079,1966316
-0.870318097304378,-0.286898029456759,1967281
-0.368641982141019,-0.256942820625816,1973544
-0.402677170123934,-0.253100369060074,1975401
-1.12852606461041,-0.331172358562167,1976407
-0.0780839566982898,-0.206046994025874,1978972
0.00459101177595132,-0.0850768176549368,1979045
-1.64853643848153,-0.377331148453853,1979422
0.236544015151975,-0.0732123224983013,1980052
-0.0172359289010919,-0.0851150449284095,2001182
1.83695717068979,0.253798156814362,2002465
-0.397351129858401,-0.237357238439033,2004451
-0.0475784952234672,-0.0855201199945428,2006164
-0.183756425752205,-0.242537516976975,2007309
-0.902494596109186,-0.296647789536883,2009915
-0.918598461106825,-0.3164009437982,2010259
-0.473605869272664,-0.154408276833806,2010554
-0.286396537075184,-0.171897479126776,2026671
-0.968004847962014,-0.314023474345058,2033049
0.00836704186537906,-0.109873869552855,2034136
-1.0424867743612,-0.340364352836265,2040495
1.99060344871186,0.489493859067868,2047354
-0.835870582241713,-0.279848549430133,2051378
-1.03909787565848,-0.324762232016138,2055667
-0.823765953123018,-0.294420267597252,2057358
-1.23241654358262,-0.356376716153921,2059713
-0.287934459487332,-0.117489081311833,2069079
-1.020593636935,-0.315131025722367,2070958
-0.472638485605815,-0.228847988673921,2072215
-1.36229260228414,-0.354411067150583,2075832
-0.350633804208326,-0.208592166272966,2075846
-0.177895857807941,-0.22368502001827,2076301
0.260555704447656,-0.0795554111068778,2078198
1.22159713979026,0.144433165871695,2078899
-0.788644273201001,-0.288062490542829,2085349
0.175697204984503,-0.0955408380671372,2086044
-0.977257784417504,-0.306106057342881,2091555
-0.472054755388554,-0.238566094320836,2092954
-0.353806242918599,-0.181399978692093,2096627
0.325784916088234,-0.121084381199834,2100050
-0.764024246266491,-0.28605976608797,2108003
-0.971687198942002,-0.312480523343208,2109902
-0.97863486071127,-0.309776172601456,2110540
0.367342418414503,-0.0883106351160477,2116787
