"mkm2d_ptv6_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_234","mkm2d_ptv6_lbp.3D.k_gldm_SmallDependenceLowGrayLevelEmphasis_234","sub"
-0.177806963225937,-0.272140077620829,1085983
-0.377949472523566,-0.794655115478681,1125173
-0.352832077400185,0.672180219473894,1154608
-0.342100808569874,-0.794397568569051,1181124
-0.311353070870541,-0.419226192693425,1183075
-0.226495547098559,2.56849788534168,1232870
-0.123036530041021,0.112862544717213,1279943
-0.330883073443679,-0.580224188926964,1329352
0.156517033868997,0.657479928933315,1330263
-0.319410763819382,1.19225000070817,1364384
-0.360061001514776,0.365928231703446,1386095
-0.392060840083013,0.702246007561197,1458656
-0.170077163091016,0.10595447366878,1485662
-0.333871434751461,-0.754812559309145,1497807
-0.388183918585423,0.315127773142775,1501387
-0.355805209471368,-0.86250011882492,1518948
-0.351096159865469,-0.326305745193585,1526417
-0.390635066780126,0.351620706440044,1565177
2.31324037264425,-0.677887845862229,1606693
-0.246045986494044,-0.404887269901431,1612262
-0.385089702243791,-0.456792376005979,1614566
0.39912912561128,0.692378324628066,1644034
-0.263875998079723,-1.12823873635322,1668599
-0.392660944374508,-0.739970231392321,1671370
-0.379639648504892,0.172101891726846,1684230
-0.302183017482345,2.40732815649369,1692385
-0.338098657607595,-0.220777099031716,1720713
0.671680234678668,-0.539050286429769,1738800
-0.320557445865786,-0.805037731610158,1740845
-0.328634226603197,-0.133797902280281,1742294
-0.391694707420052,-1.3193419325038,1767700
0.364630134514788,-0.904127273098759,1768972
-0.30946781434623,-0.509832859279687,1889409
1.41150110673343,1.79713298166118,1915938
0.124435525326394,0.230170271691848,1916742
1.92478138526578,-0.077437506863736,1919296
-0.31165242760007,-0.302581721573246,1926770
0.355435602401451,-0.776070642425385,1938156
0.46734371194851,-0.672231070966158,1938561
0.325935150153949,-0.502565947888292,1966316
-0.334778751005551,1.73277507216566,1967281
0.00762993436763684,-0.194067751113516,1973544
-0.381683984859361,-0.747057176333824,1975401
0.023173468948224,-0.747187909857769,1976407
-0.333443537997356,0.447531514544916,1978972
0.372558665085337,0.366701605465132,1979045
8.9981333484587,-1.01326599739563,1979422
-0.198998860687327,6.20110153366858,1980052
-0.325376793887486,-1.47511833215579,2001182
-0.405696063229145,0.640791006658965,2002465
0.952065325181407,2.28666509604103,2004451
-0.165822242847853,-0.989381832299099,2006164
-0.249883280063322,0.282736849853537,2007309
2.50052095133587,-0.0474900158411635,2009915
-0.378536418633022,0.705026667504669,2010259
-0.111040197995649,-0.860017029135873,2010554
-0.27773739201868,1.28866587079856,2026671
-0.353982844144741,0.347933988729113,2033049
0.0756119966600677,0.108434923447321,2034136
0.0746540730621178,1.23172342568147,2040495
-0.380095265651571,1.53290828805619,2047354
-0.214127518765299,-0.324733976188633,2051378
1.85528746923881,-0.0355842380695696,2055667
0.641445049205243,-0.754655420584942,2057358
0.0656878792911343,0.855005285793706,2059713
-0.373841681984127,1.55628580876877,2069079
-0.148847676543181,-0.140896571717293,2070958
-0.304695180654238,0.122234979501366,2072215
0.186447705579992,-0.717448319630443,2075832
-0.202725361616968,-0.0558047280582917,2075846
-0.394538476647259,1.04759983311566,2076301
0.467561165977315,-0.4730351495941,2078198
-0.401051797274623,-0.298933525380783,2078899
-0.320885079296736,-0.0663646248731129,2085349
-0.368763025723665,-0.752974229670037,2086044
0.812841971641878,-1.49013168512232,2091555
0.168094519557059,-0.168589977578641,2092954
-0.328605699694298,-0.0634802049431979,2096627
-0.381138552909479,0.510087888029817,2100050
-0.253744982419834,-0.961080649017179,2108003
-0.177993279861859,-0.352735793477677,2109902
0.726639473491645,0.770130316552024,2110540
-0.3806593233367,-0.905117327194817,2116787
-0.267498711515585,-0.565756987642286,2119177
-0.132989029691713,-1.36824491509474,2131601
-0.383495006375207,-1.29404318358667,2132424
-0.0901760027055682,-0.554163673697832,2132982
-0.0866558824864889,0.248317041336975,2133204
-0.337385845261234,2.06799013861866,2133380
-0.350969151502955,-0.21418287675948,2134220
-0.32813403524153,-0.659276042460195,2135748
-0.397686654901466,-0.24332523755312,2137799
0.746738871320489,2.08614137544592,2138375
-0.341905629857536,-0.211141742146831,2138678
-0.387131563327524,-1.10772902783111,2139733
-0.385825723446566,0.571886165592247,2141116
-0.406444935228708,0.400003678376295,2144796
-0.372330913407045,-1.07957121710611,2145166
-0.0684188636769747,-0.530222132911476,2145694
-0.36215478018472,1.38935539164028,2146138
0.0246494209017914,-0.309831649768058,2151024
0.166807895088595,-0.406022442736773,215131
-0.326996053719817,2.33246370521011,2152442
-0.360659939781495,-0.0985216491435134,2157529
-0.389133171962615,3.26013783618556,2158101
-0.354135371097107,-0.66386771884497,2158329
-0.0257086368974767,-0.176719087139468,2168082
0.135124289350239,-0.563389907299937,2172217
-0.261630020688528,0.84039320838466,2176530
-0.364808051189626,1.46127645916773,2176784
-0.35883098416948,-0.759471479114657,2181724
-0.361530928597495,1.21884420510776,2183291
-0.29311230774,0.992016566592174,2183356
-0.289044749427265,-0.940689496376654,2185290
-0.260223312453155,-0.459553533363886,2186951
-0.321898824133825,0.189811898168771,2196212
-0.201329992359954,1.64110283865804,2199403
-0.324821112144655,-0.0370445870194849,2200416
0.794474398137511,-0.763061905646132,2200813
-0.204382388093283,-0.461573850506248,2205389
-0.309195839552517,-1.39545354390159,2212664
0.87123183055486,0.303273152483818,2217034
-0.383023745918813,-0.277412859307971,2218615
8.29043629864769,1.93478258709439,2219842
-0.0308369174524983,-1.09408084001436,2224150
0.0736674788578231,1.72006100138708,2228399
-0.150649806474067,-0.140719861605103,2228400
-0.404704364377434,1.80464798913439,2234271
-0.403370215165997,0.636384047210707,2234422
-0.173455397334515,-0.387552077113288,2237571
-0.313485323282336,-0.469469919678937,2244172
-0.222543797731513,0.485859830441853,2247869
-0.319396282016237,0.343240724299212,2250648
-0.238651527723855,0.372242611852149,2250836
0.0993126463762871,-1.55280513723481,2267382
-0.367246338377333,-0.246919771532217,2269346
-0.403544774765488,0.965158390449963,2271329
0.475468231736763,-0.108035246307763,2274521
-0.10896014101286,0.197491772633273,2276121
-0.373036905040738,1.44823801450087,2278618
-0.367391665674377,-0.124867822828497,2285214
0.40507458681587,-0.237353468153275,2286108
0.457536402410056,-0.737755538361283,2293123
-0.240024461205621,-1.17229724441951,2294852
-0.390199008243722,-0.0153825687886851,2294873
0.527558268242704,-1.07374400610471,2296332
-0.317739675037462,-0.130671271272755,2305114
-0.37063366941202,-1.08011575020469,2305115
-0.275778653643333,-0.552051844275404,2306459
-0.323078074358372,-0.0186352316060951,2306893
-0.288824954294984,1.36740924524139,2317120
1.19657359100186,0.581143266100985,2319068
-0.361747883387151,-0.606445764836243,2321962
-0.192518616003841,-1.07400881867047,2331869
-0.0659850937533111,-0.64076823353805,2336735
-0.332986608142562,0.193539922424483,2339674
0.739506377842582,1.7860073696185,2340155
-0.31668540220618,-0.765540694603846,2340322
-0.350620475120876,0.877584075894828,2350037
-0.324166831164245,-0.437806962140539,2352038
-0.38808324190203,0.00270284055963707,2359944
-0.219681848873596,-1.17981513839093,2381907
-0.298373224944173,-0.311128627746497,2393207
-0.212648287920222,-0.294408231536603,2395415
-0.174673307901378,0.18541430455224,2395943
-0.162645744968212,-0.474714700580582,2401405
-0.187306122597843,-1.2601023863939,2405144
-0.344607853041553,-0.326968100688223,2414406
-0.13214530672341,0.125063803685298,2419459
0.0376953847629691,0.443034845647854,2425694
0.869778934724539,-0.812223475527781,2426863
-0.35047734248968,-0.272972760677671,2430773
-0.275148476958637,0.0889131124207114,2439458
-0.0553620918381871,-0.385262235885485,2443354
-0.111700567985456,-0.19922592648791,2445526
-0.163204596131804,-0.713466031160116,2448298
-0.38904899637872,-0.557540725972006,2453577
-0.348817448320783,-1.1891954652656,2474709
-0.309839842563115,-0.144981998928388,2480056
-0.215212137337124,-0.859206354666587,2480330
-0.320367891038707,-0.59216568874331,2487135
0.0378708023385544,-0.457025478223384,2488660
-0.250453891157878,-0.775067926125985,2490180
-0.32850153426312,-0.141615751720783,2493534
-0.376641890582876,0.523349635942436,2498991
-0.240299249704171,-0.061300955221544,2500377
-0.4000104800187,-0.338035947389415,2504802
-0.374828779713533,-0.456197804964761,2510402
-0.262932693694057,-0.627860663968754,2520618
-0.325578930231543,-0.627962100634446,2559453
-0.0912733540265585,0.816534070331374,277752
0.151613628840641,-0.185559830074502,308862
1.25273923362049,-0.554619202303348,58325
-0.279841276071191,-1.18262612163617,92173
-0.0932403558018772,-0.346461405530345,923666
-0.378827801167344,1.33761623165972,965005
-0.195182416806967,0.128019615690287,983079
