"mkm9d_ptv4_lbp.3D.m2_firstorder_Maximum_238","sub"
-0.533736469262826,1085983
-0.324458538085434,1125173
1.53590726510775,1154608
-0.533736469262826,1181124
-0.533736469262826,1183075
-0.533736469262826,1232870
-0.324458538085434,1279943
-0.533736469262826,1329352
-0.533736469262826,1330263
0.341801360545756,1364384
-0.533736469262826,1386095
-0.446501895750929,1458656
-0.446501895750929,1485662
1.24123927514591,1497807
-0.324458538085434,1501387
-0.533736469262826,1518948
-0.533736469262826,1526417
2.75398885751351,1565177
-0.169968322745745,1606693
-0.00100995852075795,1612262
0.716191243903428,1614566
-0.446501895750929,1644034
-0.446501895750929,1668599
-0.446501895750929,1671370
-0.533736469262826,1684230
-0.533736469262826,1692385
4.07878013566881,1720713
-0.533736469262826,1738800
1.03186720930417,1740845
-0.533736469262826,1742294
-0.324458538085434,1767700
2.79586349815466,1768972
2.11919144262652,1889409
-0.533736469262826,1915938
-0.378079936168381,1916742
-0.533736469262826,1919296
-0.533736469262826,1926770
2.81493122801057,1938156
-0.533736469262826,1938561
-0.533736469262826,1966316
-0.533736469262826,1967281
-0.533736469262826,1973544
-0.446501895750929,1975401
-0.446501895750929,1976407
-0.533736469262826,1978972
-0.533736469262826,1979045
0.245460904800407,1979422
-0.0635528886130807,1980052
-0.324458538085434,2001182
-0.446501895750929,2002465
0.645338537155279,2004451
-0.533736469262826,2006164
-0.257737297343943,2007309
-0.446501895750929,2009915
-0.324458538085434,2010259
2.23261881564872,2010554
-0.533736469262826,2026671
-0.0399509679261218,2033049
-0.446501895750929,2034136
-0.533736469262826,2040495
-3.16726203151526,2047354
-0.324458538085434,2051378
-0.533736469262826,2055667
1.17989524040338,2057358
0.967531224773645,2059713
-0.533736469262826,2069079
-0.533736469262826,2070958
-0.324458538085434,2072215
-0.533736469262826,2075832
-0.533736469262826,2075846
-0.446501895750929,2076301
2.71098581112366,2078198
-0.324458538085434,2078899
-0.533736469262826,2085349
-0.446501895750929,2086044
1.18361943700746,2091555
3.12746560375009,2092954
-0.533736469262826,2096627
-0.446501895750929,2100050
-0.533736469262826,2108003
-0.446501895750929,2109902
-0.533736469262826,2110540
-0.446501895750929,2116787
-0.533736469262826,2119177
-0.533736469262826,2131601
-0.533736469262826,2132424
-0.308225544829748,2132982
-0.533736469262826,2133204
-0.324458538085434,2133380
1.33138392271598,2134220
1.79696602784005,2135748
-0.533736469262826,2137799
-0.533736469262826,2138375
-0.533736469262826,2138678
-0.533736469262826,2139733
-0.533736469262826,2141116
-0.533736469262826,2144796
-0.533736469262826,2145166
-0.533736469262826,2145694
-0.324458538085434,2146138
-0.533736469262826,2151024
-0.533736469262826,215131
-0.533736469262826,2152442
-0.533736469262826,2157529
-0.446501895750929,2158101
-0.446501895750929,2158329
-0.533736469262826,2168082
-0.533736469262826,2172217
-0.533736469262826,2176530
0.156744585544283,2176784
-0.533736469262826,2181724
-0.421593128055738,2183291
0.154772044061745,2183356
-0.0662404291002598,2185290
-0.533736469262826,2186951
-0.13261359874301,2196212
-0.533736469262826,2199403
-0.533736469262826,2200416
-0.533736469262826,2200813
-0.533736469262826,2205389
-0.446501895750929,2212664
-0.533736469262826,2217034
-0.533736469262826,2218615
0.645402981243189,2219842
-0.306384642972522,2224150
-0.533736469262826,2228399
-0.446501895750929,2228400
-0.446501895750929,2234271
-0.446501895750929,2234422
-0.533736469262826,2237571
-0.533736469262826,2244172
-0.446501895750929,2247869
-0.533736469262826,2250648
-0.324458538085434,2250836
1.96520602674273,2267382
-0.0527084910242193,2269346
-0.446501895750929,2271329
1.0109272040073,2274521
3.00335225534064,2276121
-0.533736469262826,2278618
0.175524426046413,2285214
2.32875980445362,2286108
-0.533736469262826,2293123
0.124421307367172,2294852
0.302826853244882,2294873
-0.446501895750929,2296332
-0.446501895750929,2305114
-0.446501895750929,2305115
-0.533736469262826,2306459
-0.324458538085434,2306893
-0.324458538085434,2317120
4.24519862715753,2319068
-0.446501895750929,2321962
0.496839983292943,2331869
1.46389202976089,2336735
-0.367697027571884,2339674
1.51787935893878,2340155
-0.0662404291002901,2340322
-0.533736469262826,2350037
-0.446501895750929,2352038
0.955209494689709,2359944
-0.324458538085434,2381907
1.42907664731476,2393207
1.69587820687535,2395415
-0.446501895750929,2395943
-0.533736469262826,2401405
-0.533736469262826,2405144
-0.446501895750929,2414406
-0.490799948525383,2419459
-0.533736469262826,2425694
1.39025164984848,2426863
-0.282592312370625,2430773
-0.533736469262826,2439458
0.886602601536793,2443354
-0.300698883031465,2445526
-0.533736469262826,2448298
-0.290466015436582,2453577
-0.533736469262826,2474709
2.64082039685921,2480056
-0.324458538085434,2480330
-0.533736469262826,2487135
2.58545999946354,2488660
-0.533736469262826,2490180
1.72538825435671,2493534
-0.533736469262826,2498991
-0.446501895750929,2500377
-0.533736469262826,2504802
1.0846303348487,2510402
0.578105695737442,2520618
1.04294360702828,2559453
-0.533736469262826,277752
0.382729242785154,308862
-0.446501895750929,58325
-0.324458538085434,92173
1.22029980237461,923666
0.14016121324552,965005
-0.533736469262826,983079
