"mkm7d_gtvper_original_shape_Elongation_248","mkm7d_gtvper_wavelet.HHH_glcm_ClusterShade_246","mkm7d_gtvper_wavelet.HHH_glszm_SmallAreaEmphasis_246","mkm7d_gtvper_lbp.3D.m1_glcm_ClusterShade_244","mkm7d_gtvper_wavelet.HHH_firstorder_Skewness_242","mkm7d_gtvper_wavelet.HHL_firstorder_Skewness_238","mkm7d_gtvper_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_236","mkm7d_gtvper_wavelet.HHH_firstorder_Mean_234","mkm7d_gtvper_wavelet.HHL_glcm_ClusterShade_231","mkm7d_gtvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_231","mkm7d_gtvper_lbp.3D.k_glcm_ClusterProminence_227","mkm7d_gtvper_wavelet.LHH_firstorder_Median_227","sub"
1.02769013153375,-0.0205060192656168,0.419253900471483,1.00958652323137,-0.158068116739936,-0.094150030870461,-0.318654640463413,-0.347061287297417,-0.0731102901739838,-0.344525744901727,-0.114232029782805,0.729647269694757,1085983
0.903315011727641,0.123933092232106,-1.88266058910117,0.266111280112926,0.313601419152114,-1.02356145392997,-0.337828847765597,-0.63801532888218,-0.576899629153144,-0.367085539095431,0.533791254904353,-0.380787336004341,1125173
-1.09125817683295,0.317651294529042,-0.934645846760873,-1.21772289724614,0.845971191307009,-0.106781442037598,-0.316481095096652,2.14178908398957,-0.0949233963789553,0.203599757749259,0.550330500415287,-1.86500519037456,1154608
0.128547106063381,-0.194250426039763,-0.531183116024558,-0.126277459006122,-1.96205419013451,0.210627829803258,-0.197510320394916,-0.460051155786096,-0.492364153151524,-0.30635215465565,-0.588158040585329,0.23246634214385,1181124
1.3884677017123,-0.199197202727963,1.1698446623615,0.233297635907189,0.476707272852837,0.386508477710463,-0.328780757923751,2.24154376191462,-0.254787960680458,0.33075303571301,-0.138309765167475,-1.74468367207786,1183075
-0.515882743954256,0.0662036001687736,-2.571922082972,0.543451739515582,0.286209021992069,-0.865381682208124,-0.298331168119465,1.58945786454194,-0.195978285752461,0.0147134395882702,2.61242008899207,-0.220844390488254,1232870
0.0607759317154871,0.0833735167016326,-1.00372459478055,0.374075400124343,0.156438261097157,-0.239847144214995,-0.316057084138288,-0.541914071452912,-0.168450008374684,-0.321641092038017,0.270078487675283,1.62030686655546,1279943
-0.201139121923733,0.321935260515962,0.696770373011203,0.925272386382572,0.260978520497508,-0.777735019538366,-0.33028073574925,-0.222258012899704,-0.306918252693218,-0.328674411479558,0.454458975374678,1.34375046442252,1329352
0.300674203552877,0.083124864036416,0.201316311294451,0.197316577492585,-0.205752757557373,-0.347273898072297,-0.132117338406513,-0.211446262661486,-0.163215914536426,-0.331971306729585,1.25674001540549,1.32892234025827,1330263
-0.778798785706111,0.150538087500506,1.41611183758898,1.30343356532608,-0.403727441365516,0.442956672916411,-0.321183599476247,1.83863579014931,-0.0748289188884749,0.552194942193809,-1.4969059423325,2.84005761131544,1364384
