"mkm9d_ptv_original_shape_Flatness_250","mkm9d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_250","mkm9d_ptv_wavelet.LLH_firstorder_Skewness_250","mkm9d_ptv_wavelet.LLH_glcm_Correlation_250","mkm9d_ptv_wavelet.HLL_glcm_MaximumProbability_250","mkm9d_ptv_wavelet.HLL_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm9d_ptv_wavelet.HHL_firstorder_Median_250","mkm9d_ptv_wavelet.HHL_glcm_JointEnergy_250","mkm9d_ptv_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_250","mkm9d_ptv_wavelet.HHH_firstorder_Kurtosis_250","mkm9d_ptv_wavelet.HHH_firstorder_Median_250","mkm9d_ptv_wavelet.HHH_firstorder_Skewness_250","mkm9d_ptv_wavelet.HHH_glcm_ClusterShade_250","mkm9d_ptv_wavelet.HHH_glcm_Correlation_250","mkm9d_ptv_wavelet.HHH_glcm_JointEnergy_250","mkm9d_ptv_wavelet.HHH_glszm_SmallAreaEmphasis_250","mkm9d_ptv_lbp.3D.m2_gldm_LargeDependenceEmphasis_250","mkm9d_ptv_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_250","mkm9d_ptv_lbp.3D.k_glszm_SmallAreaEmphasis_250","sub"
1.35119706091473,-0.0032872994359082,0.157128933193071,0.817391748575129,-0.516904566275476,-0.384999824312127,-0.122311842676239,-0.535178659273114,-0.209653412128486,-0.616025763952074,-0.117135599825306,0.425849579263277,0.138646602288269,-0.586189971372624,-0.63938310102275,0.932279111017431,1.20405906243545,0.00432763454225417,-0.732834033289483,1085983
0.110236965876068,0.861993801643582,-0.37987291958429,1.18682769246671,-1.01016577674286,-0.362217787241014,0.113411502016345,-0.734421279539103,-0.2245774537944,-0.612737944298316,-0.569245314872151,0.557420301045764,0.154775845243408,0.145653655267887,0.335388861124256,-2.06567784383386,-0.322299356005949,-1.04776813236987,-0.338357367251833,1125173
-1.53027357938603,0.0448212231000787,1.03088005312844,-1.13019209247058,-0.751039317046158,-0.394883075409978,0.794552272041996,-0.523051074711148,-0.2309464058939,-0.644191247330936,0.0609333218841527,-0.23741242652162,-0.233309257468252,0.747670899322505,-0.866303852435136,-0.527753065000491,0.114829107362878,1.66516418525485,1.01550106836197,1154608
0.884728474582034,-0.447515263230427,1.13471230430451,0.419301025289882,-0.0959223230488159,-0.0585110160254959,-0.245587055070431,0.432721920266524,-0.183064643630208,1.49410631263573,-0.0615270947109438,-4.65220198707213,-0.518207256781142,0.403479777992913,0.661863220372829,0.316856923232005,0.737757109814312,1.98376704419932,1.13325301817834,1181124
0.245789447239916,-3.10330833769251,0.757871863763847,0.407711452966427,-0.490378897100549,-0.344078719562994,-0.978064561775957,-0.563590696849625,-0.239149730779145,-0.0193000388303646,1.30527427082524,-0.261737409393402,-0.135353906503625,-0.483532869685236,-0.670558164384287,-0.306290099010759,-0.725068023057521,-0.128262704357802,-1.03962838948757,1183075
0.0380830206982791,-1.57676238835493,0.73217211986891,0.478484795116445,0.26605107350632,-0.390458416983745,-1.21431192537275,0.0575555972265182,-0.18613074416282,-0.788785839629185,-1.48980681318563,0.239269476662825,0.194207971977401,-0.661273653679293,-0.389399894430034,-0.936585545614689,-0.186289934604644,3.03394845392109,-0.894962761772826,1232870
0.194384973611451,-0.702008312747531,-0.907156917493892,1.12258244188475,-0.257197729024755,-0.387026737173706,0.658127695092426,-0.517172636624336,-0.179044182396811,-0.725110578932202,-0.0567945224627478,0.259313777614454,0.13439785399744,-0.479154436449724,-0.235217597952875,-0.36158839278967,0.39932638957368,0.296684031879936,-0.0807601834981228,1279943
-1.02730961234489,1.11971064038852,0.596230701366943,-0.154593204184977,-0.573785937916936,-0.384452468979196,-0.00300335215246715,-0.650959091558986,-0.230823085652745,-0.137639065349533,0.206371483707206,0.484096730663073,0.410412694689903,-0.782447320690035,-1.17434408492195,1.34950009438173,0.102432824929575,-0.630703629964455,0.264975490268921,1329352
-1.32400921503537,1.08729855060382,-1.31728667264545,0.148315977704039,-0.238567772852426,-0.286807568855758,0.671318283998962,-0.187999335328897,-0.167601734291276,0.938263613444421,0.247032130625428,-0.543323597564116,0.100159638059018,0.662657300040916,1.13181896872817,-0.936721727977389,0.155843103072217,1.83453798913395,1.52746730611532,1330263
-1.15899980052833,-0.0803861329933938,0.0538628573124528,-2.15674946742386,-0.678616695284159,-0.39736948779329,-0.49622333488581,-0.754604616475163,-0.239646989325633,-0.452423148750976,-0.339577846776615,-0.874735739925402,-0.0447840312196975,-1.75482864526766,-1.05243848630116,-1.41350285890139,-0.0336757153961927,1.2801939435051,0.235304315233703,1364384
