"mkm10d_ctv_wavelet.LLL_firstorder_10Percentile_249","mkm10d_ctv_gradient_glcm_Imc1_249","mkm10d_ctv_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_247","mkm10d_ctv_log.sigma.4.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis_244","mkm10d_ctv_logarithm_glszm_LargeAreaHighGrayLevelEmphasis_242","mkm10d_ctv_logarithm_glszm_SizeZoneNonUniformityNormalized_242","mkm10d_ctv_logarithm_firstorder_Minimum_241","mkm10d_ctv_wavelet.LLH_firstorder_Kurtosis_238","mkm10d_ctv_wavelet.LLH_glrlm_LongRunEmphasis_236","sub"
0.535886239898167,0.259096420881647,0.411785140661628,-0.0736897295766116,-0.267289904369727,1.75098090057963,0.335155506031723,-0.453809547496265,-0.426281025237115,1085983
0.10849913855554,0.808761413171359,0.385272912231186,1.79267436101097,-0.282356869130632,-0.233323796253245,0.536082558375034,0.286122846190311,0.906264187231048,1125173
1.06818832981237,-2.20559485406112,-0.398948525554001,-0.35951605310068,-0.349565892370053,1.37370218643729,0.24856843385155,-0.730126839141546,-1.48245202675701,1154608
-0.269340717328425,-0.57840642203856,-0.668219955202849,-0.370344720747557,-0.320280766743524,0.430454944303274,0.339577904151687,-0.162154131897556,-0.277536399981773,1181124
-1.88217630858379,1.14430608088391,0.0756042050611679,-0.324370293983012,-0.355354515835125,0.103736677394043,-0.488583995832635,-0.791285326429177,-1.07858292186982,1183075
-0.537876114461053,0.584169038386168,0.141222570331303,-0.327723278031357,-0.343512424439591,0.924100887700699,0.0443280482374959,-0.787523176862525,-0.680704613884502,1232870
1.23003563469072,0.584115272977056,-0.215338102841315,0.111409923252763,-0.295616522924856,-0.212178477559573,1.31285766021052,0.0539504953741143,0.703952440623207,1279943
0.105399718538323,0.357435479917339,-0.643495739280332,-0.365358465700962,-0.343471863439789,0.105118597113769,0.440169629267262,-0.705642073865184,-0.524499269606504,1329352
0.00886897844231896,0.395126960040769,-0.677659722275501,-0.364415438903165,-0.33585219302509,-1.05116197432874,0.304033232989328,-0.621971037659598,-0.595529838010371,1330263
0.766292364786185,0.197342601435582,0.802841942561555,-0.289457339814515,-0.357428593639238,-0.0775209666749989,0.458156196260408,-1.00934315247484,-1.55105548351851,1364384
0.86953331280466,-3.35973461018577,-0.480112319113875,-0.36543853125436,-0.289579383662724,3.26562854270523,-0.404429051747063,-0.843522308546042,-1.1859926284293,1386095
0.390176341125866,0.622947795278643,-0.276510217110133,0.175762430379398,0.116791620117217,-0.108761320691327,0.247636172195483,0.0937347666924458,0.704149729162356,1458656
