"mkm7d_ptv6_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_234","sub"
0.110466425964871,1085983
-0.998546467946143,1125173
1.64276004197227,1154608
-0.490077699898447,1181124
-0.26914073725807,1183075
2.01632780989938,1232870
0.42160858571589,1279943
-0.515569883085096,1329352
1.47118910316694,1330263
-0.0422408941381617,1364384
0.759345033918473,1386095
-0.91581573773534,1458656
-1.12464677443599,1485662
-0.213517731760945,1497807
0.00237538378241926,1501387
-0.152975925114629,1518948
-0.0324181192644664,1526417
-1.08172997438626,1565177
-0.0625913942261559,1606693
-1.32026693816446,1612262
-0.200214842064587,1614566
0.0221823765795357,1644034
-0.871785518368793,1668599
-0.204088837946897,1671370
-0.4550917524147,1684230
1.71376429965506,1692385
-0.0444260729930636,1720713
-0.435357339363214,1738800
-1.11678523648254,1740845
-0.261907625263671,1742294
-0.790638561907918,1767700
-0.469822434768783,1768972
-0.232115987564757,1889409
1.19539277765705,1915938
-0.284417139546843,1916742
0.998573400898463,1919296
0.0700170589593632,1926770
-0.487715707090658,1938156
-0.413723889475268,1938561
-0.34659482896312,1966316
2.38367138903833,1967281
-0.568573959726852,1973544
-0.972289427794448,1975401
-1.35337677413683,1976407
0.863436378989471,1978972
1.01695123270489,1979045
1.08039987703647,1979422
6.28101880369606,1980052
-1.15668977471996,2001182
1.33781559676553,2002465
0.761132754954155,2004451
1.82412868224519,2006164
-0.0270074583792328,2007309
0.385350189601802,2009915
-0.1747911724454,2010259
1.62859091776184,2010554
1.27185936447523,2026671
0.247827219997817,2033049
-0.315244193705375,2034136
1.24299502587009,2040495
0.95916213329662,2047354
-0.36247099970344,2051378
-0.333899603300557,2055667
1.88225478449043,2057358
-0.308340928693326,2059713
-0.303274950935486,2069079
-0.0307921615619516,2070958
-0.251437759223075,2072215
0.0768442852115844,2075832
-0.165276603979626,2075846
-0.613963814585978,2076301
-0.468587804029636,2078198
-0.773500954515728,2078899
-1.21478592386952,2085349
2.15136836883546,2086044
-1.30073324442861,2091555
2.32118045412819,2092954
-0.16482789034411,2096627
-0.1380748521096,2100050
-0.739611474743064,2108003
-0.0122853367283886,2109902
1.12426558506533,2110540
-0.893547476986995,2116787
1.75935860228677,2119177
1.03688310622713,2131601
-0.981074533504913,2132424
-0.376010224071171,2132982
0.00350068470032807,2133204
2.22171739455685,2133380
-0.43115904764029,2134220
-0.398757592593577,2135748
0.285974706559266,2137799
2.55992486048796,2138375
0.0211635367919662,2138678
-0.657496147584187,2139733
0.0660150268033958,2141116
0.349356877224675,2144796
-0.652409321417658,2145166
1.88711639599528,2145694
0.815043990332066,2146138
-1.26193465954243,2151024
-0.178143676760581,215131
1.82970080794269,2152442
-0.105509714423591,2157529
-0.608706346088382,2158101
-0.094111921928921,2158329
-0.243035614968487,2168082
-0.21948591183335,2172217
-0.437323987466479,2176530
0.173730517864866,2176784
-0.270471312050926,2181724
1.50346078031136,2183291
1.5406121205653,2183356
-0.203306182171844,2185290
-0.481856943799312,2186951
-0.290256889742195,2196212
1.55110395313727,2199403
-0.572433828926576,2200416
-0.529744688589519,2200813
-0.169860084706899,2205389
-1.37114816293517,2212664
-1.26485905084488,2217034
-0.2201034566444,2218615
-0.533906536514484,2219842
1.47021492293836,2224150
1.16197134758524,2228399
-0.342531455090114,2228400
-0.862641077487341,2234271
-0.0913711892027357,2234422
-0.404407182974993,2237571
-0.360107955546949,2244172
-0.459194212073642,2247869
0.914639019106461,2250648
-0.293846231378296,2250836
-1.20553616281049,2267382
-1.2030235068019,2269346
0.609668322206765,2271329
-0.631260187186995,2274521
-0.113599110996592,2276121
-0.715874445445575,2278618
-0.291660606639613,2285214
-0.460935358898831,2286108
-0.446345991309183,2293123
-1.01829736062929,2294852
-0.516700110696636,2294873
1.71733097520897,2296332
-0.185937553510158,2305114
-1.11330388202057,2305115
-0.19876532206629,2306459
0.196550354514262,2306893
-1.14757442051307,2317120
-1.08908238004325,2319068
-0.766999577355046,2321962
-1.04326447818405,2331869
0.794908442886737,2336735
0.00892826247683861,2339674
-0.388288270922065,2340155
-0.366649041158679,2340322
0.127341378108894,2350037
-0.173918941681672,2352038
-0.163832668373315,2359944
-0.819458798105645,2381907
-0.0744900395945694,2393207
-1.08344924787022,2395415
0.307000901209262,2395943
-0.224993308002675,2401405
-1.02027151089832,2405144
2.06343938371776,2414406
-0.243413512423515,2419459
-1.29470559506225,2425694
-0.962702551461429,2426863
-0.383716186280857,2430773
-1.07073562861488,2439458
-1.20812831210658,2443354
-0.27234283426957,2445526
-0.310704448919064,2448298
-0.417715825260785,2453577
-0.639027801049151,2474709
0.0533039634506947,2480056
0.173148339871149,2480330
-0.586082098527226,2487135
-0.402367966991157,2488660
-0.643885890546766,2490180
-0.0509738857026199,2493534
1.49363095525007,2498991
0.112901321948387,2500377
-0.508816242360746,2504802
-0.26720822978725,2510402
-0.497002955255843,2520618
-0.242150214228172,2559453
0.989187062237967,277752
-0.64431919822342,308862
-0.415101979723284,58325
-0.966742175842821,92173
-0.660192066694307,923666
0.512002308369041,965005
1.42127564861859,983079
