"mkm9d_ctv_original_shape_Flatness_250","mkm9d_ctv_original_shape_Sphericity_250","mkm9d_ctv_log.sigma.2.0.mm.3D_glcm_Correlation_250","mkm9d_ctv_log.sigma.4.0.mm.3D_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm9d_ctv_wavelet.LLH_firstorder_Mean_250","mkm9d_ctv_wavelet.LLH_firstorder_Median_250","mkm9d_ctv_wavelet.LLH_firstorder_Skewness_250","mkm9d_ctv_wavelet.LLH_glcm_Correlation_250","mkm9d_ctv_wavelet.LHL_firstorder_Median_250","mkm9d_ctv_wavelet.LHL_glcm_Correlation_250","mkm9d_ctv_wavelet.LHH_firstorder_Median_250","mkm9d_ctv_wavelet.LHH_firstorder_Skewness_250","mkm9d_ctv_wavelet.LHH_glcm_ClusterShade_250","mkm9d_ctv_wavelet.LHH_glcm_InverseVariance_250","mkm9d_ctv_wavelet.LHH_glszm_SmallAreaEmphasis_250","mkm9d_ctv_wavelet.HLL_firstorder_Kurtosis_250","mkm9d_ctv_wavelet.HLL_firstorder_Mean_250","mkm9d_ctv_wavelet.HLL_firstorder_Median_250","mkm9d_ctv_wavelet.HLL_glcm_Correlation_250","sub"
1.30881026026862,0.800584781239504,0.462019791909205,-0.270487748683636,-0.0547036461916989,-0.349175208387722,0.101471278401353,0.278351923865929,-1.12663543692598,0.619193784677768,0.329348593927017,-0.435018682854233,-0.108756024948719,1.14811559023816,-0.569868601156879,-0.642996721313959,0.365800195526706,0.138806844277067,-0.887399065213659,1085983
0.207712242144571,0.603637414643192,-0.204103389507904,1.7392590424954,0.464521588639744,0.292038835097068,-1.00747253830377,0.958491407517991,0.411933231723398,-0.829563621369787,0.423050899071832,-0.610776310460386,-0.0783556769134211,0.454329147014469,0.374640223098148,-0.651505081290987,0.164607905336698,-0.143800338676616,-0.703300893913892,1125173
-1.77978312813069,-0.472203251817337,-0.432405220418481,-0.337307101833875,-4.56956651478437,-4.47638157143945,0.261250293514379,-0.595923458747443,-0.601700804593657,0.0875541784096481,-0.604651259345555,0.175876303522451,0.351953931771442,-1.19652367113625,-0.182637020366228,-0.86007455042298,-1.60495330464107,-1.58361795984723,0.792382887208085,1154608
0.947046439148062,0.512255643198397,0.484461058114687,-0.315595200526099,0.20316376297031,0.257274997015082,0.397645180361829,0.406173412498187,-0.15071951893295,0.498118507749361,0.232432609565131,-0.633849159816149,-0.101865463437079,-0.132846102658574,-0.840867304275972,1.94936332245797,0.489821339289277,0.234733464239286,-0.0694018049069214,1181124
0.498026448452127,0.506177227649935,-0.611319122571007,-0.334054079147128,-1.56312523377903,-1.48547660384591,0.466443042400479,1.26510822910018,0.618356997379854,0.463265732366608,-1.05264170048712,0.711696729573865,0.19434013026582,0.354291909490372,-0.814902506162015,-0.217159961837006,0.702517034336346,1.03704817498947,-1.20123537087084,1183075
-0.040555282256636,0.885648114442777,1.07306766276453,-0.338783169756449,-1.08137961293966,-1.37640291918712,0.369742621491184,0.244045751852742,0.0563823059353002,-0.962716114448279,0.243529965853619,0.117116911167895,-0.0787537539381624,0.718628504856783,0.47935757811189,-0.635357442685353,-1.39288248283117,-0.352636875507475,-0.237090043227626,1232870
0.326442447809471,0.714335481417378,-0.418342512694091,0.507488690302205,0.0218839174713403,-0.435983697625564,-0.655255253734911,0.644817034482514,-0.870855346351646,-0.171100555125593,0.447416022389185,-1.40339261435856,-0.22132300176116,0.733388063816957,0.301020462976768,-0.779933869139347,1.0020016725307,0.00403225191303019,-0.842468536699976,1279943
-1.12719639939352,-1.48133400742435,1.00333540414614,-0.29913255563798,-1.22236753115113,-0.310007688763814,0.192804096226983,1.10329286605868,-0.125567670053477,1.41680252777831,0.883096396771657,0.841431596114893,0.440416980695942,0.403895039181358,0.593628382076758,-0.743838608812696,0.360619260231436,-0.440309695188221,-1.16447849419379,1329352
-1.34905215456648,-1.06866605295259,0.334341945743868,-0.289013629411544,-0.00597921280583767,0.532582290526489,0.390690004778023,-0.187797164282186,-0.314448403703539,-0.913894128955166,0.432638915499116,-0.853552688369989,-0.261138968427139,0.512282613659816,-1.09656550822574,-0.457371038060143,0.248141160220396,-0.0963973384391898,-0.570647953542033,1330263
-2.0016901349136,-0.180199441281054,-2.12449088459594,-0.339670125131877,-4.11673554164742,-8.40621530870248,1.91956572568277,0.51459876648388,-2.35148148820392,1.57388119564393,-6.09129393618536,-0.211623050160861,-0.0679299132788181,0.938937954845311,1.36770558553023,-0.728545323385198,-2.69580148857757,-2.6946130196694,-0.642844809760535,1364384
