"lemd_prc_wavelet.LLH_firstorder_90Percentile_250","lemd_prc_wavelet.LLH_glcm_ClusterShade_250","lemd_prc_wavelet.HHL_glcm_ClusterShade_250","lemd_prc_wavelet.HHH_glcm_ClusterShade_250","lemd_prc_lbp.3D.m1_glcm_Correlation_250","lemd_prc_lbp.3D.m2_glcm_Correlation_250","lemd_prc_lbp.3D.k_glcm_ClusterShade_250","lemd_prc_lbp.3D.k_glrlm_RunVariance_250","lemd_prc_wavelet.HLL_glcm_Correlation_249","lemd_prc_wavelet.HHL_firstorder_Mean_249","lemd_prc_wavelet.HHL_firstorder_Skewness_249","lemd_prc_lbp.3D.m2_glcm_ClusterShade_249","lemd_prc_lbp.3D.k_glcm_MaximumProbability_249","lemd_prc_wavelet.LHH_glcm_ClusterShade_247","lemd_prc_wavelet.HHL_glszm_SizeZoneNonUniformityNormalized_247","lemd_prc_lbp.3D.m1_glrlm_LongRunHighGrayLevelEmphasis_247","lemd_prc_lbp.3D.m2_firstorder_Kurtosis_247","lemd_prc_lbp.3D.m2_firstorder_RobustMeanAbsoluteDeviation_247","lemd_prc_wavelet.LHL_glcm_JointAverage_246","sub"
1.64258607570714,-0.977010365242434,-0.291632220699454,-0.0236486911920783,-0.840996546791404,-0.303073908150194,0.0750937455552484,0.132092416992925,0.771141772599317,-0.490982912362062,-0.826630778130861,0.707454743168336,-0.267269001219482,-0.152447858637091,0.230569830089515,0.259363682786109,0.565893205720559,-0.346535448065328,-0.384620186503536,1916742
-1.67515331857895,0.33034720320119,-0.27004790950314,0.116575145219544,0.79212771742964,-0.0273232831229619,-0.489210808786359,-1.06546885322607,0.339366724147582,-1.52116841253301,0.376569313640881,-2.11089913319392,-0.16614604965973,-0.0925633790190317,-0.478577836401316,-1.00518092625607,-0.608339308336884,0.879711396258004,-0.71172809114903,1980052
-0.303730202036751,-0.795866162817883,-0.302400857574303,-0.0434132862985071,-0.737295774469345,0.426573626462721,-0.3601702512307,-0.134282540685257,0.090990044938388,-0.558032297128151,-0.458737825398711,0.969041891126214,-0.542778471174054,0.514000946192108,-1.78964998322598,-0.1721883504085,-1.15675532753127,2.15678853632568,-0.29053920745829,1926770
-0.277069177349779,0.170926348886195,-0.261830432733304,-0.0473905400840932,-0.492866287939106,-0.967516766424386,-0.521091315757011,-0.54217994821557,-0.0441692908969202,-0.59449743532804,-0.178350167420684,0.340108254732807,-0.536171550618109,-0.294465243744046,-0.717523226916818,-0.175730712206462,-0.320849604740657,0.697693168802037,-0.285882981779584,1979045
0.315280619710418,0.0362832623743955,0.138730040454782,-0.0946002351685113,0.134874412897535,-1.0294226601892,-0.189279984410363,-0.779333563324076,1.59814122570748,0.963181219666566,0.657180803152348,0.0965647598735773,-0.877492414388946,0.012227849615867,-0.577733517129131,0.141506267714479,0.405622025498889,-0.6669034744206,0.423120369171462,2196212
0.0291995191257009,0.310285008424173,-1.66372012111008,0.670607924048361,-0.706818242598198,-1.57271145838155,-0.620582167977856,-0.49989485028126,-0.512356716831035,-0.669261606672681,-2.6063476996129,0.42812290410272,-0.668851918946296,-0.474246282199527,0.58930827671962,0.15191312197486,0.421466860472563,-0.640388333306004,0.622037842611023,2393207
-0.191987765139365,-0.0116321484695758,-0.436099418486392,0.174830773550915,-0.887178054619269,-0.131575090033632,0.360723901876408,-0.351617797769118,-1.86651658908437,-1.1766525589159,-0.952590714325404,0.164373207008328,-0.574272560341811,-0.204043541998423,0.659526863322569,0.191804651761258,-0.531533855597231,0.787033184284822,-0.468160835928832,2146138
-0.756923299271278,-0.222558754780581,-0.186122841974978,-0.00538924117432922,0.924610373382697,1.34344353769214,-0.754365673904264,0.117672834300805,1.28737903027021,0.638919725134031,0.916808685147483,1.94836335381249,-0.339814793552204,-0.235772595387784,-1.51195165697671,0.52540810279768,0.714344126177611,-1.08899145830212,-0.806296276465251,2228399
-0.561413105766558,-0.151240931002597,8.3682231913202,0.790008259069693,-1.68722758803459,-1.63289904023598,-0.362376288096122,-0.935691436813771,0.850097931073184,0.823935293642147,1.82991079037351,0.0512172132349151,-0.702434114298503,-0.358058513899857,2.11531502527051,-0.421729477476121,0.405621152399623,-0.300156589856449,0.0816875595613135,2144796
-0.431695058958862,-0.337653990824541,1.70466256137759,-0.244972886388103,-1.69512622448628,-1.23203017390387,-0.136258695882426,-0.183570201284177,-0.200008941641842,0.979515226400715,-0.156607382959557,-0.118110229246079,-0.565577903398448,0.000120638688787708,2.91716022991015,0.145567379532012,0.100550638434132,0.29591797674019,-0.198021045212041,2234271
0.702710361588503,0.28811989464043,-0.116296246104711,-0.032617677190336,1.6313349054477,0.294438332955367,-0.303428257163782,0.712004981041833,1.03215542890674,1.10163141936673,1.29640933745157,0.845721602460857,0.492809861954866,-0.0336993588374403,-1.04770428425164,0.595154763197785,0.0141332540798365,-0.399191174631746,-0.534155365734701,2296332
1.10333140359568,-1.4737588554054,-0.235079384551356,-0.259715512967262,-1.01872515576998,-2.3103229090892,-0.360418122481995,-1.21917649237275,-2.09640374626278,-1.19908632162888,-0.287378033719231,-0.0980682269710488,-1.07697352767484,0.518890026993469,0.129003321398007,-0.978530289069227,-1.21579100389417,1.57819768040158,0.480024653451458,1684230
-0.419623295915427,0.193546902473078,0.0929621021326759,-1.42035635287214,-0.230206188331159,-0.276543066688085,-0.207779705565777,0.513035297610219,0.414409763978919,1.16711872533836,0.156683012879344,0.64039666414165,-0.0775025846458998,-0.360381332703881,0.233318473714313,0.619995834826787,-0.295748799360121,1.124608297097,0.255872995819236,1720713
1.14632401209449,0.858073362507637,-0.405625033194591,0.461632359253931,0.825166348902117,-0.0393297664515104,-0.540874311187544,-0.0264045916283927,-0.43657882568867,-0.56621968414491,-0.192739194573895,-0.111033272945948,-0.304763633309324,-0.472193240268032,-0.0242145929463266,0.390035417777232,-0.315508455726217,0.722778256824762,2.40994106984387,2186951
-0.717958923729505,0.168065241750848,-0.347712536378802,0.131942627996927,-0.266484020152023,0.00478633335309773,-0.20472455232653,-0.487442109996232,-0.328339938644849,-0.391010617058851,-0.87805035558034,1.71648101647694,-0.419384749182735,-0.195171098184507,-1.31274855615969,-0.152263883792764,1.74256340019615,-2.08553254410853,-0.565978656993709,2439458
1.21774817079698,0.154599980951465,0.57734484901412,-0.0304616509585436,0.129212192960077,-0.238142481665596,-0.58141027948794,-0.153458086693944,-0.0262117379442782,0.175407286904035,0.631043971605481,0.862513920697308,-0.2631496772902,0.0525926298898986,0.898886754001393,0.637171628401492,-0.28089086589171,-0.288287830643365,1.66115805681544,2135748
