"lemd_prp_original_shape_Flatness_248","lemd_prp_wavelet.LHL_glcm_ClusterShade_243","lemd_prp_wavelet.LLL_glcm_Imc2_241","lemd_prp_wavelet.HHH_firstorder_Median_231","lemd_prp_wavelet.HHH_glcm_ClusterShade_231","lemd_prp_wavelet.HHH_firstorder_Skewness_230","lemd_prp_lbp.3D.m2_glcm_MaximumProbability_229","sub"
-0.64267421047591,0.150240594307847,0.104679692333227,0.0147628133845881,-0.350377053041594,-0.925867112801014,-0.860857809195335,1916742
1.28457608628835,1.12694966257619,0.282857629395677,0.728706118795381,0.519784882310211,0.53181420817422,-0.242970499089487,1980052
1.84523036901419,-0.538580025509186,0.291093748474289,0.601374146855332,0.170775522951967,0.670666206584909,0.663154894453809,1926770
0.413043555264404,-0.780827209281783,0.286849368728257,-0.0534383220147076,0.133568231059411,-0.227759231373988,-0.530868831932349,1979045
-0.328047517622282,-0.537604678378367,0.0679460081735385,-1.20933967726854,0.286106985361464,0.57725394743555,0.0984907698385437,2196212
-0.291985151356299,-0.131967303258556,-0.525871090572879,0.567402026871078,0.0251422727939717,-0.0968759910394066,-0.516244554611632,2393207
-0.528314067990482,-0.339693917388915,0.274901315130942,0.393709268198341,-0.213550648898221,-0.627478203285491,1.96565413514413,2146138
0.8145535692941,-0.352906866492224,0.263868221117315,0.175151751171849,0.163415104014378,0.0296807503728599,0.910907831937114,2228399
-1.78008913203599,0.511021982631285,0.288005431438421,-6.42516056160328,3.88589757814417,0.752323964649338,-0.577568522980102,2144796
0.6377264452726,-0.479457658898087,0.180307735901298,0.301104563446813,-4.51258908638058,-0.516349226600953,0.627046360469309,2234271
0.121211634441,0.315276264684743,0.233691030819415,0.0554701805532761,0.20336279117541,0.904861165436148,-0.844187794089157,2296332
1.94747991436161,-0.623064571812272,0.271176631495143,0.270824293674979,-0.64647816172397,-0.256499194619211,-0.659375949799433,1684230
-0.6180690513483,0.0943104128094717,0.235069216194333,-0.469817157276275,-1.28017371770493,0.787168674763739,1.80393455119611,1720713
0.575586157211942,-0.662280041266072,0.286809920202369,0.188829025225843,0.337715277749135,1.55816892983605,0.872751263141047,2186951
0.175276587266919,0.180323001624282,0.283412137163971,-1.14739385571739,-0.16172923931474,-1.9104844577274,-0.081534367706071,2439458
1.79791734893736,-0.302076779312525,0.268335994764735,-0.797001821224367,0.347445418363094,0.485295619502097,-0.0834745346241293,2135748
0.440290818245564,0.292854900102928,0.218740854984533,2.27403136551957,0.17862080212552,-0.0334470887241494,-0.501396797138166,2141116
1.36389450175301,0.0454335830839478,0.207885152627017,-0.750538723347537,0.113933447681483,-0.386834647257911,0.545408794612175,2108003
1.09354569320099,0.624271045552761,0.270632300833568,0.0520374317585086,0.380249511542155,0.673689409680494,-0.0671563771256633,2006164
0.625816226726678,0.115423743668239,-0.0926264642570199,-0.0871387460483673,0.112244764300411,-0.992372237270268,-0.698516156671267,308862
1.28773345349569,0.115389019870941,0.113604846031823,0.280453231982693,0.113653630759403,0.0213881219237831,-0.537795870017064,1085983
0.737846437338637,-0.0450825652451255,0.252649496316992,0.767483441816856,0.189195031623177,1.34720347164059,1.02495713940646,2004451
-0.850597043827389,-11.0581363634053,0.279063396531568,1.19764625481428,0.160392800377294,1.12259189045065,0.672594530704677,2359944
-0.145958635348486,0.343537688563874,0.202761260976791,-1.76461319863855,-2.09048061539262,-2.58563661973983,-0.265467014874085,2069079
0.525719999175031,0.326938477908106,-0.667224841301699,0.041707543553792,0.26460708480575,-0.168631874886135,-0.743415381422139,2059713
-1.40836934733967,2.31371218777902,0.294733444544177,0.522377504534644,0.189289104783233,0.894823607915677,0.511248701137857,2294873
-0.438286432328717,0.222697353443722,0.22413922610235,0.612666729671742,-0.405187646736768,-1.05544902745429,-0.021522723238152,2033049
1.33641822073201,0.0406158035658246,-0.0041317569884545,-1.70871477424396,0.180863559636679,0.286123390164234,0.00720189170696922,1485662
0.631565493020373,-0.068656492011194,0.259757456185969,0.183718822638961,0.511642105388153,0.171463350065708,-0.370999510304394,1526417
1.13132504707476,0.331696637857349,0.296833119060838,-0.104749032297397,0.63677401651669,1.54432100434053,-0.366941574850586,1386095
1.29532511725848,0.180498209381899,0.244664091837297,1.23881475098188,0.420824886493744,0.452011368390758,-0.390814283391055,983079
