"mkm10d_ptv4_wavelet.HHH_firstorder_Median_247","mkm10d_ptv4_gradient_glcm_Imc2_247","mkm10d_ptv4_lbp.3D.m2_firstorder_Maximum_246","mkm10d_ptv4_gradient_glcm_Imc1_245","mkm10d_ptv4_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_234","mkm10d_ptv4_lbp.3D.k_gldm_LargeDependenceHighGrayLevelEmphasis_228","mkm10d_ptv4_wavelet.HHL_firstorder_Skewness_227","sub"
-0.0181800154644749,-0.452282651938703,-0.547534466111203,0.40944694571378,-0.232397179175576,0.877007799090741,-0.788084424865546,1085983
-1.02571463906552,-0.319699575604733,-0.324126729253372,0.0719875633624941,-0.327754556988156,0.616554125180021,-1.07241117816951,1125173
1.08158668253743,-0.996669775663104,1.66184528165491,1.75703270461925,-0.270752684280341,-0.150431350234415,-1.43996459016794,1154608
-0.205517088196695,1.12463065426434,-0.547534466111203,-0.547587605700446,-0.28923881331456,1.21496076288339,2.01191615736092,1181124
0.0978081254246425,-1.87845610898207,-0.547534466111203,1.39213924621589,-0.313707024727107,-0.317366875440111,2.89640324608498,1183075
-0.921754427160322,0.443656324181673,-0.454410081067796,-0.707649659522757,-0.133381365739012,-1.64165912879821,1.25202035105523,1232870
-0.562424681620607,0.940416485231167,0.434647929196577,-1.35534124482958,-0.108322858897834,0.430565572509623,-0.626251777319079,1279943
-0.482438878072512,0.49686813550487,-0.547534466111203,0.0616507647499362,-0.311925891351505,0.832284330105674,-0.0678646404607612,1329352
0.427724881769999,-0.549674013525677,-0.547534466111203,0.548720871397565,0.037974463035244,-0.883660907687072,-0.480362560565679,1330263
-0.0545947089532776,2.66140154756948,0.991564175535327,-2.49515117759717,-0.325355606790414,-0.134483966007112,-0.464514966919297,1364384
0.958546269554315,1.72798191724619,-0.547534466111203,-0.994061576524366,-0.299061474994665,-1.2348847856364,-1.12865959160498,1386095
0.133329333943993,-0.0191190426864061,-0.454410081067796,0.156786892983797,-0.333950752275689,-0.297346347693821,-1.6515050813065,1458656
-0.122243835379656,-1.05888289527864,-0.547534466111203,-0.244747134487617,-0.174373349717528,1.17949061866006,0.51190203777838,1485662
0.272432802051182,-1.11231619552963,1.34728221047269,1.27515853401957,-0.25883830462228,-0.234724604126827,0.806275033598869,1497807
