"lemd_prp_wavelet.LHH_glcm_ClusterShade_244","lemd_prp_wavelet.LHL_glcm_ClusterShade_243","lemd_prp_wavelet.HHH_firstorder_Median_228","sub"
-0.0399745442531232,0.150240594307847,0.0147628133845881,1916742
-0.0333454527596213,1.12694966257619,0.728706118795381,1980052
0.053224748873943,-0.538580025509186,0.601374146855332,1926770
0.0371663024560761,-0.780827209281783,-0.0534383220147076,1979045
0.00384778577562861,-0.537604678378367,-1.20933967726854,2196212
-0.284840778265198,-0.131967303258556,0.567402026871078,2393207
0.18734947766608,-0.339693917388915,0.393709268198341,2146138
-0.25906869903432,-0.352906866492224,0.175151751171849,2228399
-0.76538338359426,0.511021982631285,-6.42516056160328,2144796
-0.298105770116378,-0.479457658898087,0.301104563446813,2234271
-0.122657272398929,0.315276264684743,0.0554701805532761,2296332
-0.305350390919586,-0.623064571812272,0.270824293674979,1684230
0.235164285186916,0.0943104128094717,-0.469817157276275,1720713
0.104471765023608,-0.662280041266072,0.188829025225843,2186951
-0.15830915148783,0.180323001624282,-1.14739385571739,2439458
0.483327136230349,-0.302076779312525,-0.797001821224367,2135748
-0.529875689709458,0.292854900102928,2.27403136551957,2141116
-0.254407187795971,0.0454335830839478,-0.750538723347537,2108003
-0.168387974935649,0.624271045552761,0.0520374317585086,2006164
1.88008733272807,0.115423743668239,-0.0871387460483673,308862
-0.259106558779769,0.115389019870941,0.280453231982693,1085983
0.388496384674236,-0.0450825652451255,0.767483441816856,2004451
1.04652467191102,-11.0581363634053,1.19764625481428,2359944
-0.288524089612436,0.343537688563874,-1.76461319863855,2069079
0.00702858143873638,0.326938477908106,0.041707543553792,2059713
-0.269464711669402,2.31371218777902,0.522377504534644,2294873
-0.144034156766607,0.222697353443722,0.612666729671742,2033049
-0.17705899471939,0.0406158035658246,-1.70871477424396,1485662
-0.253382527416982,-0.068656492011194,0.183718822638961,1526417
-0.226249192320371,0.331696637857349,-0.104749032297397,1386095
0.110056998610092,0.180498209381899,1.23881475098188,983079
-0.36225174718379,0.229255596069077,0.668310629828468,2132424
-0.0343452277986432,0.0413849260716406,-0.642217032721777,2138375
