"mkm5d_ptv6_wavelet.HHH_firstorder_Median_250","mkm5d_ptv6_lbp.3D.m2_firstorder_Maximum_233","mkm5d_ptv6_wavelet.HLH_firstorder_Skewness_230","sub"
0.183870909075393,-0.574892299359202,-0.270350419645932,1085983
-1.03913400041734,-0.494863298439896,0.117044840862113,1125173
2.30801054706481,1.32379893798593,-0.969057292550877,1154608
0.102720175675322,0.204062850967083,0.362935054600539,1181124
-0.194762891794924,-0.574892299359202,-0.830897867912137,1183075
-0.540581788115947,-0.574892299359202,1.95625237793869,1232870
-0.153046138329813,-0.382900717669382,2.22730454374988,1279943
-0.57326524065903,-0.574892299359202,-0.799274338350357,1329352
0.475936591078154,-0.574892299359202,-0.720417560624077,1330263
0.755630535336691,-0.574892299359202,-1.05664792743202,1364384
-0.685931190855788,-0.574892299359202,0.59510812046322,1386095
-0.577229294746721,-0.382900717669382,-0.439258457389079,1458656
-0.047688920199495,-0.574892299359202,-0.759048401999812,1485662
0.809587612435342,0.78110225946019,-0.157148550708302,1497807
-0.011535772332042,-0.358895140099822,-1.53590086070769,1501387
-0.579679346714898,-0.494863298439896,0.299550121101566,1518948
0.147540072631631,-0.574892299359202,-3.34407076065123,1526417
-0.420512552484934,3.65759354947204,-0.210251867420777,1565177
-0.0877188643864334,-0.494863298439896,0.040713388417449,1606693
-0.101788450612874,-0.494863298439896,-0.678673763243366,1612262
-0.880353740569116,-0.574892299359202,0.224951707337351,1614566
0.145499898690203,-0.574892299359202,0.384116836798545,1644034
-0.425427829790547,-0.25530911453727,0.287368428217828,1668599
-0.0814362861278324,-0.494863298439896,-1.06394355199393,1671370
0.115396313034715,-0.574892299359202,-0.145834302024734,1684230
-0.271740061893298,-0.574892299359202,-0.126412391795263,1692385
0.727927115976819,3.65663060212027,-0.898240503786388,1720713
0.389840605010123,-0.574892299359202,-0.456331346332408,1738800
-0.868220684016059,0.710573619859632,-0.0142414926133081,1740845
-0.952000146797039,-0.574892299359202,-0.894838357602199,1742294
-0.177669564576311,-0.494863298439896,-1.16492474149862,1767700
-0.306089159299224,2.27930604815951,-1.13361418884833,1768972
-0.803276298904657,1.26343343469927,0.899654184810488,1889409
0.0124269340217253,-0.574892299359202,-0.964834763710747,1915938
-0.357208892137412,-0.494863298439896,-0.301679801723566,1916742
-0.173257365558079,-0.574892299359202,-0.725629022071834,1919296
-0.20159307558586,-0.574892299359202,1.2122759275444,1926770
0.351761556927936,0.793795874113135,1.66338881664604,1938156
-0.168289773476586,-0.574892299359202,-0.868038003719623,1938561
0.179543330770338,-0.574892299359202,-0.211916226137245,1966316
1.36356183682574,-0.574892299359202,-0.120818255738536,1967281
-0.0299987159203813,-0.574892299359202,-2.24328958895666,1973544
-0.825730247879932,-0.494863298439896,0.520181519460819,1975401
0.88172638767454,-0.494863298439896,0.0054393763907567,1976407
-0.761634146575221,-0.574892299359202,-0.889992107424464,1978972
-0.37902367998562,-0.574892299359202,0.6082772640617,1979045
-0.379695916329194,-0.574892299359202,0.258714125247323,1979422
2.73939625630617,-0.143545865334059,0.24739844965421,1980052
-0.327173412324165,-0.494863298439896,0.955829504653961,2001182
-1.15014703864854,-0.494863298439896,-0.922252220003672,2002465
0.0274351394135995,-0.0617585156345666,-0.608918600959557,2004451
1.82701649989249,-0.574892299359202,-0.478618387238777,2006164
-1.2243157408785,-0.574892299359202,-0.97613044543532,2007309
-0.307665704197525,-0.574892299359202,1.18718816896575,2009915
0.946119741497911,-0.574892299359202,-0.184290619684559,2010259
-0.104891999586216,0.985366192235089,0.18775271801478,2010554
0.12741425813307,-0.574892299359202,0.555096931517097,2026671
-0.274967775562891,-0.494863298439896,3.39599671671216,2033049
0.675617463571331,-0.280181558923036,0.987330048155492,2034136
0.519471155107718,-0.574892299359202,0.0743172321847548,2040495
-1.21106898024329,-0.574892299359202,0.37225055824739,2047354
-0.628360365926773,-0.382900717669382,0.637762006343161,2051378
-1.24397691073379,-0.574892299359202,-0.213549655588299,2055667
0.00519342055121332,2.22793213931678,-0.303486336515731,2057358
0.329188252198866,0.802370737867471,0.201240762874987,2059713
3.42598172625651,-0.574892299359202,1.89727876238227,2069079
1.02206504669559,-0.0137148882897656,-1.31441090422125,2070958
0.490411288073968,-0.494863298439896,1.0909772306002,2072215
-1.02311383285588,-0.451113576036336,-0.74635443275729,2075832
-0.829825481126036,-0.434934806737977,-0.331161471258749,2075846
-1.90557861723415,-0.574892299359202,2.98334195205364,2076301
-0.0129376643226431,1.82149768207688,-0.616010416253072,2078198
-2.14343629311256,-0.382900717669382,-0.723248667372863,2078899
0.524768373857117,-0.494863298439896,-0.414698792512736,2085349
-0.428021718023362,-0.574892299359202,-0.492047866907605,2086044
-0.0136026247249147,0.313292695704945,0.00936005518812053,2091555
0.261317407704247,-0.0245760231655852,0.0698866746239064,2092954
-0.14921355898565,-0.574892299359202,1.05539721992312,2096627
0.00759733092495845,-0.494863298439896,0.847096792846418,2100050
-0.297627838312896,-0.494863298439896,-0.95724225313937,2108003
0.391277315411502,-0.494863298439896,-0.998554631787075,2109902
0.23792117885557,-0.574892299359202,-0.0974337216079325,2110540
