"mkm10d_ptv_wavelet.HHH_firstorder_Median_250","mkm10d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_242","mkm10d_ptv_original_shape_Flatness_241","mkm10d_ptv_wavelet.HHL_firstorder_Median_240","mkm10d_ptv_wavelet.HHH_glszm_SmallAreaEmphasis_240","mkm10d_ptv_wavelet.HHH_glcm_ClusterShade_238","mkm10d_ptv_lbp.3D.m2_gldm_DependenceVariance_238","mkm10d_ptv_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_226","sub"
-0.142028555780696,0.0213284435657122,1.35119706091473,-0.106206613621842,0.0357944862097848,0.150684985865339,0.854707482893601,0.0480831549285562,1085983
-0.579797355234203,0.867537008017687,0.110236965876068,0.100192011233177,-1.99135581742158,0.167407884181206,-0.288468896393,-1.08189481959638,1125173
0.16276861501922,0.0458887547123992,-1.53027357938603,0.790679995509138,0.56335326768037,-0.159734342358955,-0.222415682239451,2.36359944819031,1154608
-0.0808380314806613,-0.474944953558326,0.884728474582034,-0.240390262020033,0.20792397049861,-0.430074211429006,0.263823176144639,-0.456239846948622,1181124
1.63200215667341,-3.11724184648052,0.245789447239916,-1.13252397669184,0.256822141904332,-0.160768018070567,-0.616422405308335,-0.053397579961433,1183075
-1.46648801474491,-1.62588995876177,0.0380830206982791,-1.22038084733116,0.569843973169614,0.158338732468196,-0.245243984037087,3.1676741560288,1232870
-0.0356549413985031,-0.664432450152351,0.194384973611451,0.616388353542115,-0.00958999738588521,0.12850350291612,0.174937937567034,0.355006304796238,1279943
0.112954916949846,1.10759447533962,-1.02730961234489,0.079731972688205,1.14315517495519,0.61971789812023,0.0232941431828969,-0.654950076967819,1329352
0.227097991062314,1.06008308166931,-1.32400921503537,0.689328377338516,-0.736076209740653,0.0933580244232594,-0.0262718841095389,1.79024132718722,1330263
-1.01060068292763,-0.0992929681733679,-1.15899980052833,-0.459049550675881,0.08809666092927,-0.297255858133472,-0.0497633034470521,1.40987596166011,1364384
-0.792860782177027,0.280483866868845,1.10959173052513,2.30558427727837,-0.666882380435363,0.740528641401175,0.422845524846308,1.1757918114107,1386095
-0.781737904524976,0.361050180619909,-1.33133499214597,1.4530778419462,-0.23031209895681,0.48504583797163,-0.300101883288611,0.812376788647625,1458656
0.146005008058603,0.230963292663223,1.48871148548033,-0.92700845862497,-0.357727806476067,0.113806334952999,-0.323968106204189,-1.2770059825773,1485662
-0.191897647670607,0.991253966462146,0.264573856819893,-0.728165097198154,0.0145752229119244,-0.0925842370021714,-0.240888595181533,-0.468819136408843,1497807
0.205854712776133,0.695236343490517,0.101921375961268,-0.343862311418164,-3.02591532849294,0.103649675210406,-0.200863001990417,0.105320820742758,1501387
-0.501029072803385,0.575574261748202,-0.3469936289353,3.08849281282637,0.80155994054276,0.221547019634865,0.0478862003164237,0.24160617344511,1518948
0.126171413796117,0.4597470017242,0.610174527789223,0.166883948295317,0.182672044485596,0.484182250379048,-0.250944282760234,-0.172937108268327,1526417
0.35532533283245,0.196689370951206,0.293776462970309,0.149699367751191,0.0379676771597291,-0.333976793102265,0.0151732445954841,-1.2090969896752,1565177
-0.300332792695385,1.08914661922991,-0.597954027710163,0.325320803292246,-0.775606228180742,0.147583600133414,0.474839725441252,-0.0764768424795786,1606693
-0.461188562292685,0.338319606618406,0.18191369523251,0.246005692375914,-0.655379363271961,0.145782597937734,-0.103580123075707,-1.45073967641818,1612262
0.498012805431632,0.897785256871508,0.772784262955741,0.972723086339846,0.725327765121569,-0.361688598770376,-0.19614842452757,-0.0973107477426456,1614566
-0.365248743081687,-1.13880799912617,-0.688028320820781,-0.34660653825716,2.12835093029698,0.134096829708006,-0.316592217547159,-1.2366664548728,1644034
0.0522455676002065,0.466322819581273,-0.930191951708168,-0.886947414485728,-0.784414093666197,-0.116941321380559,-0.0892535196673084,-0.954154853597658,1668599
0.191480005395128,-1.49890606023748,-0.188711684489909,1.49334634591991,0.253070146186999,0.320748274577628,0.402014585248286,-0.328877986696789,1671370
0.884844347536108,-1.69047867569841,1.90831193190425,-1.00719819329736,0.17944341758463,-0.448912753363818,-0.595032655351519,0.103451174244248,1684230
0.365934968885919,-1.04136332585898,1.93546847178044,-1.11780756360866,-0.749689919545375,0.108954612071658,-0.432497795808254,-0.403511669436513,1692385
-0.117661867682449,1.18586269541788,-0.738266564851998,0.252202717520567,0.150723061816445,-1.09261018547976,-0.256122773128498,-0.136244265539505,1720713
0.313026532618192,0.693254831690444,1.39106339964668,0.0936972221307825,-0.0371047186509003,0.17898766741354,-0.15369299848395,-0.614461567709129,1738800
0.364742150903005,0.0265763020549323,-1.09412979827287,-0.0862394351561817,0.988166964768566,0.107511982904419,-0.11041567600062,0.0530660377851435,1740845
0.778802482780585,-1.11640040551302,-0.135972063249437,-0.474769984391401,-0.144675404905949,1.06992068569574,-0.58429347411152,-0.18772323163773,1742294
-2.09237081180322,0.253932973180273,0.412092870113287,0.683986055121766,-0.765115613635073,0.860736940811308,0.0628038488598739,-0.679518862542856,1767700
-0.228742938299922,0.514735769732691,0.0912739448687933,0.239024933104698,0.287474320646953,0.108970498245254,0.173667735988551,-0.612004970867111,1768972
0.226949923752378,1.09955217784262,0.0159354260065862,-0.0201874155514215,-0.239693970127167,0.130592423218103,-0.0532520697120453,-0.27322264832489,1889409
-0.00197887164319782,0.0562532461140135,0.289934607820188,-0.186257678633288,-0.350544719065865,0.042275957493622,-0.0748650744597065,1.29898895800948,1915938
0.0435300869897849,0.271288303944469,-0.546195694857945,-0.0642620640308688,0.624216357191227,0.114148417023482,0.0011488244806922,-0.40284265882462,1916742
