"mkm9d_ctvper_wavelet.HHH_firstorder_Median_250","mkm9d_ctvper_original_shape_Flatness_249","mkm9d_ctvper_wavelet.LHH_glcm_ClusterShade_249","mkm9d_ctvper_wavelet.HHH_glcm_ClusterShade_249","mkm9d_ctvper_wavelet.HHH_firstorder_Mean_248","mkm9d_ctvper_wavelet.HHH_firstorder_Skewness_248","mkm9d_ctvper_wavelet.LHH_firstorder_Skewness_237","mkm9d_ctvper_wavelet.HHL_firstorder_Skewness_229","mkm9d_ctvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_229","sub"
-0.293825162177626,1.40288253780765,-0.173552206278886,0.192799072341021,0.361286723303871,1.38921291188664,-0.311058819720602,-0.886972142985001,0.0061776112457365,1085983
0.0494875332202197,0.200657181245088,-0.131303449152802,0.0386300243614468,0.757535204533924,0.281232689896114,0.373234079341802,-0.940294125740401,-0.433471270009694,1125173
-1.3262731567481,-1.31277195749427,-0.101834934592749,0.0583154369342062,-0.350238447250011,0.319566998360397,0.0426311602040797,-0.472015359594304,0.0197534812466907,1154608
-0.292117164043361,0.850921800261826,-0.0282339147063408,-0.538284881761516,0.447127645026063,-1.73600681585977,0.058082803558717,3.2289319746611,-0.351563796663821,1181124
-2.62047970868609,-0.460845108394831,-0.147985988257237,-0.906502621469687,-3.07687687686113,-0.599988498692662,0.266550042269695,4.44805062168874,0.869545202206452,1183075
-1.32148283118857,0.0637789562715629,-0.192487124865082,0.0205056702913649,-1.45529765726663,-0.0752338817122154,-0.709675464491044,-0.563744335905123,0.378485056556301,1232870
0.122880156420804,0.346969164738446,0.0706035093005135,0.0237773328898569,0.142205646690417,0.810469888491443,1.03885305308947,-1.097278306476,-0.360672254599447,1279943
-1.12738310307038,-1.00254485212489,-0.0363904476557934,-0.629156199805895,-0.146490061538732,-0.671448168628903,0.592266612734647,0.447237386825252,-0.297449150117353,1329352
0.182249842542287,-1.39734278488104,-0.0632074367153275,0.0714529919268768,-0.228163343368913,0.408663811444478,-0.289768770882812,-0.158765523992864,-0.372730815016612,1330263
0.167199265499276,-1.21982328972274,-0.416774853207567,-0.223518101712323,3.0081604858848,0.0331455512020269,-0.951046468348036,0.736030052442182,1.96089272207356,1364384
-1.10127026785318,1.07223304739818,-0.274873727594939,0.0575856800964798,-0.152059412207642,0.568478137812225,-1.25269761012311,-1.6169318550884,0.0580972022286982,1386095
-0.0474344683098486,-1.33500992228802,-0.076789015341419,0.248149095807148,0.140623225381063,0.717888995958972,0.0720904310255355,-0.670449091441244,-0.43459965592348,1458656
-0.00916488269262362,1.28943635094053,-0.184564619166032,-0.0435463530855977,-0.102833145501144,-0.720583879695632,-0.709844774597924,1.44503176915265,-0.315315195391645,1485662
0.536340866897105,0.25612905997972,-0.072422526023783,0.112150636966271,0.317445877557839,0.0548619076226073,-0.0470594362629016,-0.222442065774465,-0.254868652359777,1497807
-1.38558362378017,-0.279562392966169,-0.118062288884892,0.00222098647723102,-1.1111268626638,0.0359984981338985,0.497927340199577,1.68369924361301,-0.333751310620827,1501387
-1.01370846480592,-0.185636882527467,0.092243737897845,-0.0118229517919734,-0.73757684628547,0.0118040485373409,1.75399638992066,-1.41740336682025,0.0821095346011451,1518948
0.594544882147803,0.678629184022361,-0.179543157007468,-0.0858207258664103,0.288252281299101,-0.0561064188154033,-0.574520980362969,0.731308795415979,-0.19907277128759,1526417
