"mkm6d_ptv_wavelet.HHH_glszm_SmallAreaEmphasis_248","mkm6d_ptv_lbp.3D.k_glszm_SmallAreaEmphasis_243","mkm6d_ptv_original_shape_Flatness_238","mkm6d_ptv_wavelet.HLH_firstorder_Median_238","mkm6d_ptv_logarithm_glszm_LargeAreaLowGrayLevelEmphasis_238","mkm6d_ptv_lbp.3D.m2_firstorder_Maximum_235","mkm6d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_234","mkm6d_ptv_wavelet.HLL_glszm_LargeAreaEmphasis_228","mkm6d_ptv_wavelet.HHL_firstorder_Skewness_226","sub"
0.599897154006161,-0.430487922577833,1.35119706091473,0.333638244177672,-0.232046287521684,-0.243401481745182,-0.0602383733209115,-0.202844533165934,-0.457879874005386,1085983
-1.87312586604442,-0.210926898070649,0.110236965876068,-0.623259121860081,-0.0941611942961506,-0.0255972894323855,0.83913079839351,-0.215666588351297,-1.01594446159408,1125173
0.169800567628602,-1.11375576700147,-1.53027357938603,-1.48962582926771,-0.246129093579123,-0.243401481745182,0.0239409512553516,-0.219638583614008,-0.735458696648181,1154608
0.714753425494241,0.499937175497204,0.884728474582034,0.00589367567066152,-0.247547798983691,-0.243401481745182,-0.338667559133816,-0.184463751041668,3.78877230951311,1181124
0.63950358823463,-1.13986187454104,0.245789447239916,-0.186700654271927,-0.205781359151639,-0.243401481745182,-3.05487053953204,-0.216637628732361,-1.00317576357521,1183075
0.153761852949158,0.702406928790551,0.0380830206982791,-2.58344488100916,-0.207048518708306,-0.243401481745182,-1.45756891398797,-0.206703415034089,-0.643649211050079,1232870
-0.11304614455915,0.780470036831604,0.194384973611451,0.283836654123178,-0.0909561906055269,-0.0255972894323855,-0.8178637587333,-0.165489895310126,-0.816650782533667,1279943
0.135229115114603,-0.631175552965018,-1.02730961234489,0.645344633698898,-0.236962137400706,-0.243401481745182,1.15506202808574,-0.208270787761277,0.0690307590347306,1329352
-0.566252521980667,1.82895537454053,-1.32400921503537,0.392162921189907,-0.240004935902506,-0.243401481745182,1.1778187271771,-0.182747431886678,-0.0652706156944801,1330263
-0.397776502205784,1.47777652545493,-1.15899980052833,-4.06770467320374,-0.245297104621169,-9.78737882985162,-0.0890868802584465,-0.228394506604401,0.220818651071472,1364384
