"lemd_prp_wavelet.LHH_glcm_ClusterShade_234","sub"
-0.0399745442531232,1916742
-0.0333454527596213,1980052
0.053224748873943,1926770
0.0371663024560761,1979045
0.00384778577562861,2196212
-0.284840778265198,2393207
0.18734947766608,2146138
-0.25906869903432,2228399
-0.76538338359426,2144796
-0.298105770116378,2234271
-0.122657272398929,2296332
-0.305350390919586,1684230
0.235164285186916,1720713
0.104471765023608,2186951
-0.15830915148783,2439458
0.483327136230349,2135748
-0.529875689709458,2141116
-0.254407187795971,2108003
-0.168387974935649,2006164
1.88008733272807,308862
-0.259106558779769,1085983
0.388496384674236,2004451
1.04652467191102,2359944
-0.288524089612436,2069079
0.00702858143873638,2059713
-0.269464711669402,2294873
-0.144034156766607,2033049
-0.17705899471939,1485662
-0.253382527416982,1526417
-0.226249192320371,1386095
0.110056998610092,983079
-0.36225174718379,2132424
-0.0343452277986432,2138375
0.0138133767855768,2490180
0.304256927485843,2034136
-0.371070047407888,2510402
0.111799743045237,1330263
-0.680610724351837,1768972
0.050828311570967,2306459
-0.399797826851779,2181724
-0.201404812749683,2217034
1.314429237877,2218615
-0.714504318141414,92173
1.2866140992561,2414406
-0.162912128372074,2381907
-0.228069109093387,2002465
-0.165325984189186,2474709
-0.536086155661791,2176530
-2.5553252098146,1279943
-0.0475015698476525,1976407
-0.0687775925384032,2250836
-0.191077746584974,1915938
-0.105786311846149,2133380
-0.475748753005488,2271329
-0.12196721256169,2286108
-0.245768339687623,2040495
-0.298206397479854,1125173
-0.264591525254749,1767700
-0.101491601845574,2138678
-0.22571851414197,2443354
-1.14582707714326,2234422
-0.215154449376013,2151024
-0.224402148784664,2057358
-0.264052857656572,2425694
0.0951954025245828,2500377
0.928844892104282,2183356
0.0347895612478917,2131601
-0.149476844925477,2152442
-0.10298678507908,2306893
-0.244169587454653,2009915
-1.793628684202,58325
-0.246007071057948,2395943
-0.206593792600958,2480330
-0.15155386248946,2076301
-0.282177676257069,2205389
-0.183093834495411,1975401
0.0241179282099968,2250648
-0.256114940356339,2185290
0.00498112792440166,2091555
-0.223791236162328,1232870
-0.471997272703315,2139733
0.0336544326322629,2559453
0.0481892832443268,1938156
-0.0103966948464725,2158101
-0.2767375865928,2199403
-0.249762247029241,2430773
-0.0376700240645889,1738800
0.29065042673313,1565177
0.610905055921802,1978972
0.349185911432784,2487135
-0.222190754629025,1612262
-0.194241067999905,2051378
0.02167208734437,1497807
-0.470309803627986,2026671
0.515848473224692,2340322
-0.222845168734673,2293123
-0.201317631383414,2395415
0.154124688671795,1966316
-0.334399705446108,1973544
-0.171498754813053,2010259
0.616479642503428,2145694
-0.107345385984965,965005
-0.341098903749359,2096627
-0.507244986524343,2047354
1.79441173468609,1364384
0.395715077811654,2244172
-0.300501946477961,2132982
1.08628890662319,2134220
-0.139727506124451,1889409
-0.194163448531924,1938561
-0.148901155224294,2055667
3.97184273143612,2176784
2.17104486174454,923666
-0.0748503846114151,2086044
-0.124712267900677,2078198
-0.524704620497004,1501387
0.0104935047363507,1518948
0.037121519820631,1606693
-0.240684251558609,2305115
0.81420289588402,2237571
-0.191616197041316,2285214
-0.279132806219278,2426863
-0.245964803682934,1979422
-0.234924647771739,2480056
-0.214133761085992,1668599
-0.211552199211237,2339674
-0.252401059813897,2133204
-0.240850764881142,2294852
-0.015089863558687,2445526
0.653670206676783,2200416
-0.264266627667912,2168082
-0.0816919500659191,2075846
-0.241077136917984,215131
1.0941388660487,2274521
-0.112509432360217,277752
0.171421928139226,2078899
-0.105298282793117,2172217
1.15189150674091,1614566
-0.298660589615148,2100050
-0.360527036040145,2183291
0.520008226641792,2336735
-0.27768330441908,2352038
-0.502063106250502,2305114
-0.183339841150129,2448298
0.975598895891991,1329352
-0.220860238012043,1183075
-0.0525250764757751,2110540
-0.319130717537233,2070958
0.0572563336246799,2340155
-0.226592382578009,2075832
-0.347138387642242,2498991
-0.167409051326312,1919296
-0.25484696398152,2401405
-0.216361031669146,1644034
-0.206905405308855,2405144
-0.997202955635238,2158329
-0.210535779917928,2319068
-0.241280272493205,2504802
-0.122844209996917,2331869
-0.843635539166865,2317120
-0.112801326609583,2072215
-0.499275510598462,2228400
-0.35062793595776,2145166
0.330454662741382,1692385
-0.0503979440712295,2109902
11.4574900684214,2219842
0.11821078829813,2520618
-0.192211976075396,2419459
-0.645215643167247,2276121
-0.267256839864776,2350037
-0.339343289877963,2001182
0.173383878113938,2278618
0.210288881794892,1740845
-0.219302748132949,2321962
-0.344719730757248,2212664
-0.0552888191729325,2453577
0.242310329370707,2224150
-0.118205256694739,1967281
0.0722683844220447,1742294
-0.263423820210473,2488660
-0.400251317014749,2085349
-0.0540657276897665,2247869
-0.32362678285507,2157529
0.0665824306182647,2119177
-0.0669573537173732,2010554
0.0749171945651734,2493534
-0.24346618041135,2200813
-0.326024251936543,2116787
-0.0581270816415591,1154608
0.104259909127522,2267382
-0.00871338723512268,1181124
-0.44416040951188,2137799
-0.337872053751491,1458656
0.372448183181622,2269346
-0.0406191772579546,2092954
0.294703598461107,2007309
-0.615347799374516,1671370
