"mkm2d_gtvper_lbp.3D.m1_glcm_JointAverage_244","mkm2d_gtvper_lbp.3D.k_glcm_ClusterProminence_239","mkm2d_gtvper_wavelet.HLH_glszm_LargeAreaLowGrayLevelEmphasis_237","mkm2d_gtvper_lbp.3D.m1_glcm_ClusterShade_234","mkm2d_gtvper_wavelet.HHL_firstorder_Skewness_233","mkm2d_gtvper_wavelet.LHH_glcm_ClusterShade_232","mkm2d_gtvper_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_229","mkm2d_gtvper_wavelet.HLH_gldm_LowGrayLevelEmphasis_228","mkm2d_gtvper_wavelet.HHL_glcm_ClusterShade_228","mkm2d_gtvper_wavelet.HHH_firstorder_Median_228","mkm2d_gtvper_wavelet.HHH_glcm_ClusterShade_228","mkm2d_gtvper_wavelet.HLL_firstorder_Mean_227","mkm2d_gtvper_logarithm_glszm_LargeAreaEmphasis_227","mkm2d_gtvper_wavelet.HHH_firstorder_Skewness_226","sub"
-0.141177420374645,-0.176763302946478,-0.174453940237361,0.980035619107046,-0.0521672005120235,-0.175922141366665,-0.252023776194179,-0.253278497088562,-0.0452789232233432,0.490022415029533,-0.0726214862591246,0.952824497926402,-0.0862903275552237,-0.179219467484782,1085983
0.174570232692934,0.39936033103676,-0.183696961401314,0.149305349556478,-0.97948054290376,-0.10557960531072,-0.269370319607931,-0.301945790561119,-0.55330515026629,-1.0639541670062,0.115342277014241,0.883761995644245,-0.293138306307407,0.33203676752623,1125173
-0.916470972184284,-0.750016479233202,-0.186689820215801,-0.956615066912506,-0.143692004303013,0.864865317503746,-0.22750635448796,0.784062813744699,-0.0767185467533618,2.97849150213734,0.600041042003285,-1.60161851272176,-0.343588159227962,0.901480776668428,1154608
-0.586035181573528,-0.499955263561685,-0.179870038288365,-0.199549845289033,0.0285860608628216,-0.206580418155745,-0.144894388794833,-0.599125770020528,-0.497614636471403,0.11950963554875,-0.0620789782935247,0.400397531638998,-0.346878036453219,-1.47902422644237,1181124
0.585470620372714,0.211942449065114,-0.187088082588927,0.384271341651011,0.0827025449183023,-0.267228813375271,-0.258992471999687,-0.423952413671968,-0.363137019654224,1.97743432904695,0.089032011527003,1.1547789268933,-0.245573347927808,0.393142502058056,1183075
0.196221840439324,4.23114651842954,-0.187298194580089,0.190454838946496,-0.782545470567077,-0.218690338017941,-0.216426808382517,0.0278832799734145,-0.179977625741199,2.53525684403401,0.0352533088719217,-1.13022553765462,-0.224487870391847,0.281801115664838,1232870
-0.472579540835119,0.386223381950284,-0.081149538850484,0.186912602951459,-0.171777622693213,-0.0653103018711664,-0.259457879326322,0.226562564069174,-0.130161150260668,-1.05554905773038,0.0520364945090079,0.450165979199194,-0.172869412525399,0.120301526101586,1279943
-0.391155050375026,0.276191941218177,-0.186086662270596,0.776703502953194,-0.709548512543256,0.166970494621439,-0.262209544923676,-0.148020634397317,-0.273194037007071,0.848331386145291,0.336725458796603,0.484361680631637,-0.0488489219367262,0.19686934630744,1329352
-0.418956485206343,0.335721910962575,-0.178944642227721,0.397879652124694,-0.306908767730233,-0.0220748648022003,-0.199505622450673,-0.401254038536759,-0.149037280851247,-0.0551399155703941,0.0789423395427657,0.342517613883896,-0.267180424799338,-0.291677208151436,1330263
-5.87493759218587,-1.36876940106878,-0.187226996119835,1.36501022632962,0.488008670426644,-0.148948983918342,-0.24494138812341,0.171644330450648,-0.0546492116732582,3.00935104918788,0.141204838128529,-0.563005711223917,-0.34092932875405,-0.594631495380172,1364384
