"letd_prg_wavelet.HLL_firstorder_90Percentile_232","letd_prg_log.sigma.3.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_226","sub"
-0.709043075091925,-0.538451693761365,1916742
-1.06229666168704,0.750072837562209,1980052
-0.862102489716528,-0.120102273883421,1926770
0.102935633504494,-0.509451713979632,2196212
-0.607546260709319,-0.539911020146738,2393207
-0.150385599278015,0.256441421674263,2146138
-0.895621833685833,-0.182426967597996,2228399
2.29895984832351,-0.0906370021202872,2234271
-0.443009087463766,-0.447819089983829,2296332
-0.457791429770163,0.160058719752968,1684230
0.743337491052202,-0.51836400324821,1720713
0.646142571125525,-0.479815654479672,2186951
-0.861205383737295,-0.285602545333314,2439458
-0.176189717927424,-0.53829271207147,2135748
-0.803194497751282,-0.0577391142751878,2141116
0.738263287129214,0.525253865943826,2108003
-1.02629356684763,0.100806011428213,2006164
-0.743830225818845,0.403965583383679,308862
-0.104532031763102,-0.108057060188173,1085983
-0.662958086540127,-0.180871894016675,2004451
-0.924926959155802,0.937263205083005,2359944
0.804569426530595,0.0655486259159238,2069079
-0.141438872346394,-0.359531534873528,2059713
-0.425479681671244,-0.423126586370704,2294873
0.868531120689385,-0.191914248197675,2033049
-0.810787424560128,-0.507678547159966,1485662
0.144272918529081,-0.446151007650485,1526417
1.47605040452354,-0.186819977683157,1386095
-0.129684806326368,1.90232505439245,2132424
-0.288665467286599,-0.486511305018646,2138375
-0.99341659745784,-0.197998536307581,2490180
-0.931115349238707,-0.289485629079741,2034136
-0.67835315098781,-0.44140698419409,2510402
0.087480746459914,-0.511672526316791,1330263
-0.00558980534986683,-0.517972594174231,1768972
-0.17984627385432,5.23717483867683,2306459
4.58500498269777,-0.332522886231514,2181724
-0.929273778802952,-0.317504435836424,2217034
-0.0892299757925484,-0.311685134412227,2218615
-0.789703414938452,-0.355800877119803,92173
0.534200979830798,-0.551068346613253,2414406
-0.716888532988618,0.203640131543657,2381907
3.34244268793707,0.843104268267413,2002465
0.0838948076010999,-0.220452584396782,2474709
0.636582604332177,0.787076532771607,2176530
-0.539345872817366,-0.451992783939373,1279943
-0.875450746402845,0.32591302290415,1976407
-0.591186048873515,0.306090917814327,2250836
0.00948372881826842,-0.245204356805364,1915938
-0.317532911896201,0.533532040329791,2133380
2.75615778562653,-0.0583627153695917,2271329
-1.26226759260363,-0.156417404056722,2286108
1.60032953277469,-0.224058887775711,2040495
0.291396901277987,-0.285307333291638,1125173
1.49546761318714,-0.362610845951942,1767700
1.0345240979275,-0.532120359919338,2138678
-0.616042997977102,-0.495493153198776,2443354
2.21186451520528,-0.321022997937721,2234422
-0.975355777519208,-0.425009862824999,2151024
-0.520746688335709,-0.507874902741074,2057358
-1.03359156126456,2.61417526578798,2425694
0.705889632608628,-0.533526690139881,2500377
0.760438625553362,-0.313286514774137,2183356
1.9063915939776,-0.499728075689666,2131601
0.290681981121753,-0.12911332777821,2152442
0.187786027248798,0.396853746352695,2306893
-0.31937990545357,0.13349578591134,2009915
-1.06126700633204,-0.555203896449711,58325
-0.581118936079703,0.579459726781046,2395943
-0.800375173434681,-0.310649190803677,2480330
0.181737369912772,0.429466887011583,2076301
-0.348730667980366,-0.503213483386614,2205389
0.867516492170169,2.37546848523992,1975401
0.819855148421252,-0.21159745655303,2250648
0.711801249344064,-0.210518442017247,2185290
-1.25635094103691,1.49410894562938,2091555
-0.656620152907991,7.78061417720765,1232870
0.814421957144846,-0.446415645959373,2139733
0.510023305831122,-0.531134929813138,2559453
-0.699647924600797,-0.557298930780784,1938156
0.255643904240352,-0.0286923614281484,2158101
1.77251470534094,0.183191077044076,2199403
-0.946785038494034,-0.337117181877002,2430773
-0.235113137961798,1.27647969088655,1738800
1.57684143651568,-0.48156620070405,1565177
-1.21991860418031,-0.157850708467082,1978972
-0.171885286641337,-0.423900848849647,2487135
-0.553496699730488,-0.0138643237230683,1612262
-0.459716650886086,0.859967382480475,2051378
-1.10984043112393,-0.483389023587219,1497807
-0.657109295180141,-0.445217192761957,2026671
0.532525843573641,-0.546069944870167,2340322
0.503902141747409,-0.576715727217092,2293123
0.388436763932746,-0.474766462089523,2395415
-0.713691971673075,-0.348387928341901,1966316
-0.737908319389655,0.0463728130759154,1973544
1.76286478462106,-0.0505209044270238,2010259
-0.740996793620241,0.0131877581753341,2145694
0.253007128151058,-0.18216879852981,965005
1.19767818101636,-0.541114589031522,2096627
-0.171240724692963,0.0400074538068502,2047354
1.7080451792021,0.722442476303417,1364384
-0.237388389867517,0.40238431511467,2132982
-1.34574229959354,0.0241940797007126,2134220
-0.583097210597762,-0.512974458834564,1889409
-0.0389317782962703,-0.489484978455249,1938561
-0.73874953744734,-0.448211444561512,2055667
-0.572185462791357,0.287274323760786,2176784
-1.25193864269705,-0.518077781847061,923666
0.993203716475289,-0.490335609989589,2086044
-0.447590317983347,-0.572280829243779,2078198
1.0745088641874,-0.320097042578993,1501387
-0.502597752378109,0.482410691759306,1518948
-0.721147935539397,-0.549592870158137,1606693
1.25212404404935,-0.517495796790465,2305115
-0.641283888559334,-0.467325272766876,2237571
1.6622063149477,-0.519223482532863,2285214
-1.03363811727517,-0.48392075853091,2426863
-0.711319051806262,0.0409313449937336,2480056
0.0971780644861171,-0.338935393582164,1668599
-0.41840061828558,-0.555249992351271,2339674
-0.0457584400241992,-0.465703308448724,2133204
1.41940762068746,-0.512740296702322,2294852
-0.0232559281677025,-0.46885178083919,2445526
-0.20855387227793,0.072463329489052,2200416
-1.34339948517034,2.07138911752045,2168082
0.0869890155855644,0.531755781095243,2075846
-0.897272857113475,0.235662269472536,215131
-0.974292975113005,-0.495063865667551,2274521
0.676833038836103,0.106890934036829,277752
2.39535898016116,-0.491897392590539,2078899
-1.03331263937726,-0.387664600116215,2172217
-0.607991953293502,-0.438712697593238,1614566
1.64488030857322,-0.185287442867116,2100050
-0.581728137721994,-0.423838398394437,2183291
-1.09287024106517,0.904941210365227,2336735
1.2000960390174,-0.489053081435805,2352038
-1.06718851152789,0.897344911178997,2305114
0.3349624291923,-0.323734153168255,2448298
-0.557793300494914,-0.375870241959252,1329352
2.43171092797636,0.00560471764941306,1183075
-0.62676567427865,-0.466362055960267,2110540
-1.26022394293695,-0.487720260808409,2070958
-0.392612885488109,-0.415476926388349,2340155
0.535358965139981,-0.34247308759418,2075832
0.158078192934217,-0.0434855683285599,2498991
-0.551575581549055,-0.12651766385053,1919296
-0.795023730215825,0.127127853586909,2401405
-0.465921116188668,-0.430468869365135,1644034
-0.927377097026309,-0.475442932200398,2405144
-0.330115485937097,-0.592234287732575,2158329
-0.702172044722247,-0.543712013753325,2319068
0.252061692968709,-0.0152111169754475,2504802
-1.37988715339901,1.07818845223163,2331869
-0.174080939029336,-0.555151745319428,2317120
-0.233979847917621,1.34634862641132,2072215
-0.469541121052467,-0.377253360002382,2228400
-0.506489793447347,0.33231602547599,2145166
0.267266521040545,-0.0990299957412425,1692385
0.863851005565677,-0.296999565008851,2109902
-1.5499611137811,-0.206984907135548,2219842
-0.529804272156644,-0.532871968646264,2520618
-0.749642556716811,-0.0412978862698495,2419459
-0.759457190194823,-0.454187773865616,2276121
-0.813624519630847,0.732893402125056,2350037
1.2304332142994,-0.515175327094807,2001182
1.51113253941442,-0.344319988211362,2278618
1.20515054367763,-0.326461681821336,1740845
1.45446565569184,0.759146250230251,2321962
1.1198151494247,-0.35489602503664,2212664
-0.0709832812727787,-0.17024652813648,2453577
-0.617949555271146,-0.549951671330509,2224150
-0.344008617500979,-0.269237365866934,1967281
1.63635917372968,-0.223400314614456,1742294
-0.430147772737725,-0.232609769083655,2488660
-0.495940307576141,-0.506381220420001,2085349
1.07315404156675,0.23022891295394,2247869
-1.11498523917199,0.116797794457515,2157529
-0.476836513924179,-0.531737268976627,2119177
0.681456929519978,-0.492879605471997,2010554
0.116319146952806,-0.430957133138253,2493534
-1.19550021606184,6.23712890040757,2200813
-0.603190652757691,-0.494904867653887,2116787
-0.772515083372108,0.123824037964631,1154608
-0.53863847255053,-0.189718923478736,2267382
0.120285247931053,-0.500868792299781,1181124
1.27321281669908,-0.447092019403082,2137799
0.125187568667808,-0.549146798228626,1458656
0.700648826247899,-0.519349686057965,2269346
-0.781704362330085,-0.472375707358352,2092954
0.937012048345014,0.159971617988992,2007309
1.3805936015456,2.08078887211214,1671370
