"lemd_ctv_wavelet.HHH_glszm_SizeZoneNonUniformityNormalized_246","lemd_ctv_gradient_glszm_LowGrayLevelZoneEmphasis_232","sub"
1.62109984737632,0.876077918655219,1916742
-1.50826668584181,-0.281440602038249,1980052
-0.383934810030088,1.47254010408254,1926770
0.877702860425308,0.191988477550361,1979045
0.618675212838638,1.29670891824038,2196212
-0.769823913712848,-0.821480464174671,2393207
-0.800938832871078,0.730163075226298,2146138
0.43652358583252,-0.691730161398419,2228399
-0.47527490488198,1.37500621394242,2144796
0.37864245586178,1.59375619556716,2234271
1.44116651954184,-0.964226419970651,2296332
-0.530358457374792,3.17857286304009,1684230
-0.87898481583066,-0.701438023971358,1720713
0.473332890204842,-0.9949671525353,2186951
-0.810983342551168,-0.8163540605511,2439458
0.127396358536799,-0.701153843952168,2135748
0.68767784754624,-0.544554064751827,2141116
0.274457729859659,-0.531195565852375,2108003
-2.00894243618456,-0.491005772988116,2006164
-0.377154162130397,0.720102452194059,308862
-0.668209349556449,-0.253867556252609,1085983
-1.7513654698011,1.04453279334032,2004451
3.60673017664858,0.703176864728554,2359944
-0.999278606927044,0.103233899911275,2069079
-0.557586571900802,-0.769106218628769,2059713
0.699070272508555,-0.960790685199233,2294873
-0.586015746841073,0.351534213018121,2033049
2.33388839164366,-0.235225115151605,1485662
0.25330594277605,-0.0882147689212544,1526417
0.542745406671646,-1.10560919038684,1386095
-1.71307741132751,5.99471780943127,983079
-1.51563331565876,-0.176622463308416,2132424
0.0464748876026774,-0.53695801973624,2138375
-0.672022254396629,0.355442329479867,2490180
-0.413536520219037,-0.140838086537985,2034136
0.84614593583789,-0.0309386063881998,2510402
1.88501523208303,-0.658708167219159,1330263
0.622130160445609,-0.387302198593876,1768972
0.525485686276465,0.775944577802486,2306459
0.690036788939334,-0.0742047587357272,2181724
-0.330904300719353,0.16055455594803,2217034
-0.69462993952908,-0.0158776459609166,2218615
0.0297426698678421,0.32972087999542,92173
-0.328041275577633,-1.12650672146327,2414406
1.8603878918798,-0.42623851804127,2381907
-0.187316082027511,1.72517061626839,2002465
-0.689801700007668,0.520411773696788,2474709
-0.0287647294014733,0.738024119999618,2176530
-1.04689766311274,0.566594537660315,1279943
3.71425487730364,2.06703682098576,1976407
-0.00319651727899752,1.91134891269851,2250836
-2.39962889369254,-0.665853524943808,1915938
-0.6583442572026,0.745027421474291,2133380
0.119394176157768,3.10186380853432,2271329
0.895540802946003,1.5412637997272,2286108
0.544407661554099,-0.530253660796626,2040495
0.28398028574459,-0.0597856380580377,1125173
-0.198058954113163,-0.152688912203563,1767700
0.0685490269356978,-0.362389654893117,2138678
0.704979612563075,-0.905500399632709,2443354
0.479786650353179,1.46077438269213,2234422
-1.33442309678843,-0.884525891185834,2151024
2.0677835562393,-0.548502735595706,2057358
0.395374633420678,-0.599310411675628,2425694
-0.305688160867403,-0.78559483846203,2500377
-0.746725397221931,-0.370991094647877,2183356
-0.916513066993535,-1.10824130459108,2131601
-0.523043672996412,0.0791127037495007,2152442
0.275741637727257,-0.887289196627862,2306893
-2.84530999761791,0.839929615893071,2009915
0.207731203826469,-0.542851459628856,58325
0.252112541601174,-0.490403542283982,2395943
-0.299190352614512,-0.537729709790649,2480330
-0.838273846658077,1.02802981676459,2076301
0.274745754463373,-0.498245694489335,2205389
-0.23990956894178,-0.356856867669084,1975401
-0.613663160871618,-0.289017422327602,2250648
-1.02206911792323,-1.14031003792888,2185290
2.4790207899027,0.590045050561681,2091555
-2.21730480572308,-0.311438269436211,1232870
0.0378415801392821,0.318824228718632,2139733
0.823467167373193,1.31257316046947,2559453
-0.322992052294164,-0.782304397887398,1938156
0.207365362936841,1.11318906659201,2158101
0.142374755600823,0.692027282622242,2199403
0.166763507233564,-0.160886853983458,2430773
-1.70006091360505,-0.103438742785325,1738800
-0.322201958596941,-0.675796678680842,1565177
-0.125490415333366,0.672600034367957,1978972
-0.0120209315609613,-0.202489418874948,2487135
-1.2043932058927,-0.0158237512972081,1612262
-0.470324539993016,-0.83696479935452,2051378
-0.218476513660413,0.348868859624278,1497807
-1.70903061035321,-0.883881372199037,2026671
0.137882514095111,-0.559962592896157,2340322
0.44645631935433,-0.947696717114118,2293123
0.843573059326082,-0.987308547036278,2395415
0.951115091717548,1.047592823028,1966316
0.43652358583252,1.24808126809841,1973544
-0.522290703107657,1.34435540879484,2010259
-1.02779871889197,-0.620253791998529,2145694
-0.438418375380339,0.439150524770355,965005
0.406181687611784,-1.31578880066777,2096627
-0.379080026622617,0.252766435233052,2047354
-0.000261870724486054,-0.334817727945255,1364384
0.539338922510701,-0.120512037115174,2244172
0.160592730485911,-0.68898427777077,2132982
-1.21541656100754,-0.220465091722032,2134220
-0.41090371659873,-0.626339180430885,1889409
1.10229779392553,-1.05957506239179,1938561
-0.103377937822222,-0.519436207861736,2055667
-0.612109630181228,-0.101913523550599,2176784
1.68196132166668,-0.83626605957597,923666
-0.16683580529434,-1.12733008381984,2086044
-0.182534741642859,-0.453429657851814,2078198
-0.167424955566344,0.240675477158841,1501387
1.41081793091937,-0.961485795230137,1518948
1.01513450623315,-1.30801950124507,1606693
-0.502966825512192,-0.927717528226799,2305115
-0.0939278831659987,-0.20243006914,2237571
-0.260182335320812,0.463072438477967,2285214
0.772025190552836,-0.48524054180977,2426863
-1.7513654698011,2.95123130157177,1979422
0.0604801543954915,2.27271905531987,2480056
-0.356796444082459,-0.777966244935591,1668599
-0.0527447355963736,-0.526400094000852,2339674
0.213871912446278,-0.753846109927455,2133204
1.14738325889245,-0.42284659496486,2294852
-0.412422948775318,-0.696717780459065,2445526
-0.538815367329639,-0.241936670976637,2200416
3.14950601481821,-0.981838347193975,2168082
0.702202012623238,0.417734548816749,2075846
-0.363264502439,0.506902980492674,215131
0.0337857903470033,-0.834798994999561,2274521
-1.92639659425179,0.537464797483121,277752
-0.160581220961833,1.28446445231559,2078899
-1.2043932058927,-0.803894863055311,2172217
-0.289490985393849,-0.7730527322377,1614566
0.544085718671728,0.563385164171724,2100050
0.705998967025875,-0.736062730141642,2183291
2.49495175060025,-0.492524188893209,2336735
-0.0106615244520341,-0.695321516547092,2352038
-0.465521463787922,0.949409378884813,2305114
0.562778688385519,0.700325789521137,2448298
0.466565258329717,-0.823497313427629,1329352
-0.59927024232038,1.0176721329111,1183075
-0.368419283186813,-1.34766503404479,2110540
-0.421531693474695,-0.915271984479943,2070958
0.501254031265468,-0.748523738201157,2340155
0.231441852529256,0.684409808429488,2075832
0.377690058645301,-0.721981856813226,2498991
-0.351116474195584,0.584377486651024,1919296
0.185613317402515,-0.181607534407153,2401405
1.53046811364933,-0.341464905491495,1644034
0.0207510461783822,-0.363066181918083,2405144
0.0576347118983347,1.00780184282075,2158329
1.2768546764046,-0.661621709637095,2319068
-1.79985054582622,1.78490885395787,2504802
-0.613887504964237,-0.783820271689672,2331869
-0.458597740340246,1.39393206924649,2317120
-0.498938174663891,1.14910262715128,2072215
-0.568012573200028,-0.553574688419181,2228400
-0.897213582481736,-0.266850777388846,2145166
0.43652358583252,0.591896015593017,1692385
-0.681613122143771,-0.382198944995742,2109902
0.329718350868156,-0.490802822859512,2219842
-0.0558075431118555,-1.15082890910789,2520618
-0.691702934130173,2.33332055219697,2419459
0.24976248797252,-0.167414733415007,2276121
-0.0696506231683939,-0.367598799165449,2350037
1.54434745598611,-0.802669775556777,2001182
-0.148821286364347,1.11469799828694,2278618
-0.193501669896847,-0.378732366567568,1740845
0.20080396195216,-0.0912619515217849,2321962
-0.644815539452611,-0.591830014080184,2212664
-0.781336354021373,0.241211765403749,2453577
-0.186495816285415,-0.178151092317446,2224150
-1.2463450595891,-0.571971272397888,1967281
0.271843764440742,0.84911048726918,1742294
1.38460884327376,-1.09492145748922,2488660
-0.888709018422122,-1.06385987635823,2085349
1.31395825918559,-0.592508096113483,2247869
0.43652358583252,-0.741030525254983,2157529
0.118526267443457,-0.553672615689857,2119177
-0.957674771151836,-0.612083324838847,2010554
1.97741535707449,-0.529676567960842,2493534
0.603366396456825,0.296555478463407,2200813
-0.950758165520095,0.253152085807388,2116787
-0.24696572245633,-0.838606516491848,1154608
