"mkm10d_ptv2_lbp.3D.m2_firstorder_Maximum_244","mkm10d_ptv2_original_gldm_LargeDependenceLowGrayLevelEmphasis_236","mkm10d_ptv2_wavelet.HHH_gldm_DependenceVariance_232","mkm10d_ptv2_logarithm_glcm_Idmn_229","sub"
-0.469209334323602,-0.239039002264432,0.882183297515164,-0.784227466802552,1085983
-0.217887368760292,-0.232308180512704,0.430271112566884,0.605248812710027,1125173
-0.469209334323602,-0.195801801937733,-0.887748373508781,-0.746836158650934,1154608
-0.469209334323602,-0.178813113417369,0.912278162987116,0.30904975762607,1181124
-0.469209334323602,-0.203491234248714,0.206446316713461,-1.7599079129693,1183075
-0.364449294138077,-0.1627317960286,-0.0105400589289541,-1.82029320963808,1232870
0.635694254075911,-0.247128472076983,0.22304705725152,0.551544143979856,1279943
-0.469209334323602,-0.242749401747944,-0.379787296601344,-0.270530939178451,1329352
-0.469209334323602,-0.0824441632443388,1.16171067451408,-1.30859612609166,1330263
-0.469209334323602,-0.200547980019012,-0.48608944384713,-1.65163420344925,1364384
-0.469209334323602,7.60399749391619,-1.38309124956082,-1.64473562226304,1386095
-0.364449294138077,-0.24866644662195,0.00686941835675242,0.0186747824035816,1458656
-0.469209334323602,-0.114277432915563,0.370950000201418,0.886525835112534,1485662
1.66235986842181,-0.244847731675801,1.20469624183349,0.269693302151799,1497807
-0.217887368760292,-0.241216039367881,0.338473402910615,0.0474519622689326,1501387
-0.469209334323602,-0.229560930345077,-0.711233021910562,0.224148102355621,1518948
-0.469209334323602,-0.241150410366121,-0.163494994755086,-1.97732298256704,1526417
3.47902155036208,3.35988481269826,0.204412728858394,0.261296519351004,1565177
0.481249527073945,0.451821394707929,-0.0386183684400946,0.353448094984967,1606693
-0.125647199654176,-0.231045292979404,-1.00753501010273,-0.149122766361526,1612262
1.03182944180384,-0.139014867954153,0.995188814736386,-0.355513646462177,1614566
-0.364449294138077,-0.223284229159404,-0.0210795389349968,0.142727463164224,1644034
-0.364449294138077,-0.24058628820917,0.769341793602032,0.287944859343532,1668599
-0.364449294138077,-0.23963969718385,-0.0837825820669589,-0.429956235035942,1671370
-0.469209334323602,-0.242175813405876,-2.36833118794835,0.369617607782214,1684230
-0.469209334323602,-0.183471170490133,0.149059020680018,0.161811248973559,1692385
0.157527365712166,-0.245312355422068,0.927554895633107,1.10623637111828,1720713
-0.469209334323602,-0.242425832991557,1.16137415727433,0.477241292060673,1738800
0.761951858925684,-0.243296557942993,-1.27561597836669,0.877777247697524,1740845
-0.469209334323602,-0.227679000162542,-1.78336636066691,-0.615105145103557,1742294
-0.217887368760292,4.43137648426118,-1.40669440074905,-0.74611834213078,1767700
3.52930882591943,-0.230920302545555,0.825568495516155,-0.139434278208573,1768972
2.71669303752584,1.3817719491993,0.465575062613506,0.593119943224262,1889409
-0.469209334323602,-0.218937425117989,-0.338701200063649,-0.200338070346402,1915938
0.175574855558237,-0.228288463790965,0.607560544731126,1.04428668100608,1916742
-0.469209334323602,-0.112913805509738,-0.316397929213423,-3.40521272036922,1919296
-0.469209334323602,-0.0606934468037164,0.0479024267462486,-2.42540844752855,1926770
1.27395365085024,-0.131243027798787,0.886679902429647,0.780289702549536,1938156
-0.469209334323602,0.0816246770715093,0.452245788615425,-0.854587997459441,1938561
-0.469209334323602,-0.233163921172337,0.246371401135192,0.0327354575577423,1966316
-0.469209334323602,-0.23311603138077,0.671334711079277,-0.893703661328772,1967281
-0.469209334323602,0.322705728353543,0.586982369619449,-0.888837267201123,1973544
-0.364449294138077,-0.223205248002192,-0.211101597715206,-0.560819770433971,1975401
-0.364449294138077,-0.232085985408782,0.197831336703787,0.884602575805127,1976407
-0.469209334323602,-0.238783866766892,0.149692290009505,-1.29041444030324,1978972
-0.469209334323602,-0.237977590113731,0.289049299840014,-1.78098954194768,1979045
1.13034782303932,-0.211980985137699,-1.49712681194463,0.613956577303363,1979422
-0.469209334323602,-0.182263738606184,-0.611722334605783,-1.0389959691826,1980052
-0.217887368760292,-0.221509592531771,0.220857047574981,1.37258482843467,2001182
-0.364449294138077,-0.22570019848761,-3.04514339477318,-2.16459777019192,2002465
