"letd_ctv_logarithm_glcm_ClusterShade_240","sub"
0.495077995736713,1916742
-0.356806142294804,1980052
-0.313017407083704,1926770
-0.352945846622149,1979045
0.184839106568894,2196212
2.42277198408433,2393207
-0.252217282277309,2146138
-0.420981333485059,2228399
-0.114165542124107,2144796
0.0816835840399871,2234271
-0.478703442304608,2296332
0.0435522138954798,1684230
0.0632382139668815,1720713
3.1756667729615,2186951
0.0366440127701525,2439458
-1.15842989752134,2135748
-0.423165151430856,2141116
0.12023817812092,2108003
-0.366901435279774,2006164
-0.0242956072793972,308862
-1.26802644911254,1085983
0.364824847961205,2004451
-0.198555406316468,2359944
0.170469594336621,2069079
0.0566789828323983,2059713
-0.412896141172307,2294873
-0.260045843511373,2033049
0.0586026626883816,1485662
-0.876274903415011,1526417
0.0858919548376122,1386095
-0.303746165404772,983079
-0.122710311509983,2132424
0.366909207441284,2138375
-0.0336744404427318,2490180
0.0327848892675846,2034136
0.293294535472532,2510402
-1.07432440285641,1330263
-1.74543516944516,1768972
-0.268041060157807,2306459
-0.289686588059161,2181724
-0.381619784988676,2217034
0.254608320919295,2218615
0.412324799424403,92173
1.62928482234949,2414406
0.363160917568559,2381907
-0.439458007985899,2002465
-0.0873402642437449,2474709
-0.341008915310942,2176530
0.397095881818284,1279943
0.192076348785758,1976407
0.252985817505173,2250836
-0.262825398144969,1915938
-0.282644793795212,2133380
-0.0946711566725429,2271329
-0.285458355001841,2286108
-0.40352442577852,2040495
0.411230173496633,1125173
1.17611278441801,1767700
-0.00300264275950563,2138678
0.201790134593738,2443354
-0.222256197987066,2234422
0.0174589408503846,2151024
-0.383500388585847,2057358
-0.200925921270597,2425694
0.260269561598979,2500377
-0.562361707840912,2183356
1.73635679293384,2131601
-1.59551043513654,2152442
-0.0191103051899612,2306893
-0.18646287137356,2009915
0.448300208879257,58325
0.13258252496782,2395943
-0.0399682557671571,2480330
-0.0646030285763098,2076301
-0.243480491034579,2205389
-0.0989899842219487,1975401
-0.149218435893459,2250648
0.0763387265480072,2185290
-0.120372542919765,2091555
-0.0673876972547953,1232870
1.04884551242752,2139733
-0.49439901338979,2559453
-4.95536657260922,1938156
-0.228080375712397,2158101
4.91676300947849,2199403
-0.334098441100978,2430773
-0.220581094564457,1738800
0.517240053827456,1565177
-0.249332051118115,1978972
-0.118347156179524,2487135
-0.108031362330813,1612262
-0.09098534209277,2051378
-0.108488696990489,1497807
0.137207849085647,2026671
6.20131190198614,2340322
0.661233665396279,2293123
0.807474924245249,2395415
-0.277251598903847,1966316
0.328178960268702,1973544
-0.0238566773888831,2010259
-0.318484458367819,2145694
0.0316268379611692,965005
0.294353633463601,2096627
0.196539599046944,2047354
-0.555085405853431,1364384
0.346965388280437,2244172
0.0436114820183551,2132982
-0.424580726604624,2134220
-0.778473113869224,1889409
0.24253823831799,1938561
-0.442844558408409,2055667
0.204844599110744,2176784
0.900111546588443,923666
0.721436844024526,2086044
4.11550707559436,2078198
-0.17442061596671,1501387
-0.428427201060252,1518948
-0.423359234930853,1606693
0.706242141052854,2305115
0.589126641656638,2237571
-0.776466083118587,2285214
0.321578958918665,2426863
-0.406283679514837,1979422
0.084691594678394,2480056
-0.115531141254915,1668599
-0.999818774099443,2339674
0.187914531690686,2133204
0.220298830476087,2294852
0.832487720747298,2445526
-0.320421493609767,2200416
-0.411704517050162,2168082
-0.00492375944217972,2075846
-0.314914238873866,215131
1.50448104408403,2274521
-0.335900085514893,277752
0.318835283331222,2078899
-0.143515857826767,2172217
1.24951485362099,1614566
-0.183307282786456,2100050
0.233148948909651,2183291
-0.237213079494514,2336735
-0.272379823389546,2352038
0.0166502192543227,2305114
-1.55221165972808,2448298
0.191253232975266,1329352
-0.293764780196958,1183075
-0.0140281061435368,2110540
0.678927897540097,2070958
-0.277507892708717,2340155
-1.14950367013387,2075832
-0.259232097238148,2498991
-0.410540021291585,1919296
0.0221554598503475,2401405
-0.386487560761371,1644034
-0.176524246822489,2405144
-2.55346474345058,2158329
0.0132774647300455,2319068
-0.319942010886991,2504802
-3.20306211620007,2331869
0.426500273470643,2317120
0.250876891607902,2072215
-0.414250732230357,2228400
-0.311966031340136,2145166
-0.309212785358233,1692385
-1.23202224702213,2109902
-0.099544153192409,2219842
0.22020853104266,2520618
-0.360679188265394,2419459
-0.493834035017547,2276121
-0.292075408834945,2350037
-0.174809286841197,2001182
-0.36697570345935,2278618
0.166192149762123,1740845
-0.0469983783188091,2321962
0.0614373170596806,2212664
-0.0215095203308215,2453577
2.38529614423092,2224150
-0.442353386541074,1967281
-0.265208568514534,1742294
-0.279213499184282,2488660
-0.0476123113365725,2085349
-0.297610144235799,2247869
-0.428201619901016,2157529
0.426844303555743,2119177
0.919601321546666,2010554
0.0455452277741894,2493534
-0.158810845120547,2200813
0.343339522881292,2116787
-0.101714097666142,1154608
-0.179337709248593,2267382
-0.968736617519853,1181124
0.847600782656886,2137799
0.508609741482293,1458656
1.51007326514009,2269346
-0.523525890553385,2092954
-1.35143270430407,2007309
-0.322121650330539,1671370
