"mkm7d_gtvper_lbp.3D.k_glcm_ClusterProminence_226","sub"
-0.114232029782805,1085983
0.533791254904353,1125173
0.550330500415287,1154608
-0.588158040585329,1181124
-0.138309765167475,1183075
2.61242008899207,1232870
0.270078487675283,1279943
0.454458975374678,1329352
1.25674001540549,1330263
-1.4969059423325,1364384
3.75683983666557,1386095
0.357294766496051,1458656
-0.548192042956118,1485662
-0.834625298927936,1497807
-0.798260502830192,1501387
-0.112422273183499,1518948
-0.828348821767288,1526417
0.120225026875423,1565177
-0.313689503202122,1606693
-0.0227476484839018,1612262
-0.814713705986877,1614566
-0.931304575285218,1644034
-0.738941437829721,1668599
0.258370887041899,1671370
-0.817061670074798,1684230
-0.264953990722806,1692385
-0.382123511555647,1720713
-0.505427553546621,1738800
1.15530241714774,1740845
0.190174701432836,1742294
-0.620990466353247,1767700
-0.842892520673241,1768972
-0.670672208700051,1889409
0.903515019828131,1915938
-0.0257540349316699,1916742
-0.589195644313936,1919296
-0.698790245854526,1926770
2.52790600116781,1938156
1.24493799363396,1938561
0.196829769241522,1966316
-1.42093223443758,1967281
-0.989751087136023,1973544
0.640997085782197,1975401
0.161242557677911,1976407
-1.10927561340524,1978972
0.361283832126807,1980052
0.315856613331353,2001182
-0.807981647182114,2002465
-0.664412404392572,2004451
-0.783967013771242,2006164
-0.668830183737804,2007309
0.382999710396481,2009915
2.23041519940606,2010259
-0.855604172898606,2010554
-0.125167781595136,2026671
0.311368843587688,2033049
2.23447460514429,2034136
-0.913544774812839,2040495
0.798914142860154,2047354
-0.516275484943388,2051378
-1.0546041836073,2055667
-0.0018654212821686,2057358
0.837911818321797,2059713
-1.22038603651788,2069079
-0.380357502322305,2070958
1.06416764341592,2072215
-1.19712164623557,2075832
-0.241681405379382,2075846
-0.869684669717855,2076301
-0.434981487779005,2078198
-0.59782248347893,2078899
-0.58125647867427,2085349
-0.148709950498875,2086044
-0.443456330255288,2091555
-0.0601216940220446,2092954
-0.211843528502834,2096627
-0.0337870463362971,2100050
-0.180334266511003,2108003
-0.324862225253448,2109902
2.39937784718763,2110540
-0.536004365888869,2116787
-1.01162903946623,2119177
0.549851379024617,2131601
-0.0736318488141381,2132424
-0.281437221348114,2132982
-0.167358643356218,2133204
-0.815196807950796,2133380
-0.251402169375408,2134220
0.0862825004587078,2135748
0.817188796474426,2137799
-0.117390132390048,2138375
0.138975246844894,2138678
-0.830486138890428,2139733
-0.0245293652023146,2141116
-0.457362484319564,2145166
-0.303954149982385,2145694
0.559060053230333,2146138
-0.654101067400818,2151024
-0.630784845104345,215131
-1.16839017443892,2152442
0.366613650123382,2157529
-0.113480688083061,2158101
-0.635508244179389,2158329
-0.87665215552313,2168082
-1.17611564150483,2172217
-0.605347678939339,2176530
1.08688107541901,2176784
-0.605851831133913,2181724
-0.617270497026551,2183291
-0.729745826191143,2183356
-0.991316598529371,2185290
0.667609765203958,2186951
-0.720891295462883,2196212
-1.05236790236174,2199403
-0.936821801413854,2200416
-0.0709647245812366,2200813
-0.5258658425637,2205389
1.77112317188416,2212664
0.58461845343128,2217034
-0.878703902600077,2218615
-0.446989669801662,2219842
-1.07446685625886,2224150
0.57344343215736,2228399
0.131094381212849,2228400
0.401315396413636,2234271
-0.527246258036452,2234422
0.128475469517997,2237571
3.84663912442478,2247869
-0.705960078419489,2250648
-0.271925449732028,2250836
0.0557278625898899,2267382
0.255059599346285,2269346
-0.379243301090599,2271329
0.385586390278441,2274521
-0.436581974741917,2276121
0.462753435622061,2278618
0.144658304110635,2285214
-0.287852356977066,2286108
-0.572905627693681,2293123
3.07821918699723,2294852
0.931493791094406,2294873
-0.857996498835985,2296332
0.170961714483796,2305114
0.407839653329544,2305115
-0.792613545239099,2306459
2.90121295078629,2306893
3.9555257810508,2317120
-0.26105372517077,2319068
-0.72963488606356,2321962
0.0513406008092721,2331869
-1.05862406235066,2336735
-0.236178006478841,2339674
-0.588283076992539,2340155
-0.803384171271976,2340322
0.0144680989600007,2350037
-0.24815882061994,2352038
-0.185940729876099,2359944
0.428086041377394,2381907
-0.202926972689991,2393207
-0.404019080644431,2395415
0.328424599620178,2395943
-0.58681155149523,2401405
-0.243617355414781,2405144
-0.142327416576935,2414406
0.772545099723583,2419459
-0.210910218597695,2425694
-0.0330612313758012,2426863
-0.740185310717939,2430773
1.38987256729927,2439458
0.611974028155747,2443354
0.063701211888465,2445526
-0.973300201544029,2448298
0.750566543529005,2453577
-0.0376588479922741,2474709
0.446354240290219,2480056
4.14093055015724,2480330
0.604043528388938,2487135
0.292078253712892,2488660
-0.723181237373846,2490180
-0.0670858456628584,2493534
-1.33525140462823,2498991
0.339930949059469,2500377
1.072572428793,2504802
1.91770311334959,2510402
-0.518958799338121,2520618
-0.745595169787611,2559453
-0.459764711235138,277752
-0.184887175625884,308862
-0.535551360921207,58325
-0.531899819727254,92173
0.300886958587668,923666
1.42801306000874,965005
