"lemm_prg_kurtosis_250","lemm_prg_v32_250","lemm_prg_v34_250","lemm_prg_v37_250","lemm_prg_v40_250","lemm_prg_v42_250","lemm_prg_grady_250","lemm_prg_m101_250","lemm_prg_m020_250","lemm_prg_m111_250","lemm_prg_m201_250","lemm_prg_m120_250","lemm_prg_m021_250","lemm_prg_m012_250","lemm_prg_m102_250","lemm_prg_m030_250","lemm_prg_m003_250","lemm_prg_m004_250","lemm_prg_m310_250","sub"
-0.153057642699699,0.329196620247845,0.419088974622239,0.581746681322168,0.74311592060096,0.976082071627879,-0.108914741229189,-0.200773487438245,-0.593119359337642,-0.0709894451065462,0.125841869476304,-0.10558655246826,-0.183577579071167,-0.030693930601337,0.0214100650398458,0.025964380178754,-0.141050675535215,-0.330792052618933,0.0879323800456993,1085983
-0.269400107260805,0.329196620247845,0.419088974622239,0.579954047172063,0.662006305067559,-0.988433773524551,-0.0600751765110555,-2.01786340427727,1.05242559564433,-0.98950208805464,-0.566799589225343,0.747602250567244,0.30629719687411,0.360617808643057,1.03979694125841,0.453844067777723,0.58293382218618,0.31473853824242,-0.540241669891549,1125173
0.295861041455387,0.275647011592643,0.373008072740142,0.530845162550809,0.697192979493216,0.918557786238319,-0.629684808312812,2.09152936806569,1.08354704245944,-0.671946688466361,-0.153925212749139,-0.466766090012335,-0.63128331141579,-0.516986838958251,-0.613642877313587,-0.412262368338501,-0.622872296002579,-0.184269297971046,1.34212393132796,1154608
-0.00176163310297141,0.327077037990537,0.414225085380943,0.572920085353634,0.737192311772292,0.937981245415809,-0.939581498279607,0.136894301252582,-0.42247885144494,-0.0821299126418954,0.0132949769547785,-0.0547617727953118,-0.228602922406245,-0.0490708554252061,-0.0834351314824857,0.042994014268638,-0.0974317358098966,-0.341541569921177,0.0901400093926144,1181124
-0.529552319822421,-4.06187128947853,-2.60381818884345,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.192735042084618,-0.311629040648228,-0.536453284265862,-0.102132343649297,-0.113859507272537,-0.382044324259058,0.00630063485819619,0.289470311036407,0.133056710427986,-0.0113649326511212,0.0534720298635753,-0.304345629382531,0.200423547248986,1183075
-0.523838332281377,0.329196620247845,0.41453982915427,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.103488976090841,-0.605964611873137,-0.727277096878813,0.0287412245407935,0.163231660484406,-0.0648283461188447,-0.136585940901177,-0.0311856381493912,0.0645841016974085,0.000654516031537581,-0.122847234146174,-0.316254397315216,-0.035858510809099,1232870
-0.542934815374924,0.329196620247845,0.419088974622239,0.581746681322168,0.76226020718375,1.0307133750783,0.143979562932263,-0.135718516274074,0.0722052664538124,0.29794377113135,0.356396561946203,-0.748887337213453,0.389061440959891,-1.23525945279622,-0.557805022850654,0.233357575716162,1.35503441551545,-0.00891463256705604,-0.023565254934269,1279943
-0.417437350700544,0.329196620247845,0.419088974622239,0.581746681322168,0.744092212111019,-1.01045219540961,0.0862502410563863,-1.26318039553656,-0.558929055504696,-0.182453846225323,-0.189189562845707,-0.297727226354275,0.133936281898362,-0.0850566372651027,0.150075848287848,-0.200244732522662,0.0526566483150887,-0.283046003952979,0.194507146699873,1329352
-0.467981796347719,0.329196620247845,0.419088974622239,0.581746681322168,0.713426246607762,-0.97960810735925,-0.283884066702371,1.34889941921673,0.186951048896939,-0.126085325717281,-0.349717961121708,0.328839345225143,-0.0611193802242236,-0.284387431431084,-0.997723763436709,-0.237199593059215,-0.335520381537196,-0.282076938721584,0.5708012026235,1330263
-0.496908986333961,0.329196620247845,0.419088974622239,0.541183760629735,-1.37194486106572,-1.01301068822797,0.164896042379976,1.05286438168625,-0.512251602150106,-0.00113340517515151,0.101092368470377,0.0152189897757102,-0.0949737724256864,0.12356268091349,-0.209554343335452,-0.085826410540065,-0.1871198113323,-0.341300793876328,-0.124362659971079,1364384
-0.384971029636053,0.0337419349066292,0.17711612743067,0.346557032110121,0.428016954035631,0.665593298803165,1.97360027887575,-0.143848680127636,-0.369015666313732,-0.121670923349502,0.0938872611230798,0.0761528003846946,-0.257070817791401,-0.0306305587983715,-0.0599598766845389,0.0633471935608962,-0.0986422148754187,-0.327703068552522,0.0773419090132594,1386095
-0.523361887446544,0.329196620247845,0.419088974622239,0.581746681322168,0.76226020718375,1.03052580862609,-0.179204390516526,1.61103123029296,-0.600844219215957,-0.0819472366635422,0.361672294516064,-0.457330524355686,-0.475419500610323,-0.0598517647958089,-0.141194585360869,-0.216996001947977,-0.1376936721643,-0.296024274256327,0.304057417520311,1458656
0.55829453274568,-0.233620064719968,-2.60381818884345,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.196277373997583,-0.152754600586995,-0.561516724057089,-0.11140183575864,0.109293795806346,-0.153890964901179,-0.188747067096525,0.118299849408765,0.0822522515956621,-0.0592406929101871,-0.00358104680621106,-0.311535704206153,0.000369668184512626,1485662
