"mkm6d_gtv_wavelet.HHH_glszm_SmallAreaEmphasis_236","sub"
0.673433952793715,1085983
-0.429904021425148,1125173
-0.423914622165037,1154608
0.726387806933343,1181124
-0.583123626167008,1183075
-0.771928934074804,1232870
-0.0486694801376668,1279943
0.270848131168323,1329352
1.1656324591372,1330263
-2.15305157858193,1364384
1.0028606191938,1386095
0.403529896419547,1458656
-1.71334956003161,1485662
-0.113887924302283,1497807
-1.1807851372686,1501387
-0.667981299430866,1518948
-0.0626168928664004,1526417
0.225028423712335,1565177
0.206909971887314,1606693
0.638487490064094,1612262
-0.585604019634606,1614566
1.38712666348859,1644034
-0.293336821951964,1668599
0.225011945652584,1671370
0.446320205115531,1684230
0.295354989254298,1692385
0.697184420442861,1720713
0.418123462344153,1738800
0.681914139594089,1740845
-0.247052778785847,1742294
0.542916365311031,1767700
0.554021725722081,1768972
0.46249583649305,1889409
0.460697311802277,1915938
-0.120109024772372,1916742
-8.56899931638227,1919296
-1.80557268976775,1926770
0.742653049093176,1938156
0.228906328206593,1938561
-1.037500707735,1966316
-0.914953369718354,1967281
-4.61849139667391,1973544
1.04150276704374,1975401
-0.839235125265611,1976407
-0.590778418044044,1978972
-0.528453180658008,1979045
0.809758749374996,1979422
-1.59104809727915,1980052
-0.898763364756321,2001182
-0.49554811838881,2002465
-0.109422290185662,2004451
-0.104442925189458,2006164
0.486670812476366,2007309
0.920760952589651,2009915
0.141252328776614,2010259
0.110480195902652,2010554
0.350559877616222,2026671
0.352066217070747,2033049
0.478329115547706,2034136
-0.399231362498049,2040495
-0.163003403919212,2047354
0.445953718496547,2051378
0.860690806797789,2055667
0.76636743048678,2057358
0.568668015743202,2059713
-1.18337049909052,2069079
-0.74473866168803,2070958
0.537152539458617,2072215
0.28186510230187,2075832
0.176285767220846,2075846
-0.319643649632162,2076301
0.33682669036716,2078198
0.62061495876431,2078899
-0.0131838678484478,2085349
0.45678304020929,2086044
1.0446547925214,2091555
0.193029919867381,2092954
0.311592523695019,2096627
-0.497134254611768,2100050
-0.473151751632216,2108003
0.410671990103856,2109902
0.531176101956506,2110540
-0.349512355661818,2116787
-0.0602038329303552,2119177
-0.214537478110937,2131601
-1.14614082075419,2132424
0.478096552680375,2132982
0.561793885438646,2133204
0.234416262086351,2133380
0.141419781377696,2134220
0.632880948644845,2135748
0.372087282956736,2137799
0.481890739909683,2138375
-0.0237562882481275,2138678
-1.34651621379209,2139733
0.0297104098192562,2141116
0.4756754161193,2144796
-1.27223871880237,2145166
-0.354327513710681,2145694
-0.9759773288565,2146138
0.201668743905367,2151024
-0.687899870189529,215131
-0.0764383021866987,2152442
-2.53348824660675,2157529
-0.403776409908953,2158101
-0.751332527182568,2158329
-0.954257284928135,2168082
0.94091310599051,2172217
0.28642169118163,2176530
0.753294134558711,2176784
-0.382685696744489,2181724
0.296252633689538,2183291
0.488644263131811,2183356
0.49920758931529,2185290
1.02221352857876,2186951
0.554450658561863,2196212
-0.925100298522008,2199403
1.14189068479619,2200416
-0.211924115596094,2200813
0.231327578830562,2205389
0.220026121597466,2212664
0.575405810184197,2217034
-0.948363582578133,2218615
-1.57691987452675,2219842
0.0838843678845467,2224150
1.774193537124,2228399
0.468714124706066,2228400
0.349639319914536,2234271
0.630463604928798,2234422
1.50533741380555,2237571
-0.13066399072827,2244172
0.873709605946368,2247869
0.255133760148429,2250648
0.972154549938328,2250836
0.744675687262585,2267382
0.182891588442139,2269346
0.0323873405194836,2271329
0.630663362414948,2274521
0.445679204882504,2276121
-0.885128427665772,2278618
0.165963419840939,2285214
0.248697989414876,2286108
-0.154236329115254,2293123
-0.0714754025321519,2294852
-2.3564895397435,2294873
-0.0640922891525808,2296332
-0.948190905637753,2305114
0.742739994756357,2305115
0.300581986239294,2306459
-0.694694268702534,2306893
0.156717929277114,2317120
-0.136227836112066,2319068
0.38328512097565,2321962
0.33752328363027,2331869
0.229863575665847,2336735
0.318906955602973,2339674
-0.233656518989384,2340155
0.678566411941247,2340322
0.478226549612735,2350037
-0.741830953738505,2352038
-1.59691216972906,2359944
0.866075422960424,2381907
0.806146000457624,2393207
0.359309366802181,2395415
0.392594190676043,2395943
0.431699631405061,2401405
0.941218954741427,2405144
0.463445720392826,2414406
0.438287349561515,2419459
0.617835821362596,2425694
0.529310128231156,2426863
-1.19860441630772,2430773
0.319980604824789,2439458
-0.292622812742818,2443354
-0.298516255641838,2445526
-0.0283321679596017,2448298
0.272791137416337,2453577
0.270670508358928,2474709
-0.55714956827392,2480056
0.386845189779953,2480330
0.101742445049431,2487135
0.158037317295351,2488660
-0.332166089537547,2490180
0.0511923199478333,2493534
1.08120596433334,2498991
0.395785729424645,2500377
1.26883643028456,2504802
0.180205142111961,2510402
0.158796846941947,2520618
0.426635278177203,2559453
-0.618632414107159,277752
1.06269199400652,308862
0.298342862772595,58325
0.0844187668760394,92173
1.10910688331322,923666
0.194066422554005,965005
-0.1401212576937,983079
