"mkm8d_ptv2_lbp.3D.m2_firstorder_Maximum_248","mkm8d_ptv2_lbp.3D.k_glszm_SmallAreaEmphasis_241","sub"
-0.463011195241364,-0.611997740646524,1085983
-0.205264713545995,-0.341747242078938,1125173
-0.463011195241364,-0.385486479444861,1154608
-0.463011195241364,0.681112064706489,1181124
-0.463011195241364,-1.13455520411967,1183075
-0.463011195241364,0.398472875874322,1232870
-0.205264713545995,-0.143305909070221,1279943
-0.463011195241364,1.12137567349306,1329352
-0.463011195241364,1.31458715793488,1330263
-0.463011195241364,0.900519205459304,1364384
-0.463011195241364,-0.450892467086532,1386095
-0.35557318551721,0.134084182863483,1458656
-0.463011195241364,0.0487040685575724,1485662
1.72304707971444,0.0582053078231627,1497807
-0.35557318551721,-0.708352071226239,1501387
-0.463011195241364,-0.968838223328736,1518948
-0.463011195241364,0.195244403894137,1526417
3.58614788708474,0.459344436468133,1565177
-0.0149947255155225,0.088908074554889,1606693
0.193094219587254,1.11550493817414,1612262
-0.463011195241364,-1.04479910974373,1614566
-0.35557318551721,1.64433008243938,1644034
-0.205264713545995,0.68927681286507,1668599
-0.35557318551721,-1.11046114488754,1671370
-0.463011195241364,0.407189874474373,1684230
-0.463011195241364,-0.0712446100383814,1692385
1.39584900638098,-0.662265325650722,1720713
-0.463011195241364,0.0141065115114592,1738800
1.39132362834573,-0.245792138150287,1740845
-0.463011195241364,0.441834948902216,1742294
-0.205264713545995,-1.12064924002897,1767700
3.63772065080996,0.286080703254614,1768972
2.8043320532033,1.66492334541818,1889409
-0.463011195241364,-0.0176865481555382,1915938
-0.271304771480969,-0.783408595223063,1916742
-0.463011195241364,-2.87930835481955,1919296
-0.463011195241364,-1.42993298022076,1926770
0.582431608175674,0.341224288333978,1938156
-0.463011195241364,-0.277859712538953,1938561
-0.463011195241364,1.85013988944442,1966316
-0.463011195241364,0.479872114801317,1967281
-0.463011195241364,-1.53311616009331,1973544
-0.35557318551721,-0.0617253072995508,1975401
-0.35557318551721,-0.4502895817375,1976407
-0.463011195241364,0.763967088275314,1978972
-0.463011195241364,-2.33474856073351,1979045
0.877032217521159,0.472285868380335,1979422
-0.463011195241364,-0.909118166078396,1980052
-0.35557318551721,-1.11381411912659,2001182
-0.35557318551721,-0.619019289265474,2002465
0.989136352517078,-0.286902828795396,2004451
-0.463011195241364,-2.21582271675048,2006164
-0.123090903060015,0.98322745244774,2007309
-0.463011195241364,-0.998082221658631,2009915
-0.261904423416942,-0.0617771828319411,2010259
0.949635513876905,-1.04824271324344,2010554
-0.463011195241364,0.742337546599344,2026671
0.145134513031329,0.217749905728135,2033049
-0.463011195241364,0.491583702493973,2034136
-0.463011195241364,-1.24497141469469,2040495
-3.20187752082326,-0.790437748905499,2047354
-0.205264713545995,0.0460221832505841,2051378
-0.463011195241364,1.79074091639943,2055667
2.40434218404288,0.969445394590449,2057358
1.38594853043954,-0.0128791927497396,2059713
-0.463011195241364,-1.46569904562692,2069079
-0.463011195241364,0.292921922927695,2070958
-0.205264713545995,0.792972390233536,2072215
-0.463011195241364,0.409018189232117,2075832
-0.463011195241364,0.179528540485596,2075846
-0.35557318551721,-0.421242063363275,2076301
3.15865780346941,0.361754441164034,2078198
-0.205264713545995,0.198456182177226,2078899
-0.463011195241364,0.946985623979013,2085349
-0.463011195241364,1.06306389400494,2086044
1.69785042461282,-0.851231569037395,2091555
2.39671940001057,0.299696255490563,2092954
-0.463011195241364,1.51699515103968,2096627
-0.35557318551721,-1.48178263351831,2100050
-0.463011195241364,0.57742513404743,2108003
-0.463011195241364,0.613424326932368,2109902
-0.463011195241364,-1.02511065877621,2110540
-0.35557318551721,0.80745022983282,2116787
-0.463011195241364,1.308238985072,2119177
-0.463011195241364,-0.457424036176406,2131601
-0.463011195241364,0.200399450985804,2132424
-0.205264713545995,-1.89295744941881,2132982
-0.35557318551721,0.050858049670038,2133204
-0.205264713545995,2.37838855796862,2133380
2.74115202343287,1.90028197103072,2134220
1.88721308356114,0.255016816758543,2135748
-0.463011195241364,0.758557197022828,2137799
-0.463011195241364,0.702532318030378,2138375
-0.35557318551721,0.33956458806746,2138678
-0.463011195241364,-0.63107450000895,2139733
-0.463011195241364,0.450935935529717,2141116
-0.463011195241364,0.460780811796688,2144796
-0.463011195241364,-0.0522887282889616,2145166
-0.463011195241364,2.6252435569827,2145694
-0.205264713545995,-0.972850059703247,2146138
