"mkm8d_ptv2_lbp.3D.m2_firstorder_Maximum_248","mkm8d_ptv2_lbp.3D.k_glszm_SmallAreaEmphasis_241","sub"
-0.35557318551721,1.01824357764489,2151024
-0.463011195241364,-0.871659948076979,215131
-0.463011195241364,2.79632262752216,2152442
-0.463011195241364,-0.953134386152043,2157529
-0.35557318551721,-1.16703009796429,2158101
-0.35557318551721,0.736584827021174,2158329
-0.463011195241364,1.1704379572635,2168082
-0.463011195241364,-0.461974692162347,2172217
-0.463011195241364,1.38810076046502,2176530
0.387384551470149,-1.2265182555994,2176784
-0.463011195241364,-1.04473698998337,2181724
-0.463011195241364,-1.13833054524744,2183291
-0.463011195241364,-0.17743612634229,2183356
0.112756440077438,0.48294554362114,2185290
-0.463011195241364,0.368590883427217,2186951
0.0310113135935192,0.347692401276163,2196212
-0.463011195241364,0.122113387673404,2199403
-0.463011195241364,1.28074932072778,2200416
-0.463011195241364,0.0201618246791581,2200813
-0.463011195241364,0.853159693312816,2205389
-0.463011195241364,0.972556866602785,2212664
-0.463011195241364,-0.453671082993897,2217034
-0.463011195241364,-0.215274579460798,2218615
1.0957621482694,-0.464007659042275,2219842
0.381880225163689,0.486702556327507,2224150
-0.463011195241364,-2.85301801983037,2228399
-0.35557318551721,0.57011186094801,2228400
-0.35557318551721,-1.10785304424123,2234271
-0.35557318551721,0.00977565621097602,2234422
-0.463011195241364,-0.790200734023091,2237571
-0.463011195241364,1.36491821468606,2244172
-0.35557318551721,-0.178765761970465,2247869
-0.463011195241364,-1.65953817028815,2250648
-0.35557318551721,0.098438807554184,2250836
-0.35557318551721,0.908107102180993,2267382
-0.35557318551721,0.75817232284905,2269346
-0.35557318551721,-0.0217783527430402,2271329
1.43939497318806,-1.17091107841261,2274521
1.34779529026145,-0.354077367352463,2276121
-0.463011195241364,-1.55834163097453,2278618
0.410513783439292,0.155660344010769,2285214
3.06243622898383,0.126398112422602,2286108
-0.463011195241364,-1.3480372304021,2293123
0.347575235790565,0.879101024943614,2294852
-0.205264713545995,-1.66116211184463,2294873
-0.35557318551721,-0.825039548074641,2296332
-0.35557318551721,1.81038006409224,2305114
-0.35557318551721,1.09274276877167,2305115
-0.463011195241364,-2.55828630318439,2306459
-0.205264713545995,0.719122466503175,2306893
-0.205264713545995,0.758678397567921,2317120
5.42272028357749,-0.904241862632941,2319068
-0.35557318551721,-0.335407301430315,2321962
-0.133386599358557,0.652243832657417,2331869
2.40019051325981,-0.737378084114444,2336735
-0.234059409861087,0.924930538664316,2339674
2.06375671829112,0.647162402681891,2340155
-0.463011195241364,-0.316403571217072,2340322
-0.463011195241364,-0.113908349100335,2350037
-0.463011195241364,0.782717869610129,2352038
1.0613987792559,1.01461212652868,2359944
-0.205264713545995,-1.13460273045298,2381907
-0.463011195241364,-0.639048865832007,2393207
-0.35557318551721,0.148690069394638,2395415
-0.35557318551721,-0.56604458374772,2395943
-0.463011195241364,0.854888894857453,2401405
-0.35557318551721,0.185936689536843,2405144
-0.35557318551721,0.103101010290362,2414406
-0.410130621097425,1.79880310320688,2419459
-0.463011195241364,0.382624677648698,2425694
0.0121728778719668,-0.626532355736134,2426863
-0.153702313635278,0.443760908611321,2430773
-0.463011195241364,2.10702797583656,2439458
0.600828825811572,-0.166248227893929,2443354
-0.463011195241364,-0.51114887974731,2445526
-0.463011195241364,1.04778450190744,2448298
-0.163399558116562,-1.57250090806508,2453577
-0.463011195241364,0.342768956880444,2474709
0.896264063402827,-2.4034427890665,2480056
0.976466528524129,0.18650594907419,2480330
-0.463011195241364,0.561236937220666,2487135
3.378587921339,-0.529736856922927,2488660
-0.463011195241364,-0.760037655265883,2490180
2.31932445739078,0.147510905370517,2493534
-0.463011195241364,-0.855415557329504,2498991
-0.463011195241364,0.0271686254541979,2500377
-0.463011195241364,-0.915417005617868,2504802
-0.463011195241364,0.524954280526535,2510402
0.906332455171872,1.3885862791032,2520618
-0.463011195241364,-0.584621620415807,2559453
-0.463011195241364,-0.199803777537347,277752
-0.463011195241364,0.530666321225011,308862
-0.35557318551721,0.254782189871659,58325
-0.205264713545995,0.474535244574922,92173
1.72454032863242,0.259247166600336,923666
0.366960487448667,-0.695689574216067,965005
-0.463011195241364,-1.24150305046618,983079
