"letd_prp_logarithm_firstorder_Minimum_250","letd_prp_log.sigma.2.0.mm.3D_glcm_Imc2_237","sub"
-0.941017846051931,0.156272941660411,1916742
1.34716455641708,0.565646438634272,1980052
0.783104453409986,0.485714821527319,1926770
1.15137164323833,0.460063672312003,1979045
-0.681647907755293,-0.448973076753941,2196212
-0.846713384565604,-1.07599801708184,2393207
1.35573967842329,0.439528435332755,2146138
-2.42585025785872,0.241062625109753,2228399
2.08965837369107,0.477025661794005,2144796
1.45273363553324,0.234788848294655,2234271
-2.10822994126291,0.148354694664909,2296332
1.05258207221707,0.52948323106076,1684230
-0.444098180450129,0.0916046032516187,1720713
0.455962317017948,0.537859513461545,2186951
-0.0316720507495112,0.455691352099356,2439458
-1.13843520433787,0.21904353972656,2135748
-0.445547496918003,-0.227339645657816,2141116
0.010285374963598,-0.228472574089868,2108003
0.287767909514535,-0.0381774770884863,2006164
0.829299663647433,0.333080116291321,308862
-0.403986165190449,-3.21642161896751,1085983
-0.00363108839415398,0.421303572004017,2004451
0.11396974545539,0.369024795976038,2359944
0.340061736015835,0.518596444323908,2069079
0.16214137703946,0.416620100573197,2059713
-1.13377924362516,0.461497795113977,2294873
1.1481559786187,0.383830505872366,2033049
0.0163238959251368,-0.122656725187211,1485662
0.517582630637124,0.482649735746842,1526417
0.137649936760149,0.564521555672056,1386095
1.07866368847377,0.552956063372999,983079
1.70021147016899,0.450852730254066,2132424
-0.139502102494783,0.210965081018702,2138375
0.357528085379707,0.101667024583763,2490180
-0.502808759393122,-1.01451905243006,2034136
1.478992628874,0.165436928647055,2510402
-0.215696794867905,0.451901266737584,1330263
-1.18800002899193,0.405823892216314,1768972
-0.229090579195598,0.539224635696522,2306459
0.755867386194027,0.573333215044465,2181724
0.302842149415034,-0.294230043273773,2217034
0.26244558002638,0.574163765317256,2218615
0.278866597714741,-0.177989597725216,92173
-0.302952110803049,0.12632076321159,2414406
-0.113747429032038,-0.157982206256228,2381907
2.00208697446318,0.482798373388084,2002465
-0.289474096779995,0.147017844440852,2474709
-0.278195645322802,0.17077206494939,2176530
0.165417998421308,0.0374108538186302,1279943
0.39880656959781,0.119721662724519,1976407
-0.0874040423399109,0.147574956010726,2250836
-0.285029461120337,0.555060313100533,1915938
0.413335580043481,0.0928278520673694,2133380
1.35066294675388,0.447719358838415,2271329
-0.846890924604476,-2.00377942555097,2286108
-1.67072486613927,0.557588364458612,2040495
0.563708401059556,0.174116669723674,1125173
0.544173104560448,0.43370648407431,1767700
-0.0721238792386037,0.111697021692924,2138678
-0.228578525110691,0.0939595416223571,2443354
1.52148563167557,0.291169503978621,2234422
-0.640108125597127,0.211586787203825,2151024
-3.20969792677284,-0.0939413246571102,2057358
-0.133004910050393,-1.8911562326876,2425694
-0.438250574045562,0.109475083722973,2500377
0.0616428818918566,0.228486082698854,2183356
-0.441369582827516,0.561967059773995,2131601
1.36222519701139,0.57974888551444,2152442
1.4759563665533,0.444342361758114,2306893
0.903883922027208,0.179996599849364,2009915
-0.361275460750486,-0.200903591257581,58325
-0.39316577533872,-0.0378701338388182,2395943
-0.766297728813353,-8.53468275259936,2480330
1.45255892796005,0.351544679671988,2076301
-0.903732641133123,0.179435804849405,2205389
1.87733481735561,0.493322704315668,1975401
0.592432840612058,0.526011610446469,2250648
0.167466925933725,-0.188770504801189,2185290
-0.538243111314915,-0.476283641725191,2091555
1.20209126418654,0.553433909757889,1232870
-0.105059460655796,0.488093625497681,2139733
-0.464853061033967,-0.446204442329655,2559453
-1.27454283625755,0.00509471035204583,1938156
0.417514660949449,0.396846327468512,2158101
-0.619299644259035,0.459499105814762,2199403
-0.500796032084826,0.353410241095427,2430773
-0.951659391305836,-0.501075584986391,1738800
0.94657230361943,0.329483630374576,1565177
0.407995563449632,0.472904511553569,1978972
-1.65559226683205,-0.202899333428534,2487135
0.331297216025219,0.30751813304772,1612262
-0.0146249481324779,-0.056135807846443,2051378
-0.420077771364794,0.364124840637643,1497807
-0.700115662859776,0.514197443717316,2026671
0.126546058119223,0.196837890028064,2340322
-0.636662484480343,-0.0991051876212388,2293123
-0.725667645992157,-0.409408048088773,2395415
0.579494798987436,0.468807410965614,1966316
1.38995878947368,0.54370416085942,1973544
0.723609136457833,0.0284130980801877,2010259
-0.402412826857708,0.161509995415568,2145694
0.747250880679479,0.279019728223828,965005
0.987781577428349,0.521850577649585,2096627
0.600067553605234,0.57691339806269,2047354
3.16457373838222,0.577428272228814,1364384
-0.0179370130700279,0.550208238501003,2244172
-0.755405136405724,-6.03144371155741,2132982
-0.307245247757435,-0.533913544326249,2134220
-0.630677066571312,0.312277021346481,1889409
-0.0226371020922748,0.272492846888345,1938561
-1.35372658134288,-0.294859318828784,2055667
0.725555482258658,0.514917034209159,2176784
-0.255218655231564,0.256038953231182,923666
0.00128341768168343,0.490543503284347,2086044
-0.747881377241048,0.273550826003949,2078198
0.210188543725795,0.202868746852936,1501387
-1.05055936788201,-0.543395255426112,1518948
-1.22394237239228,0.115933447164507,1606693
-0.291692927079573,0.27101218223228,2305115
0.174037633934606,0.498262642530665,2237571
0.0872311954099965,0.254446000917047,2285214
-1.68081013923807,-4.47573124892994,2426863
-2.34232061707046,-0.619007537235655,1979422
1.10861974910565,0.360965787392117,2480056
1.13722377922594,0.177687433157083,1668599
-0.474795891036803,-0.207349755398704,2339674
0.118884917151971,0.0418137921177199,2133204
-0.942687807124586,0.0994939543740124,2294852
-0.985380130334725,-0.461788650754334,2445526
2.13243612220069,0.499707968360925,2200416
-1.14153098471682,-0.561797668285278,2168082
-0.728737099471044,-0.126724246051436,2075846
-0.382663187840733,-0.0654780841427337,215131
0.835250555299952,0.407342235848924,2274521
1.40309110586961,0.551661418784928,277752
0.270572157207804,0.389359477490102,2078899
-1.62713956738919,0.329010317368741,2172217
0.709298186009312,0.510489679073567,1614566
1.83394943947092,0.52859528486191,2100050
-0.770107075020623,0.343599612286053,2183291
