"mkm6d_ptv6_wavelet.LLH_glcm_JointEnergy_242","mkm6d_ptv6_lbp.3D.k_glszm_ZoneEntropy_239","mkm6d_ptv6_wavelet.HLL_glcm_Imc1_228","sub"
-0.327260132958225,-1.48097096749896,0.6886695622412,1085983
1.18777393707201,0.563223523728759,1.09012293195921,1125173
-1.01465778145849,-3.11725769902255,-0.599293951242921,1154608
-0.737087771337009,-0.822239462870458,-0.539528981495079,1181124
-0.894951319849694,-1.05834001634298,-1.12870764927707,1183075
-0.661101425405171,-0.169615037200833,-0.950951605986987,1232870
0.773971597808233,0.0765657761322848,0.398839852389264,1279943
-0.338991267982032,0.829080151018872,0.950005693697736,1329352
0.750185539088826,-0.313168514472341,0.090901730885531,1330263
0.617534586418488,1.40369864024149,-2.71430905698957,1364384
0.172450277634455,-0.412608405975692,-2.203960329311,1386095
-0.0762324904420623,0.454536932038791,0.427435010716357,1458656
0.779539460681401,-1.11093536090299,0.67688827582158,1485662
-0.964360468065619,-1.58114079833578,0.393863506389533,1497807
0.694883498474151,0.450728227561983,-0.755628097737986,1501387
-1.08260498719157,-0.678802265999966,0.171344830521002,1518948
-0.811045557611898,0.91044192857427,-0.417921711216161,1526417
0.424100816528381,0.570107132959795,-0.126977082771306,1565177
2.43440449127647,-0.313779380822461,0.662657973769494,1606693
1.84799797739431,1.3007703078359,-0.645235845050121,1612262
-0.792627587959284,-0.139970766302934,0.449333165051522,1614566
0.844070909332734,0.162831912953938,0.0169112509869161,1644034
-0.0643397058877221,0.278381164799847,0.793706513466938,1668599
-1.13898334616738,-0.106237081257815,-1.58973385262017,1671370
-1.41196373046365,1.00430349868234,-0.951756039263603,1684230
-0.503937340887101,-0.222476190324029,-0.251407451292348,1692385
0.0665527104373058,-0.50256137275773,0.190900622294999,1720713
-0.0832047271040091,-0.35635706670241,0.789231890115052,1738800
0.436553964987638,1.1508809838907,1.15945587655816,1740845
-1.00022693702561,-0.193303726824232,-0.392882945984677,1742294
0.815518304539144,-0.305719917157807,-0.996542698554112,1767700
0.276037280160178,0.642950729092401,0.16438506322891,1768972
