"mkm6d_gtv_lbp.3D.m2_firstorder_Maximum_238","mkm6d_gtv_lbp.3D.m2_glszm_SmallAreaHighGrayLevelEmphasis_235","sub"
0.136673074554834,-0.710547033925102,1085983
0.230137108136288,-0.484342386441802,1125173
-0.941178543633721,2.39575765373622,1154608
0.136673074554834,0.897682872188381,1181124
0.136673074554834,-0.327687932131813,1183075
0.136673074554834,-0.758820653808614,1232870
0.230137108136288,-0.942074753442497,1279943
0.136673074554834,0.406493575203594,1329352
0.136673074554834,1.71804417740939,1330263
-8.68154994011444,-5.61913554082227,1364384
0.136673074554834,0.886018348247602,1386095
0.230137108136288,-0.120890019457583,1458656
0.136673074554834,0.400446030492359,1485662
-0.524330695627899,1.3879432283391,1497807
0.175632247470533,-0.581819505034835,1501387
0.136673074554834,-1.45675408660648,1518948
0.136673074554834,0.921659758732496,1526417
0.230137108136288,-0.436375590839597,1565177
0.175632247470533,0.980092539347889,1606693
0.175632247470533,-1.01265861713949,1612262
0.136673074554834,0.24613319195885,1614566
0.136673074554834,0.862854470662989,1644034
0.175632247470533,-0.694958728599107,1668599
0.136673074554834,-0.632325033103238,1671370
0.136673074554834,-0.68756643757417,1684230
0.136673074554834,-0.288530208429612,1692385
0.136673074554834,0.614712193997495,1720713
0.136673074554834,-0.265786903560717,1738800
0.136673074554834,-0.317847197282727,1740845
0.136673074554834,-0.517470339292822,1742294
0.230137108136288,0.399563037624804,1767700
0.350029249254653,0.95775696381062,1768972
0.181211198542003,0.635437912453441,1889409
0.136673074554834,0.804155446448794,1915938
0.136673074554834,0.708924273806611,1916742
-5.19500667711235,0.678888135149581,1919296
-0.105143414722399,0.084820003623055,1926770
0.136673074554834,0.543207305521905,1938156
0.136673074554834,0.73742631027635,1938561
-1.3674376272305,1.55303916321478,1966316
0.136673074554834,0.902008855427959,1967281
-0.151362805146377,-1.47462980894198,1973544
0.175632247470533,-0.742191772279888,1975401
0.175632247470533,0.526457739627222,1976407
0.136673074554834,-0.00297143713846007,1978972
0.136673074554834,0.525700423858823,1979045
0.136673074554834,1.10525757210426,1979422
-5.25270774274208,-2.81856977651473,1980052
0.175632247470533,-0.426769044158297,2001182
0.136673074554834,-1.01002627300822,2002465
0.147664662429787,0.218922613087126,2004451
0.136673074554834,0.640578851229102,2006164
0.136673074554834,0.286439088721773,2007309
0.136673074554834,-1.30133968625294,2009915
0.209598415578386,-0.230701847401623,2010259
0.136673074554834,0.892856684394933,2010554
0.136673074554834,0.827660814812408,2026671
0.136673074554834,-1.02457395269678,2033049
0.136673074554834,-1.36212070894025,2034136
0.136673074554834,0.446389384283543,2040495
-2.61598274359193,-3.62365384725763,2047354
0.230137108136288,-0.287406953107576,2051378
0.136673074554834,1.0758316907598,2055667
0.500710629107112,0.801451389818633,2057358
0.136673074554834,0.382969489216375,2059713
0.136673074554834,-1.28932209450269,2069079
0.409861637989269,0.421149815469625,2070958
0.175632247470533,-0.719181095444167,2072215
0.196930189223582,1.0378815733879,2075832
0.204806227452443,0.0696865482700952,2075846
0.136673074554834,-1.04367779282197,2076301
1.44996274853953,0.195724643255197,2078198
0.230137108136288,-0.849436749712065,2078899
0.136673074554834,1.14281876071163,2085349
0.136673074554834,0.0945712271387288,2086044
0.136673074554834,1.95467762231049,2091555
0.136673074554834,0.395776847136676,2092954
0.136673074554834,-0.480401746294811,2096627
0.136673074554834,-1.18898815641215,2100050
0.136673074554834,-0.506195364281917,2108003
0.136673074554834,0.977282894559878,2109902
0.136673074554834,0.403187318844382,2110540
0.175632247470533,-0.633552073945752,2116787
0.136673074554834,0.421169465023832,2119177
0.136673074554834,0.254486029580768,2131601
0.230137108136288,-0.457970389528444,2132424
0.230137108136288,-0.907876707243576,2132982
0.164801833649052,-0.339025592051377,2133204
0.175632247470533,-0.637555215123548,2133380
0.230137108136288,-0.304203913276806,2134220
0.175632247470533,0.903040145400189,2135748
0.136673074554834,-0.602752023478048,2137799
0.175632247470533,0.266383444939306,2138375
0.175632247470533,0.136942169201508,2138678
-1.05966416945051,0.050885322042502,2139733
0.136673074554834,-0.446441706106961,2141116
0.136673074554834,-0.49162320073885,2144796
0.136673074554834,-0.200226538000814,2145166
0.175632247470533,0.868624697800176,2145694
0.136673074554834,-0.650808411110828,2146138
0.175632247470533,-0.320497057544337,2151024
0.136673074554834,0.0525594340484686,215131
-3.22778498049451,0.177623035348618,2152442
-0.140208152615314,0.189726296049488,2157529
0.136673074554834,0.222214390597267,2158101
0.136673074554834,0.273063943100299,2158329
0.136673074554834,1.75797223709808,2168082
0.136673074554834,0.326461395789171,2172217
0.136673074554834,-0.550946022320057,2176530
-4.53642427971948,-4.28704978964533,2176784
-0.154885140384586,1.28974419565097,2181724
0.136673074554834,0.772006125155736,2183291
0.136673074554834,1.26943539722269,2183356
0.136673074554834,1.1908621765225,2185290
0.136673074554834,0.477246991099413,2186951
0.901770617424137,-0.208627946023767,2196212
0.136673074554834,-0.484456156670347,2199403
0.136673074554834,-0.180413921905801,2200416
0.136673074554834,-0.465691509862339,2200813
0.136673074554834,0.188861759067597,2205389
0.175632247470533,-0.339828344983475,2212664
0.136673074554834,0.0814333421810059,2217034
