"lemm_prp_m012_250","lemm_prp_gradx_243","lemm_prp_sphericity_242","lemm_prp_m300_232","sub"
-1.4066991139032,-0.14919623534425,-1.87932448467197,-0.313026939659133,58325
0.10738626562207,0.785292813051063,-0.578694888762812,0.109823904223774,92173
0.224354261070164,0.662877171326548,0.486892581618319,-0.101353718282318,215131
0.166214263064251,-0.848459163403566,1.37332939032135,-0.378134634305234,277752
-0.36606578671547,-0.237750482458111,0.333837127687302,-0.23868933370405,308862
0.748578255068375,0.668560249455847,-0.266830772217457,0.598858175351303,923666
0.163218178294802,1.35235725627992,0.492589377939768,-0.388730511017594,965005
0.000576290395298159,-0.326630863249051,1.77279973546931,-0.578819918885493,983079
-0.241817270724574,-0.327412186832738,1.17008780764286,-0.0651044887782458,1085983
0.102841835614062,1.09092528794231,-0.0170820708978153,-0.350272315853804,1125173
-0.131578526660651,-0.42150071963742,0.372976502040123,0.58774944236573,1154608
-0.299880178644252,1.51731261236221,0.511590038141266,-0.088887097956757,1181124
0.886955009665618,-0.600515498617959,0.196634238007869,0.387906348421362,1183075
-0.216483751932592,-0.697063932320016,1.35017466482548,-1.07899786892523,1232870
-0.527305631478582,1.41619590162997,0.804907541225739,0.413243662751669,1279943
0.123009490537142,-0.214281991500833,-1.33854228775419,1.56057833074379,1329352
-0.314724831417677,-1.24699239114223,-1.27483581621307,0.831346202620229,1330263
0.130389507255546,-1.87141026064092,0.872874797336314,0.125628153436614,1364384
-0.118165434623388,-1.72850612987742,0.534339892182369,0.638126036157625,1386095
0.0477859087423094,-1.2173058918804,-1.55347112122354,4.54438075251996,1458656
0.405469768969214,-0.389124914457993,-0.0467179212499316,-0.506714438321612,1485662
0.0876237085571299,0.477487070857395,0.280635063860163,0.146791281336218,1497807
1.31462164125899,-1.44248952338156,-1.43693510569357,-0.283326987152506,1501387
0.20672662966769,0.30828504120386,0.958785562891388,-0.563192550523331,1518948
0.507823398600697,1.69983738791297,1.6491841259689,0.128855118002153,1526417
0.292016366091964,-0.544167998331616,-0.0402058650668593,-1.6830131189267,1565177
0.134622895041052,0.483943083358891,-0.318329458426912,0.319215441252999,1606693
-0.0736958687570599,1.51893986301895,1.21174977960432,-0.198372538688437,1612262
0.251338439176519,1.07076804993565,0.00646866450686742,-0.716236204540588,1614566
0.450516908458406,-0.344220821581567,-0.879914497278723,0.0991693056226971,1644034
0.400609748423089,0.745870448557816,-0.17661607588344,0.430464067079424,1668599
0.284666471660578,-0.339221280334055,0.789431493129637,-0.62786348746744,1671370
0.45705424174075,1.29517328305525,1.28194163071029,-0.564805011746541,1684230
0.0720822567545798,-0.1130031751941,0.676821003716832,-0.116953542219893,1692385
0.215814961455633,-1.21411193673751,0.518218926205354,-0.257875508039979,1720713
