"lemm_prp_min_226","sub"
-0.771305903144006,58325
-0.407283487322984,92173
0.421028206365616,215131
0.0728843781831574,277752
0.116708456684444,308862
-0.642081617957976,923666
-0.0647628362193079,965005
-0.0981015304979126,983079
1.85679931899153,1085983
-0.147702116504636,1125173
0.124538500651722,1154608
-1.20536012232086,1181124
1.10807831265954,1183075
2.29828892914173,1232870
-0.485377737135533,1279943
0.545057117002851,1329352
-0.488033742925116,1330263
-0.338854844267074,1364384
-0.998775452888808,1386095
-0.397314850854109,1458656
-0.705792920901065,1485662
0.237103787009978,1497807
0.61784899833911,1501387
0.0183178861099312,1518948
-0.984282378778606,1526417
-1.52929553331707,1565177
-0.819838839946252,1606693
-0.340142364566758,1612262
-1.12847780379218,1614566
2.01751632690206,1644034
-0.582354192554595,1668599
1.6369814756979,1671370
0.151364391838644,1684230
1.56776432793658,1692385
-0.946416993669103,1720713
1.84363400512588,1738800
0.47603904834453,1740845
0.048703524601076,1742294
-1.11924639718615,1767700
-0.907965787249639,1768972
-1.20641451718012,1889409
-0.466339853194252,1915938
-0.141577358608867,1916742
0.804882865191332,1919296
0.667678315513022,1926770
-1.18721459055426,1938156
2.28490904833454,1938561
0.338701250015841,1966316
1.19939108561433,1967281
-0.906365770010864,1973544
-0.876485446784984,1975401
0.666953100579785,1976407
0.73712620144696,1978972
0.433667174255311,1979045
-0.352338333262655,1979422
0.0937970695733002,1980052
-1.09817922358744,2001182
2.14238304008316,2002465
0.28254160045856,2004451
1.19570246119485,2006164
1.21255696675114,2007309
-0.48284813218692,2009915
0.887069558950971,2010259
-1.19483524681144,2010554
-1.206259206064,2026671
-0.433008671372439,2033049
1.14525959734413,2034136
-0.634596266774192,2040495
-1.0641158854822,2047354
0.0477203424141411,2051378
0.344478038298153,2055667
0.201916190621653,2057358
-0.286188001924926,2059713
-0.933912277859711,2069079
-0.280466165375608,2070958
-0.694066929814509,2072215
0.667661956280999,2075832
1.67433519206679,2075846
-0.528795856125154,2076301
-1.38872590652577,2078198
-0.226071064080464,2078899
-1.03441091996386,2085349
-1.08216429213962,2086044
1.78833656306055,2091555
-0.621558877098908,2092954
-0.853988155251398,2096627
-0.156980529551852,2100050
0.079201065815466,2108003
0.72357705515202,2109902
-0.849950527344348,2110540
-0.358764591376174,2116787
-1.14666424381047,2119177
-1.36474472393982,2131601
-0.46156653340653,2132424
-0.318712172285037,2132982
-0.312150327373604,2133204
0.875680471846181,2133380
1.91510812793056,2134220
-1.18213406922181,2135748
-0.797519979534997,2137799
-0.0152395317855921,2138375
-0.886508311016907,2138678
-0.969562041923121,2139733
0.275482787071058,2141116
0.946718685871249,2144796
-0.0383327433505028,2145166
0.966336245441756,2145694
0.596674146419616,2146138
0.0344276121193206,2151024
-1.03190587791015,2152442
1.28407503395348,2157529
1.74394661641381,2158101
-0.0553214345111951,2158329
2.8852162143537,2168082
0.675620826467471,2172217
-0.484977396122625,2176530
0.308545267596676,2176784
-0.744305722708364,2181724
-1.10283963771327,2183291
-0.306230929308093,2183356
1.33891511239157,2185290
-1.17168270719238,2186951
-0.560917025103283,2196212
-1.17295915007882,2199403
-0.0095658531232397,2200416
1.18163967918809,2200813
-0.303477816902174,2205389
0.601111482184255,2212664
1.58986948967887,2217034
-0.929389249422727,2218615
-1.36200666731901,2219842
-1.21294421054448,2224150
1.12424908111587,2228399
0.990490221613289,2228400
1.16329758843213,2234271
1.91600376929363,2234422
-0.427734231183687,2237571
-0.80596355609487,2244172
0.957803531367637,2247869
0.519686601010979,2250648
0.738711159798707,2250836
0.303575552359274,2267382
-1.14480913626459,2269346
0.241129852847116,2271329
-0.43574842422414,2274521
0.673754184272181,2276121
-1.06590130989077,2278618
-0.804355323907068,2285214
0.234310716670787,2286108
-1.29838403906056,2293123
-0.166906777629654,2294852
-1.26590469088264,2294873
-0.996587065602338,2296332
0.0898786768072856,2305114
-0.503054504707518,2305115
1.11500824970104,2306459
-0.495417418072637,2306893
-0.559315531624394,2317120
-0.76652925849514,2319068
1.84307941465972,2321962
-1.07744605463967,2331869
0.837571644638218,2336735
-0.943582561731111,2339674
1.40555241156038,2340155
-1.16558726796651,2340322
3.14872644262829,2350037
-0.340401445561628,2352038
-0.046504423177999,2359944
0.0692845638806019,2381907
-0.798818214442716,2393207
-0.887230396030247,2395415
0.0518562887009845,2395943
-0.0781840276919475,2401405
0.0257179251167363,2405144
-1.06135764290791,2414406
1.58330462115868,2419459
1.70950377962765,2425694
-0.108211815499733,2426863
1.36789760085211,2430773
-0.756113451665047,2439458
-0.835832694433185,2443354
-0.831379308338358,2445526
0.375589739823718,2448298
0.170960682924692,2453577
0.146796600176431,2474709
0.315690094124704,2480056
0.90341131237512,2480330
-1.17170480418586,2487135
-1.394095228851,2488660
0.399748869130186,2490180
-0.0124738482237806,2493534
0.0492940201513592,2498991
-0.693120417494711,2500377
3.03888679443078,2504802
-0.734762698196576,2510402
-1.4934421534791,2520618
-0.744734392709315,2559453
