"lemd_prg_wavelet.HHH_glszm_SmallAreaEmphasis_235","lemd_prg_wavelet.HHH_glszm_SizeZoneNonUniformityNormalized_229","sub"
0.895114598498672,1.29257895978184,1916742
0.838433269477751,1.26840223294808,1980052
-0.762415895519693,-0.238480543309813,1926770
1.32226038072534,2.15320950086614,2196212
-0.0415842828660081,-0.393405236791665,2393207
-0.542310267592023,-1.12317729697982,2146138
-6.25257415818661,0.476079871190622,2228399
-0.12070175627455,-0.52840281219921,2234271
-1.49869749226158,-2.4012167311978,2296332
-0.230849446440035,-0.698975032654539,1684230
0.384346206117061,0.353432973095225,1720713
0.219741676710385,0.0572521935714338,2186951
0.686129307637591,0.945406533969015,2439458
0.143398189087381,-0.0973103775937433,2135748
-0.468815466556872,-1.06987016368232,2141116
-0.885278926936321,-1.29708856479194,2108003
-0.16978284269555,-0.583487843007893,2006164
-0.762426585016053,-0.238480543309813,308862
0.0418632862167681,-0.266823033158318,1085983
-0.247723311946356,-0.268253893913998,2004451
0.76261821035083,1.24357068676516,2359944
-0.19645608884364,-0.463271382439351,2069079
-0.46858534685241,-1.06135275147542,2059713
0.762616229455583,1.24357068676516,2294873
-0.499967080884024,-1.09174768437988,2033049
1.28737214797761,2.10667292302693,1485662
-0.0550622300624853,-0.421403887205724,1526417
0.468610468362594,0.516952163144296,1386095
-0.849473405152513,-1.51005373712989,2132424
0.237035433647223,0.0746414360780176,2138375
-0.267235875858795,-0.742332842206077,2490180
-0.0997924564977391,-0.492874995832622,2034136
0.381152426724987,0.346120799843642,2510402
0.955628932751096,1.44784895341054,1330263
0.621571105155015,0.782333993244459,1768972
1.05492243927141,1.68906822913889,2306459
0.308446604008736,0.214400031896029,2181724
0.0606402408747986,-0.22720542828811,2217034
1.25132402425812,2.12195287979661,2218615
-0.00522619716381693,-0.325792012004656,92173
-0.0961671839812298,-0.482957112319217,2414406
1.06539254766553,1.69818646945877,2381907
-0.112833881381637,-0.503442687749139,2002465
-0.631285493003839,-1.24333112620105,2474709
-0.662703817040479,-1.30961647037161,2176530
-0.128415397941341,-0.500095558454781,1279943
1.20923560373269,1.92950547619491,1976407
0.113277723071635,-0.143501606368106,2250836
-0.762421702914966,-0.238480543309813,1915938
-0.298779993735803,-0.80675098978544,2133380
-0.43162319310741,-1.00294148104808,2271329
0.496290144224806,0.570178361989034,2286108
-0.305160473431346,-0.683336050257784,2040495
-0.085378244393561,-0.464604977830485,1125173
-0.722487667809843,-1.42181383514303,1767700
-0.367591976020037,-0.918753574287319,2138678
0.496565561708042,0.539439954356049,2443354
-0.415121955987909,-0.977783354434225,2234422
-0.353787562438698,-0.778893506402272,2151024
1.49245799138205,2.79475550191652,2057358
-0.069149419381364,-0.447172832248199,2425694
-0.0641890257167223,-0.410030020623495,2500377
-0.574856390295409,-1.20306734602771,2183356
-0.00685804802822143,-0.338814947324802,2131601
-0.523640007261516,-1.11704373289025,2152442
0.680649306714659,0.891096559932475,2306893
-6.25228467451836,-2.50125518922786,2009915
1.00236018341127,1.51629763335886,58325
0.390597399029209,0.426867721431639,2395943
0.16811841970246,-0.0550660732353331,2480330
0.130512705969706,-0.0837609094008872,2076301
0.520201180998172,0.590857356115447,2205389
0.160284248492949,-0.0568042395190334,1975401
0.467140218411614,0.662163312466777,2250648
-0.180138194663392,-0.538371771894096,2185290
1.63952910261126,3.07182994835547,2091555
-0.886629147336066,-1.54121653709292,1232870
0.0918853111583409,-0.136830275619525,2139733
0.344664024572601,0.256578798683399,2559453
0.0645325732069836,-0.222363327757836,1938156
0.509320586422081,0.631630437612486,2158101
-0.370844249218402,-0.808412772062837,2199403
0.332773716214848,0.272397605534116,2430773
0.136216257290062,-0.0550556413177114,1738800
-0.453017581909873,-1.03074928571539,1565177
-0.345429838840242,-0.74275431004578,1978972
0.354265116172636,0.303770548584409,2487135
-1.00002763257867,-1.68475610063664,1612262
-0.176092806869289,-0.597156289840629,2051378
0.985630349579091,1.5729154045596,1497807
-0.708379757174629,-1.41266705776235,2026671
0.0152573398957404,-0.298373487351838,2340322
0.175297180495568,-0.0403439225764853,2293123
0.435990533014513,0.421201583244517,2395415
0.708357569770123,0.954735153706879,1966316
-6.25250408439411,0.476079871190622,1973544
-0.188941568779333,-0.619814465403227,2010259
-0.488744614532786,-1.09309722952993,2145694
0.150506969688179,-0.0692341278355544,965005
0.0732816268041028,-0.20666226818398,2096627
-0.181685432923379,-0.528689155773102,2047354
0.32802660502543,0.426516624049292,1364384
0.209392493112808,0.0237319960859271,2132982
-0.403159590876697,-0.952491507280068,2134220
0.357398861703777,0.282964177457367,1889409
0.415659373521068,0.399860093643909,1938561
0.24803016117519,0.0892168685326958,2055667
-0.0616165895961794,-0.131539528894782,2176784
1.10152125481784,1.82772302648264,923666
-0.0706435974180436,-0.446438207974302,2086044
-0.0192657726361163,-0.364739395591556,2078198
-0.681642817061927,-1.30353991561538,1501387
0.197125866450993,0.0866543579373129,1518948
-0.116451553841116,-0.508535207961578,1606693
0.211264966556295,0.0272085901017467,2305115
0.167498012834187,0.00168879140931863,2237571
-0.15153715335489,-0.561876680937517,2285214
0.248412652380931,0.0997433510572893,2426863
0.370132345738918,0.359516149541585,2480056
-0.254154606713985,-0.718272012102251,1668599
0.10644402655819,-0.159651562557903,2339674
0.0698372397425586,-0.176541534894387,2133204
1.47430262369242,2.62763505865336,2294852
0.0961959985435276,-0.135233588128223,2445526
0.0293956296282698,-0.277087389653608,2200416
1.13801294767026,1.88546924890351,2168082
0.342819815856271,0.257196090882153,2075846
0.527363464622239,0.585897747218861,215131
0.952129496910878,1.4968804633341,2274521
0.610135925398003,1.59258051884755,277752
0.0656121048161259,-0.229820307035049,2078899
0.610113059788906,1.59258051884755,2172217
0.203509544896127,0.0291034035449814,1614566
-0.176916343036867,-0.615682145120611,2100050
-0.173479225912506,-0.568050945674752,2183291
1.59050283113317,3.39265299160056,2336735
0.0821519318093431,-0.180258879346366,2352038
-0.251360798386794,-0.718162303043902,2305114
-0.0226457074847766,-0.354964055708192,2448298
-0.0622888946882158,-0.436811169107077,1329352
0.618891931612166,0.846082330489643,1183075
0.0335530758150707,-0.257134376372824,2110540
0.809476676176177,1.15765984733086,2070958
0.330214835336564,0.314112843903857,2340155
0.828019237371025,1.27797974143854,2075832
0.697065992349614,1.0135760872019,2498991
-3.20246686463477,-1.50881016908837,1919296
0.203143522134406,0.013472734762305,2401405
-0.152409242624271,0.476079871190622,1644034
0.183894076373705,-0.0274583927477771,2405144
0.658550760934342,0.861792065024053,2158329
1.32226645208483,2.20804763486896,2319068
-0.209847723824606,-0.621749430865808,2504802
-0.160615483754852,-0.563401251269533,2331869
0.168045250084807,-0.0581536265379232,2317120
-0.670218109732274,-1.30551096057328,2072215
0.350026960090866,0.310529816121868,2228400
-1.12552336317012,-1.88604054664139,2145166
-0.152400148750689,0.476079871190622,1692385
0.23748946328684,0.0643289638132511,2109902
-0.560627428436364,-0.74401988418087,2219842
-0.0484721844575725,-0.415095248934638,2520618
0.207349863937099,0.0376956676077814,2419459
0.218619000218696,0.0573921283192732,2276121
0.212273376773048,0.0294435836490871,2350037
0.456580077373591,0.607679805274048,2001182
-0.247410783603454,-0.602754573858973,2278618
-0.0799355585807874,-0.469016375989814,1740845
0.52575917893553,0.588449230896702,2321962
0.157609393486056,-0.0499857407759045,2212664
0.21980324179595,0.0425619314272487,2453577
0.328392513652292,0.233830277999039,2224150
0.139889976247604,-0.000293738476334645,1967281
0.213365264208047,0.0279318481550429,1742294
-0.660616960652453,-1.30789068746013,2488660
-0.474340771431575,-0.948867043677861,2085349
-0.157019537291674,-0.591671174826678,2247869
-1.29618154215631,-0.847180155662036,2157529
0.628611385043591,0.768952422031787,2119177
0.130815401389262,-0.0927173936217869,2010554
-0.245024006677815,-0.722943547629915,2493534
1.2573932992118,2.05156139411244,2200813
-0.73208893708422,-1.41532032106622,2116787
-0.54014391662162,-1.08305712790426,1154608
0.157154249290451,-0.0574087670355971,2267382
0.774693990071792,1.07712357745616,1181124
-0.0458865482220913,-0.403316321964542,2137799
-0.108400346255146,-0.509856057381599,1458656
0.0253088710601044,-0.290512361791815,2269346
1.31117299326641,2.16758385337946,2092954
0.20926190499243,0.0572647867192916,2007309
-0.624575877519953,-1.28928053234392,1671370
