"mkm5d_ptv6_wavelet.HLH_firstorder_Mean_241","sub"
1.84904160839061,1085983
-0.0358274792375151,1125173
-0.788224844663117,1154608
-0.0262888633716183,1181124
-1.12004953485833,1183075
1.78848620057977,1232870
1.33026592339584,1279943
-0.327935412574858,1329352
-0.37902425005313,1330263
0.55077391177311,1364384
-0.588536007746752,1386095
-1.15428296098877,1458656
-0.375294605496366,1485662
0.958281464914553,1497807
-1.69970780225507,1501387
-0.278095722094713,1518948
-0.540168512828645,1526417
-0.397692970023908,1565177
-0.195851160342314,1606693
-1.26191137037666,1612262
0.430657805822291,1614566
-0.263960133145584,1644034
1.32352853505088,1668599
-0.810368911802186,1671370
-2.86496378019397,1684230
-0.478819163126065,1692385
-0.907730306364099,1720713
0.0524742821332938,1738800
-0.663426566427201,1740845
-0.126384886787104,1742294
-0.307899464349318,1767700
-0.418767183946605,1768972
0.139314861990777,1889409
-0.0857824139682972,1915938
-0.685492392303168,1916742
0.224323748769949,1919296
1.49121803685025,1926770
0.352160993216974,1938156
-0.586212959991283,1938561
0.12951606329783,1966316
-0.975580545624187,1967281
0.363145347744534,1973544
0.978728231031845,1975401
1.13066083303605,1976407
-0.420709499446597,1978972
1.15061486253557,1979045
0.312259832004659,1979422
0.755823323488907,1980052
-0.812703096871758,2001182
-2.36410495943695,2002465
-0.0637803032714514,2004451
0.599130350273967,2006164
-1.10251222842287,2007309
1.48715492071138,2009915
-1.37891451359331,2010259
-0.760191788033187,2010554
-0.203386743808763,2026671
0.473011215124717,2033049
0.928917439759567,2034136
-0.831721872775867,2040495
0.780203546010448,2047354
0.481776312369321,2051378
-0.230373401085625,2055667
-0.540039528611652,2057358
-0.270805809966037,2059713
-0.851869964889681,2069079
-0.267860521529043,2070958
0.712842722860712,2072215
-0.55077744675787,2075832
-1.04813071593164,2075846
2.05138717111574,2076301
-0.345804443005159,2078198
-1.28330670898754,2078899
-0.0276223264205144,2085349
-0.146632049307403,2086044
0.886292927054643,2091555
0.297704198689506,2092954
-0.348556641725976,2096627
2.44646239044567,2100050
-1.2391965527692,2108003
-0.195000576413632,2109902
-0.102627348260485,2110540
0.984326387473105,2116787
-0.407917904453809,2119177
-0.220156217668005,2131601
0.910066752557298,2132424
0.131881057431531,2132982
-0.496251714524187,2133204
1.20570433652454,2133380
0.227637444577505,2134220
-0.39366116878219,2135748
-0.500292019664941,2137799
-0.655162479299886,2138375
-0.707750780305768,2138678
-1.09404357872073,2139733
-0.529801206990414,2141116
-1.43583822331384,2144796
1.50873255712199,2145166
0.477158532303,2145694
2.22972553945403,2146138
-0.551856857347497,2151024
0.609089524089879,215131
0.945336853667017,2152442
0.512523508988785,2157529
0.392306996490417,2158101
0.813002711106517,2158329
3.44061889316493,2168082
0.480574291376123,2172217
-1.78384725865681,2176530
0.56440612099625,2176784
-0.936908968503458,2181724
0.0663914016284488,2183291
-0.757061475362851,2183356
0.738439391234663,2185290
0.128162102429327,2186951
-0.429197665634229,2196212
-0.125035963716112,2199403
2.67142961726486,2200416
1.48886326091625,2200813
-0.650547562425043,2205389
-1.00804212426372,2212664
0.592205339901665,2217034
0.711070589973987,2218615
0.625957596215739,2219842
0.445105484226393,2224150
-0.755976042895641,2228399
0.228730274192791,2228400
-1.5361574033421,2234271
-2.65154218079517,2234422
0.0438897033260656,2237571
0.221704581915341,2244172
0.0787022816936297,2247869
-1.31097585578106,2250648
0.0617520752927958,2250836
0.116330296265307,2267382
-0.196334810615785,2269346
-1.76092715811882,2271329
-0.530961006275051,2274521
-0.601396028018075,2276121
-0.517158590571819,2278618
-0.952649428291993,2285214
0.659759937868699,2286108
-0.217533667265259,2293123
-1.34864513350157,2294852
-0.0444597849411085,2294873
-0.222977196069406,2296332
0.404303327359192,2305114
-1.2717212947072,2305115
1.02702100689961,2306459
1.55282600063988,2306893
0.138918002992657,2317120
0.366069099877031,2319068
-2.18962385604095,2321962
-0.602688499545247,2331869
1.2325407474107,2336735
0.837371298557706,2339674
0.327902402067043,2340155
-0.724539375697117,2340322
0.609465720626351,2350037
-1.25142702993527,2352038
0.330721420919253,2359944
1.31046134979893,2381907
0.576035880121859,2393207
0.093246574620007,2395415
0.952363380165278,2395943
-0.00570872659685784,2401405
0.25355464024915,2405144
0.0241864252517292,2414406
2.2271452774744,2419459
0.0664539708990976,2425694
0.284794940771364,2426863
0.718835201325439,2430773
2.19122125160086,2439458
-0.560607015316733,2443354
-0.487760263055203,2445526
-1.28525931771861,2448298
-1.15636075896717,2453577
-0.915982057587458,2474709
1.2555254229089,2480056
0.607335267559862,2480330
-0.584556131098576,2487135
-0.826695751288101,2488660
-0.229494477570753,2490180
-0.643764406029719,2493534
-0.765505364006664,2498991
-0.98208785448369,2500377
3.17470762047902,2504802
0.92170302322187,2510402
-0.718855267013708,2520618
-0.684527954177428,2559453
-0.281173792699008,277752
-0.0422549544034655,308862
0.291454686705984,58325
0.590883225344618,92173
0.129985096220245,923666
2.12801055227224,965005
-0.120216466134165,983079
