"mkm6d_ptv4_gradient_glcm_Imc2_234","sub"
-0.692964870682967,1085983
-0.464332145946575,1125173
-0.466555645265974,1154608
1.08730663950227,1181124
-1.53836451748528,1183075
0.505235041740816,1232870
0.680763785667878,1279943
0.533367053690877,1329352
-0.594201079745529,1330263
2.97976663907281,1364384
1.8698678157273,1386095
-0.165354393050344,1458656
-1.16024976351418,1485662
-1.1824420418744,1497807
0.988193051274042,1501387
1.02975385560995,1518948
-0.444450836160559,1526417
-1.43908040492561,1565177
-0.729413814480765,1606693
1.69614421625797,1612262
-0.126860520697009,1614566
-1.43487657713674,1644034
-0.598297488817498,1668599
-1.86220428659039,1671370
1.26774045885199,1684230
0.119219704698526,1692385
0.782279584041402,1720713
0.426834749208588,1738800
-0.45254053070182,1740845
-0.334608218922225,1742294
0.22124751534639,1767700
-0.985302995064154,1768972
-0.135700215891476,1889409
-1.19187964432835,1915938
-0.850412878782587,1916742
0.252497932688421,1919296
1.87177741906146,1926770
0.0340214666756676,1938156
-0.150085510583924,1938561
-0.498509888929709,1966316
0.0844332265548257,1967281
1.13131232200325,1973544
-0.582040439095802,1975401
-0.427419427480873,1976407
0.749582427484838,1978972
1.12539340208041,1979045
-0.292606413498522,1979422
1.00899109766015,1980052
0.0449877513631679,2001182
1.28864932998729,2002465
-0.732395975289601,2004451
1.43752189271809,2006164
-1.72725345237302,2007309
-0.781648437870402,2009915
-1.37330587740867,2010259
-1.57784228608842,2010554
-0.764503166313466,2026671
-0.61913451898814,2033049
-0.28321317648677,2034136
-3.35514209966472,2040495
2.18346733040767,2047354
0.861152931083906,2051378
-1.69590681932229,2055667
-1.41606680083361,2057358
-1.27717042499207,2059713
-0.486057085847878,2069079
0.0150693285420849,2070958
-0.212664608171452,2072215
-1.6992220737016,2075832
0.3891027446987,2075846
0.261302416913248,2076301
-0.519337336208738,2078198
-2.00619359498683,2078899
-0.638000069305,2085349
-0.332951811829989,2086044
-0.0649720868596322,2091555
-2.81161229231248,2092954
0.604698337786411,2096627
-1.0180921797887,2100050
0.547370249223563,2108003
-1.49827850600541,2109902
-1.64742976127332,2110540
0.493220072616825,2116787
-0.593980845085723,2119177
-0.150402163312368,2131601
0.236499342533705,2132424
-0.414918344692242,2132982
-1.06228625421636,2133204
-0.0848121374552838,2133380
-0.038649963066459,2134220
0.895449769692879,2135748
1.19376423054002,2137799
-1.60963867898563,2138375
-0.50840543953921,2138678
0.212194558633234,2139733
-1.59222282406479,2141116
1.6381814792978,2144796
0.767858527194796,2145166
-0.0136170851041904,2145694
-0.205573515325278,2146138
0.935951491394316,2151024
1.05243300025886,215131
0.769324396769214,2152442
1.89527549584549,2157529
0.682713181640178,2158101
-1.69525411075939,2158329
1.01927856948465,2168082
-0.808710256429845,2172217
1.04473793964355,2176530
1.94426124148537,2176784
1.21803135049826,2181724
-0.459639740020822,2183291
-0.329055501059422,2183356
0.978791673076831,2185290
-0.490610373731458,2186951
-1.51777778740243,2196212
-0.896020927656625,2199403
1.10746947880684,2200416
0.894909256441367,2200813
-0.743966573029942,2205389
0.39609535184556,2212664
0.130181809151967,2217034
1.14284948479665,2218615
-0.23881552332707,2219842
-0.663936401819222,2224150
1.52168697149591,2228399
0.342888790795879,2228400
-0.499700586911539,2234271
-1.03667000372429,2234422
1.11518303614207,2237571
-1.10798534920326,2244172
0.500826722592024,2247869
1.20509303567328,2250648
-0.667565687444467,2250836
1.03960713891845,2267382
0.0329825738913474,2269346
-0.35697336222996,2271329
0.512405864421131,2274521
-1.45474299082581,2276121
0.857980825541282,2278618
0.997599544054517,2285214
-0.316896571686691,2286108
-1.35336106703543,2293123
0.57789561030261,2294852
0.957629690151913,2294873
-1.05869703008269,2296332
0.876491940916902,2305114
0.122018138434611,2305115
1.6998009836114,2306459
0.0653500338234575,2306893
-1.1148407134314,2317120
-1.54040718679073,2319068
-0.424033116830225,2321962
0.600990422396834,2331869
1.20945260719488,2336735
-0.369236840997912,2339674
-0.345269732051389,2340155
0.403169917112856,2340322
-1.54794623608163,2350037
0.750107744719834,2352038
1.31272162726843,2359944
1.08483998597876,2381907
-0.0972640850536477,2393207
0.972421255004828,2395415
1.1967559848362,2395943
1.21619705118838,2401405
0.379830168227259,2405144
-0.147642530397866,2414406
-0.159806569956059,2419459
0.404154166573419,2425694
-0.534585642378368,2426863
0.370590153852648,2430773
1.30839753754653,2439458
0.229215784520895,2443354
1.04606405328325,2445526
0.297873320874141,2448298
-0.85912152345493,2453577
1.2646975557359,2474709
0.0264208094904101,2480056
-0.800094900698485,2480330
0.536672332707254,2487135
-0.39569967444854,2488660
0.714981310409849,2490180
0.283626343965891,2493534
-0.611382240530281,2498991
-0.174678185414337,2500377
0.0213359206723955,2504802
0.091501518638011,2510402
0.642690655586597,2520618
0.0348630334464378,2559453
0.74697941824765,277752
0.31492732105889,308862
0.390225690895655,58325
-0.905497724193631,92173
0.475917774488507,923666
0.0335407811204952,965005
-0.177583577569358,983079
