"lemd_prg_lbp.3D.m2_firstorder_Maximum_247","lemd_prg_logarithm_firstorder_Minimum_245","lemd_prg_lbp.3D.k_glszm_LargeAreaEmphasis_244","lemd_prg_wavelet.HHL_firstorder_Skewness_243","lemd_prg_logarithm_firstorder_RootMeanSquared_243","lemd_prg_log.sigma.2.0.mm.3D_glcm_ClusterShade_240","lemd_prg_wavelet.LHH_firstorder_Skewness_237","lemd_prg_wavelet.HLH_firstorder_Skewness_234","lemd_prg_wavelet.HHH_glszm_SizeZoneNonUniformityNormalized_234","lemd_prg_wavelet.LHH_glcm_ClusterTendency_232","lemd_prg_lbp.3D.k_glcm_Idmn_231","sub"
-0.476656442192434,1.12353393826469,0.272790728871011,-0.441572926241781,1.05270342297618,-0.352111103357135,2.58098392092512,-0.0767840327782728,1.29257895978184,-0.482648748555651,1.39211503918957,1916742
-0.542270040178927,-0.77718132450164,-0.324002524488764,-0.177081534793022,-1.7002299132776,0.155591478745442,0.406932164509465,-0.579286878894085,1.26840223294808,-0.0626580063328441,-2.28582969796354,1980052
-0.542270040178927,0.972586619671642,-0.314485296185207,-0.0892309607895245,0.64583800155777,0.201121700989452,-1.89571494192167,-0.93467042260071,-0.238480543309813,-0.656795099083102,0.118953401493788,1926770
-0.542270040178927,0.182757366634833,-0.368086707642544,1.31002153333886,0.826973534325942,-0.351626476726483,0.218941815810614,-0.279158752455277,2.15320950086614,0.1150040739136,0.504059922637342,2196212
-0.37703495047561,-0.981071834602168,-0.214139268787232,2.39224551936297,0.613094283281259,-0.206410358025642,-0.44888214395652,1.69950174614553,-0.393405236791665,-0.25880257905759,0.532593082355505,2393207
-0.384861371907707,0.94489073970404,-0.323332933907344,-0.826350173974539,0.665492272570716,0.162245054249913,-0.0475970929052331,-0.568130648200764,-1.12317729697982,0.145891228562797,0.102739984827194,2146138
-0.542270040178927,0.494999010457055,-0.354045995773021,-0.229177128934752,-0.0717528080622822,0.319489121126386,-0.101862565405277,-0.0855050634569122,0.476079871190622,-0.702047258834751,-3.70296708847165,2228399
-0.476656442192434,1.00305250405441,-0.340660443547409,-0.151758472129706,0.801358618560587,0.315372630071173,-0.273175595527794,-0.394958025990453,-0.52840281219921,0.849286416253488,-0.776663797076352,2234271
0.207780446657439,-0.694674977328587,-0.378213630342033,0.807701393186807,-1.28371211785994,-0.361358246767746,-0.293545317952911,0.226320216704715,-2.4012167311978,-0.0887966955003825,-0.193413711577111,2296332
-0.542270040178927,1.11249580480492,-0.246267892490597,-0.00963103623840298,0.866207833826562,0.445623908866252,-0.568975263753197,-0.688856137243633,-0.698975032654539,1.01018496151437,-1.60928508650238,1684230
