"mkm5d_ctv_wavelet.HHH_firstorder_Skewness_250","mkm5d_ctv_wavelet.HHH_glcm_JointEnergy_248","mkm5d_ctv_lbp.3D.k_glszm_SmallAreaEmphasis_247","mkm5d_ctv_original_shape_Flatness_243","mkm5d_ctv_lbp.3D.k_glcm_ClusterShade_242","mkm5d_ctv_lbp.3D.m2_firstorder_Range_238","mkm5d_ctv_logarithm_glszm_LargeAreaHighGrayLevelEmphasis_236","mkm5d_ctv_wavelet.HLH_firstorder_Skewness_232","mkm5d_ctv_wavelet.HHH_glcm_ClusterShade_230","mkm5d_ctv_wavelet.LHH_glcm_ClusterShade_228","mkm5d_ctv_wavelet.HHH_firstorder_Median_228","mkm5d_ctv_original_shape_Sphericity_227","mkm5d_ctv_lbp.3D.m2_glcm_ClusterShade_227","sub"
-0.11872375979025,-0.754829020727476,-0.657221931684853,1.30881026026862,-0.492696653274258,-0.0109977068998522,-0.245490894497107,-0.00964038657433178,-0.177871621401036,-0.0956436084626755,0.288507638966282,0.800584781239504,0.392739265928911,1085983
0.407083798532551,0.0812522093530455,0.124739611298826,0.207712242144571,-0.169661251731619,0.0402903619059123,-0.241922019389439,-0.233314692927432,-0.0365569057656632,-0.0733983966274594,-0.549840950455307,0.603637414643192,-0.319112254250881,1125173
-0.379949910043866,-0.944563421717656,-1.37562685272835,-1.77978312813069,1.38178016984173,-0.325894116988746,-0.324311326135754,0.468977032499328,-0.912559080232638,0.332176581070214,3.32739558611935,-0.472203251817337,-2.55572633971578,1154608
0.058888371023318,0.52643562526684,1.45619903835439,0.947046439148062,-0.193057028666791,-0.0109977068998522,-0.312248716328917,1.17122704666054,-0.0147646085440767,-0.0858339249708205,-0.0490453980268775,0.512255643198397,0.499976431794096,1181124
-0.0814733393695279,-0.662167797562721,-0.388787607232761,0.498026448452127,-0.481040424568981,-0.0109977068998522,-0.332402329253552,0.0671096166886878,-0.246640846495848,0.145632951336923,1.02288184586786,0.506177227649935,-0.59481848812442,1183075
0.272005234704385,-0.505431991005181,1.16698576627585,-0.040555282256636,3.65230928831513,-0.0109977068998522,-0.31309218811694,0.895234692944916,-0.165575812922613,-0.0604669577157024,1.04447360095959,0.885648114442777,0.231107983155841,1232870
-0.0436816386949276,-0.513904193119833,-0.117940195323394,0.326442447809471,-0.218159826326461,0.11204365733964,-0.246524758257108,-0.0578894116983271,-0.12341254618721,-0.218860499131326,-0.15195733871775,0.714335481417378,0.660769568361915,1279943
-0.317170163353552,-1.06241444820523,0.0552326461439818,-1.12719639939352,0.664825365572223,-0.0109977068998522,-0.314308807397982,-0.24698157644633,-0.313162748936358,0.583303845240668,-0.758556382699854,-1.48133400742435,-0.868086004669458,1329352
-0.0531202475038318,1.39521711134988,2.44775112734335,-1.34905215456648,0.213869626977093,-0.0109977068998522,-0.317022619840473,-1.4833097655545,-0.0908862799672459,-0.252310358913995,0.598509409631521,-1.06866605295259,-0.649947992412232,1330263
-0.227544365247014,-0.87033334977029,-0.116209239704994,-2.0016901349136,-1.26715006568503,-6.48871056469169,-0.334996692438601,-0.758995845581787,-0.355413279304433,-0.0366438563817784,2.25779622025886,-0.180199441281054,-0.965439552875707,1364384
