"mkm2d_ctv_wavelet.HHH_firstorder_Skewness_246","mkm2d_ctv_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_230","sub"
-0.135723009283877,-0.248895246008697,1085983
0.373971032372512,-1.25991446752388,1125173
-0.377913620879675,1.28818223972345,1154608
0.102549307920522,-0.526707563956759,1181124
-0.070394209605428,-0.735953331706377,1183075
0.241665004769557,0.658373592884982,1232870
-0.0713699805812728,-0.0931171663122006,1279943
-0.271753725033023,-0.957059660698199,1329352
-0.120613242580275,1.37238159297506,1330263
-0.246671945513335,2.12710477558394,1364384
-0.669658754687859,0.793202636354672,1386095
0.17884416687553,0.575909691178487,1458656
-0.25961960148235,-0.450869553594904,1485662
-0.900791700591066,-0.430670986116801,1497807
-0.092896609345742,0.30523830352826,1501387
0.0607169567735927,-0.77921878358027,1518948
0.378509192757614,-0.44459961861174,1526417
-0.656580980651657,-0.109697501150913,1565177
0.282269847485871,-0.4328043958884,1606693
0.0804336320419357,0.170924343505478,1612262
-0.824956897663944,-0.543911773833506,1614566
0.476074602999261,0.404312948885468,1644034
-0.0393272832415214,-1.17533855920508,1668599
0.0843586372160254,1.3883822213034,1671370
-0.487839641712783,-0.12793546626764,1684230
-0.111151520762554,1.60910400648291,1692385
9.82411938978131,-0.152772049146678,1720713
0.0738170452937831,-0.703665478342521,1738800
0.0289655112184754,-1.45002252682039,1740845
0.20359718227274,-0.458048074873864,1742294
0.862256332277204,-0.918893966170421,1767700
0.950607988332825,-0.818815304573792,1768972
0.196297060434698,-0.273395912143328,1889409
-1.80002004906893,0.90287892769107,1915938
-0.0909280216472008,-0.528692034382238,1916742
0.406401535118854,0.75416466553101,1919296
0.28976609160316,0.409739445088461,1926770
-1.68537350063626,-0.791964617290655,1938156
-0.110890874032824,-0.746765820325324,1938561
0.265873922503495,-0.213670211596033,1966316
-0.14540994720333,3.37920569731477,1967281
2.90454907979605,1.64514235619852,1973544
-0.305393511142849,-1.2783329077784,1975401
0.0147250139804118,-1.4252057390247,1976407
-0.0689337228119505,0.662008298478939,1978972
-0.272840564924254,1.27313778956259,1979045
0.215319226200576,1.91262350267671,1979422
-0.342361018874478,3.37347248987493,1980052
0.572946878807898,-1.27400945043686,2001182
-0.208400445979751,0.862335214608311,2002465
0.614569050285398,0.814573397039837,2004451
0.126525637594266,-0.147507021418416,2006164
0.17037782642307,-0.151166462768386,2007309
-0.37107238568599,-0.418127072850161,2009915
-0.173235731715575,-0.497517968400132,2010259
-0.0982702138624675,-0.918324530540728,2010554
-0.342380767881235,0.596457271676417,2026671
0.731846318347473,-0.304824962161897,2033049
-0.657525539245548,-0.52948193249172,2034136
-0.76061580088698,1.17084012354819,2040495
0.599476005420006,1.48986494520648,2047354
-0.0073653756286683,-0.541171109426934,2051378
0.205165944656979,-0.211838564228313,2055667
-1.22639063454981,-0.537911871268346,2057358
-0.278708104415037,-0.6151433534462,2059713
0.948625082504883,2.78646107513435,2069079
0.105036924283564,-0.0709124194363775,2070958
-0.486008809637342,-0.659382194850099,2072215
0.554632163092505,-0.065849155409729,2075832
-0.0988762901358349,-0.207992507645339,2075846
-0.198070033263382,0.667406436283107,2076301
-0.789103457711363,-0.603616412770646,2078198
0.0448814846559181,-1.1278862941905,2078899
0.296876519480831,-0.448729085005544,2085349
0.708980887477159,-0.757146313210308,2086044
-0.764426887138735,0.955614699164387,2091555
0.0182724170790858,-0.613636976668795,2092954
0.181004595612543,-0.579544925953155,2096627
0.362307309852982,1.82711788897866,2100050
0.139007571944726,-0.88827705759642,2108003
0.653702730064467,-0.301854731116969,2109902
-0.118911026383284,0.60693610978449,2110540
0.507703418315958,-1.04292914775285,2116787
0.593400664063325,-0.473795454561639,2119177
-0.975920984417254,-1.13572109878328,2131601
0.264131601821033,-1.20808416078635,2132424
0.109180596674499,-0.877408484619131,2132982
-0.389878577126215,-0.272361049450235,2133204
0.14274343674983,1.11424761368416,2133380
