"mkm6d_ptv4_wavelet.HHL_glcm_Imc2_235","mkm6d_ptv4_gradient_glcm_Correlation_228","sub"
0.52134621297667,1.58729661996631,1085983
0.203175048755701,1.19035112552847,1125173
-0.42490696157807,-1.12244564399718,1154608
0.875736458044319,-0.793201950724074,1181124
0.752491180755562,-1.24304757496012,1183075
-0.0490000336163365,-0.33563554652663,1232870
-0.154451253518397,-0.252039793231971,1279943
1.04042915908234,0.494131368018694,1329352
-0.276709003886178,-0.35022699598991,1330263
1.85237386493819,-3.19165917994651,1364384
0.185333799287142,0.253930979168572,1386095
0.598483534686541,1.06883046084733,1458656
-0.719558065492062,0.529394529382002,1485662
-0.0404783209492906,0.19721444254601,1497807
0.38416645760342,0.460828765148299,1501387
0.237651034712524,1.04942432625357,1518948
0.411819592186971,-1.60462274624456,1526417
1.08191648030015,-0.383625757994793,1565177
-0.716002666076452,1.15382248060123,1606693
-0.453093194688989,1.21863777498894,1612262
0.40177881954339,-0.575075596608161,1614566
-0.817161085733332,-0.726422914394083,1644034
0.712069462546123,0.286202746389477,1668599
1.03074720382616,-1.35191947241878,1671370
0.709029135887762,-0.520645276637119,1684230
-0.362198494934941,-0.246695679309199,1692385
-0.391063757071388,0.815471459828577,1720713
-0.294501764860446,1.29877388407578,1738800
-0.748989122759725,0.778679167852188,1740845
0.174984062602547,-1.21346842092734,1742294
2.71798999160618,0.101445353487118,1767700
0.384040296673505,-0.16598276058158,1768972
-0.270121735287161,0.433225931703832,1889409
-1.37372457617493,-1.32992792705523,1915938
-0.980301441994595,0.475614549751452,1916742
-0.703464986557928,-1.33983300636868,1919296
-0.119358988470742,-1.04119489816623,1926770
0.107318725508974,0.379748721718727,1938156
-0.935748268071386,0.640410824031539,1938561
-1.3483948540553,-0.580610627967779,1966316
0.290696718944244,0.35402076191132,1967281
-0.20592870531516,-1.91202373480399,1973544
0.868953649754213,-1.70873323566476,1975401
-0.535412929076436,-0.428448352658621,1976407
0.923976960600557,-0.285402579924678,1978972
-1.31573481882564,-0.417312830237501,1979045
-1.69861216203129,1.54171621265651,1979422
0.6288530796762,-2.97489708118721,1980052
0.492390026731949,0.507410634489053,2001182
3.66347796229105,-1.94153492475085,2002465
-1.71747665937643,-1.31244481298929,2004451
0.035715799946336,0.603958943383551,2006164
-0.47348064117567,-0.0831995639823863,2007309
-1.05250611387952,-0.787268715548403,2009915
-0.362367300157359,0.368380064101211,2010259
0.279506590066594,-1.11532518297018,2010554
-0.0876973751185551,-0.184112529028864,2026671
1.07628965545794,-0.962917439158085,2033049
-1.41547576366682,0.985644039912628,2034136
-0.451620932976365,-1.95342440536227,2040495
1.17282032944854,-2.83060055103017,2047354
-0.915912302877409,1.16898453311474,2051378
-1.64035285601368,0.518791119895686,2055667
-1.00400132100632,0.390014150733233,2057358
-0.523932728347006,-0.373936290103532,2059713
0.892987999757618,-1.54217025627005,2069079
-0.153652852754017,0.808748972072869,2070958
-0.12484409529903,-0.0980789153889318,2072215
-0.153458445187082,0.313711989522287,2075832
-1.39858570535976,1.30627245567671,2075846
1.44642316736561,-0.603939469119695,2076301
-0.470208562669552,0.699654283035102,2078198
0.808611145409616,-0.115414407679892,2078899
0.228918263328923,0.0986902341639678,2085349
0.467320829091409,0.0159426633571786,2086044
-0.991969547014182,1.00500567630352,2091555
-1.37649837951467,-0.128487376605952,2092954
0.956107519555285,0.0879103699239502,2096627
1.91865967334513,-2.17282336889215,2100050
0.745328132210304,0.993538987691787,2108003
-0.696040634257532,0.522640989818142,2109902
-1.50659176779199,-0.855976808671297,2110540
0.497313052950136,0.602946917289391,2116787
-0.131619242395825,-0.31932257234239,2119177
0.937196493075409,-1.59864159564179,2131601
1.58863411290649,-0.416537854008235,2132424
-0.426450676587317,2.5832191738295,2132982
-0.761392321159705,0.329909121132639,2133204
1.35079965716527,0.324738996462203,2133380
1.1661353358579,0.924536945394671,2134220
0.837892698500463,0.260136201020668,2135748
1.91986563949506,-0.0940422758156572,2137799
-0.519059182377344,0.0300346831697506,2138375
0.199206386806152,0.644839335966283,2138678
0.593734074402725,-0.0192086516389769,2139733
-0.984144961029917,0.735566636570435,2141116
3.16038529359599,-1.367889005495,2144796
1.8387604121043,-0.969419077903239,2145166
-0.571400819550029,0.730818614909452,2145694
1.24977753567364,-0.722888937667554,2146138
0.27455319460746,1.28656924766229,2151024
-0.999229943704273,0.575349713270295,215131
1.61921977255918,-2.82738633606787,2152442
0.60780498734826,0.222050111691429,2157529
0.486133600691638,-0.337070806004884,2158101
0.68600984884079,-0.975745401551123,2158329
-0.77719770119813,-0.260632617635015,2168082
-1.15482614847334,0.0903364604804517,2172217
0.444227873276386,0.376703701066461,2176530
1.55075367099617,-0.225203284861022,2176784
2.04590558988872,-1.37761584759094,2181724
-0.522830476112423,0.1796863530403,2183291
0.209631749434593,0.389503692335464,2183356
-0.435034669513233,1.67666256419793,2185290
1.10376855334537,-1.26200058047203,2186951
-1.8643149208762,0.844193356283398,2196212
1.30796616436239,-1.24069951031222,2199403
1.86090174312911,-1.64359990818262,2200416
-1.28858670062047,1.10288229198066,2200813
0.309045551023457,0.448901658037163,2205389
0.25805938428017,-0.135642829810923,2212664
-1.42877331217219,0.810172003239106,2217034
1.37613229255115,-2.09404992738028,2218615
-1.94165718802718,0.236090259751353,2219842
-0.47403452627581,-0.369110705461598,2224150
-0.199106657354154,0.80793250134822,2228399
-0.66540249284629,0.586355037093283,2228400
1.40126372184058,-0.550400205873979,2234271
1.45966999138659,-0.520712892943642,2234422
-0.162098596155667,-0.176143452813798,2237571
0.573911422142785,-1.65675266475219,2244172
0.711662621408504,-0.301159108110156,2247869
1.22610032844821,-0.189494618019263,2250648
-0.552380032038532,0.52393514853665,2250836
-0.0669978298518422,1.40330601246457,2267382
1.5008717174536,-0.662538189959201,2269346
1.41791388144415,-0.916682046161772,2271329
