"mkm5d_ptv2_original_shape_Elongation_249","mkm5d_ptv2_original_shape_Flatness_249","mkm5d_ptv2_lbp.3D.m2_gldm_SmallDependenceEmphasis_246","mkm5d_ptv2_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_242","mkm5d_ptv2_wavelet.HHH_firstorder_Median_240","mkm5d_ptv2_lbp.3D.m2_firstorder_Maximum_240","mkm5d_ptv2_lbp.3D.k_glcm_ClusterShade_238","mkm5d_ptv2_lbp.3D.m2_firstorder_InterquartileRange_230","mkm5d_ptv2_lbp.3D.k_glszm_SmallAreaEmphasis_230","mkm5d_ptv2_wavelet.HHH_firstorder_Skewness_229","mkm5d_ptv2_wavelet.LHH_firstorder_Median_226","sub"
1.01806690669307,1.37792999372443,-0.709052258517838,-0.108124104579793,0.0797170073153924,-0.46184094899599,-1.3174465320044,-1.05397484457558,-0.75067132573258,0.52865151608199,0.451208982430494,1085983
1.23435282731084,0.23240611901754,0.147751866267661,0.204743115245768,-0.587090177937175,-0.349689724282936,-0.509647850022087,-0.0231914221999733,0.156173746807608,1.1087532493709,0.101714117138921,1125173
-0.162581048667446,-0.539354981104675,-0.38558952561816,-0.253171653502129,0.385053913027859,-1.15042250161714,-1.12037860461026,-0.279682663547652,0.545207128237452,0.642969566512728,-1.86895691442249,1154608
1.28049653327086,0.952066697046514,-0.636854695484896,-0.42847612035052,0.014647697244564,-0.46184094899599,-0.408557944998386,-0.82563254044344,1.70357295789753,-0.400071802329511,-0.0465342222928492,1181124
1.64129793827272,0.730707021701294,1.49418324512502,3.21258570952667,-2.40073500907524,-0.46184094899599,-1.06845751374307,0.993875940433826,0.262653530805037,0.746927102764656,1.65072270919966,1183075
-0.458228363792898,-0.388228755804,-0.011851391867499,-0.183343070796565,-0.376631904593241,-0.46184094899599,1.709884084379,1.00342464350345,0.817882281951143,0.0395185303756111,-0.534021807269073,1232870
0.1396104376246,0.153430801556624,-1.96744018303311,-0.225302961754937,0.104414917301691,-0.192787346254896,0.00176849994985817,-0.569504176114831,0.989206607971354,0.345952714199378,0.625561986442012,1279943
-0.209564862005007,-0.552993831554433,-0.0930857033721807,-0.143368563519652,-0.737745665867889,-0.46184094899599,-0.243595272472225,0.353308703927578,-0.187777570148005,-1.37389932119476,-0.650818222733272,1329352
-0.0507225658878753,-0.603327620828842,-1.87887376277562,-0.510901351275199,0.652027368190933,-0.46184094899599,0.744240913341551,-0.369927970545332,1.47206415221474,0.323277295463328,-0.44658282809659,1330263
-0.827246529542077,0.167508266395981,-0.663346679083152,2.01738646246987,1.5436723157706,-0.46184094899599,3.35841692933711,-2.26348726095129,3.72594306678827,-1.50705975697421,-2.26795289581006,1364384
0.914690288319695,1.119144326627,0.201332020710881,-0.434496463629537,0.106628178681317,-0.46184094899599,0.930920624761934,1.27279749435137,-2.08439018548275,1.07616940289198,2.29914586735535,1386095
-1.06871917544613,-0.882265712365674,-0.530874422874674,-0.356575978368497,-1.0242689607616,-0.192787346254896,-0.577739980643279,1.38217270617415,-0.0283788727430628,0.664103405542714,0.310356850341871,1458656
0.974250059838691,1.35615581672509,0.427144824303519,0.0103478220059231,-0.46184268808205,-0.46184094899599,-1.09320767347614,0.52006859330098,0.576749463169853,-0.340750487775665,0.166322403261345,1485662
1.00643900762194,0.261650421208398,0.519600674906177,-0.417770937998976,0.233733809880661,1.43842581341395,-0.85712720337526,-0.10654618398652,-0.370886973323973,-0.644223938725088,-0.719444748445634,1497807
-0.685719221779197,-0.305348058566826,-0.12641434453148,-0.43887755966741,-1.72030994466637,-0.159146354946195,-0.919157839279212,-1.16743031792499,-0.485807424041237,0.978691784893104,0.74998240969262,1501387
-0.150495165700958,-0.194201761099874,-1.70173748223758,3.72953243745831,-0.119174225594224,-0.349689724282936,-0.217365309353336,0.263187161994374,-1.53562060586905,0.467631954755936,0.278447000127465,1518948
0.38044661528012,-0.115561137487709,-0.564504063962835,0.237365578352445,-0.0895221433840968,-0.46184094899599,-0.117962331685338,-1.462849933988,1.11261659276525,-0.0797594522424978,0.425035847022334,1526417
-0.845215840987765,0.429638433019,-0.311419273756238,-0.48738749072551,0.625397985773758,3.445044483654,0.165775425051052,-0.0297331164391218,0.164234585657891,-0.0604392346246065,-0.880102093112623,1565177
0.364626785915013,-0.28904951275528,-1.11928221434685,-0.144953954759305,-0.192584547820853,-0.349689724282936,0.209945189639667,-0.064671165748179,-0.316281490927912,1.21186755559217,-0.787064562877888,1606693
0.0729032725563496,0.134596566236203,-1.28518791895768,0.388875400845911,-0.416170445911172,-0.349689724282936,1.09259087357655,-1.92920567441066,-0.105502646088971,0.0345025265670923,-0.665342915462068,1612262
-0.0664494080912068,0.436043475456485,0.82507168579244,-0.0849901283037801,-0.457295461594252,-0.46184094899599,-1.16689576509444,-0.264268267369646,-0.910743473838618,0.100953858856001,-0.849884901523049,1614566
-1.30533490518448,-1.0060437050973,1.46442363455538,0.627569093485878,-0.34720715635083,-0.46184094899599,0.471900390273374,0.081986588971274,1.4135639017061,-0.293668903957287,-0.415310024766657,1644034
-0.981386579197261,-0.566684403724673,0.144657626138872,-0.32092709015095,-0.0729798660863434,-0.0139827330522811,0.044736814450912,1.53561151522938,0.664056270518172,0.625782996357624,-0.148065682698172,1668599
-0.467823664781258,-0.252509638106939,0.825715505515335,-0.420660027979349,2.21368530815955,-0.349689724282936,0.156223896261195,-0.15824288446816,-1.15021240703388,0.760828464941398,1.43895856168213,1671370
0.93632982131767,1.83460462513736,1.73011934306429,-0.163280404364391,2.12240471685164,-0.46184094899599,-0.76716238111979,-0.0580121844753462,-0.0707501115934537,-0.0944964888205755,1.94542631460919,1684230
0.0938380497455131,0.847169155951911,0.857108218480282,0.458212559477657,0.680641568554873,-0.46184094899599,-1.08997781218569,-0.243286675485187,1.24979753784451,-0.839903893095214,0.457037523508855,1692385
-0.569383256992966,-0.0155563299034451,-1.10244300986865,-0.397214771646602,0.138371693879226,3.23387615590101,-0.64521201978859,1.00906287992492,-0.588705487391597,-0.193151176665755,0.128531631954577,1720713
0.242908318120186,0.816821418187349,-0.156832309662723,-0.308232910137852,0.307636164701072,-0.46184094899599,-1.1714878259708,-0.560889816235768,0.0751190143674332,-0.493944450986459,-0.600770273548783,1738800
-0.76384370541977,-1.03861555379057,0.515231821186825,-0.319603936406839,-0.105153504203112,0.856182940624193,0.653067748317564,0.854680739713936,0.268639588327027,-0.0769444577660105,-0.131970879530249,1740845
1.0742353020105,-0.222453234396138,0.403031796555929,-0.112222151229799,-1.18185921377647,-0.46184094899599,0.00860317462638471,0.773829013359742,-0.040568966670343,-0.37931961365789,1.14847801427762,1742294
