"mkm2d_ctv_log.sigma.4.0.mm.3D_glcm_Correlation_230","mkm2d_ctv_wavelet.LHH_firstorder_Skewness_229","sub"
0.310863690484221,-0.3395956888496,1085983
0.380235330498371,-0.664074360826768,1125173
-0.898358278362696,0.346645496988521,1154608
0.830150043849032,-0.409054964856366,1181124
-0.477286415847596,0.658544432298152,1183075
-1.29960431655588,0.209038979230091,1232870
-0.242106729393336,-1.26470339026941,1279943
0.817443036757086,1.07638396956973,1329352
1.02373982529202,-0.689876922508674,1330263
-2.38095989020415,0.0899888162802994,1364384
-1.14672487168676,0.143342210339368,1386095
0.263078017093451,0.193161077979898,1458656
1.05941874217992,-0.639692393345705,1485662
0.802256187945387,0.82341590659214,1497807
0.756462929170679,-0.800496516232732,1501387
-0.456847227465234,-0.458161946776469,1518948
0.61092292547374,0.225726041999989,1526417
0.69491267308256,1.43729124709778,1565177
2.08017360754417,2.23877870874533,1606693
-1.22777602446213,-3.09770467335849,1612262
1.23635661697591,2.62163647383912,1614566
-0.650364112576441,-2.42378706317448,1644034
0.580699331640309,-0.163286601843087,1668599
-1.30741618385411,0.0704599595356214,1671370
-2.37422868127971,-0.0418542280584207,1684230
-0.9142212860078,-0.296550290977454,1692385
1.02268784516932,-0.819778320703165,1720713
-0.0729196796205182,1.20720891803923,1738800
1.14613973702148,-0.205684074589327,1740845
-0.376945556972193,0.0894284146105949,1742294
0.405399627525087,0.633858985870337,1767700
0.781273640641445,-0.140399991313532,1768972
0.559616127666405,0.294004344147486,1889409
-0.113578191568405,-0.0824014601981926,1915938
0.51708922656773,1.6216655482509,1916742
-2.53744796178645,-0.935307717503591,1919296
-1.53156768837525,-0.776280069250755,1926770
0.774235251965003,4.62196612691332,1938156
1.25672356824111,-0.305820728317045,1938561
-0.0821478398437119,-2.08117595616523,1966316
-0.811899735280516,0.414738734728294,1967281
-0.875433465471986,-0.261184806438198,1973544
-0.878771740533017,-0.644898536491647,1975401
-0.949052904941575,-0.353400595659219,1976407
-0.914259370120288,0.925318904797924,1978972
-0.696645084146141,-0.0883561933502909,1979045
-1.28002457530954,-2.50429596929035,1979422
-3.05264478553225,-0.278731443186816,1980052
1.05248035335872,1.39254943416823,2001182
-2.84355843225302,-0.221392291715571,2002465
-1.05237781122698,0.066718870907918,2004451
-0.6483894398829,-0.726263202386022,2006164
0.228819765083222,-0.323965116533271,2007309
0.344637697313198,-0.488172752608424,2009915
-0.126320544836084,-0.209325964388635,2010259
1.03764453228669,0.987848182528884,2010554
0.984572241121352,0.11680061101093,2026671
-0.0216843969904135,-0.611816134151485,2033049
0.345470650388698,1.23862408535096,2034136
0.456645323594573,0.0347273509978792,2040495
-1.74941702991018,-3.69552797149196,2047354
0.121313458936518,-0.533591294053931,2051378
0.0835338975453744,-0.0138476363051273,2055667
0.595299236046459,-0.426814804032148,2057358
0.686542721042099,0.408350071233436,2059713
-1.24880244352177,-2.1352832689542,2069079
1.26563122264085,-0.451374657946061,2070958
-0.963253100238781,-0.250142302933913,2072215
0.561009031768867,0.396994074762971,2075832
-0.239361487025577,0.0598139777578775,2075846
-0.424405891781306,-0.625850842687304,2076301
0.663648429608767,1.04737538086356,2078198
0.606536923385309,-0.0557399914529319,2078899
0.756738334112017,-0.278096685124785,2085349
0.561279309925018,0.157321949468206,2086044
0.285999517306536,-0.576822309032075,2091555
0.823193990634177,-0.257378221280353,2092954
1.39046765799735,0.709527899563963,2096627
-0.238048401962197,0.686900705630377,2100050
0.5213573729315,-0.193459350777398,2108003
0.781397853820137,-0.079210815241151,2109902
0.172220623317958,1.97608415602728,2110540
-0.316318718104535,-0.393847340512459,2116787
0.653568262857348,1.93962951089648,2119177
-0.185502707180405,0.81786808145678,2131601
-0.580326499934088,-0.216183792942597,2132424
1.58331646891492,-0.48289511033443,2132982
1.01125613892959,0.287836282838373,2133204
-0.169500238601384,0.0370747107191413,2133380
0.198511335409962,0.114249560215635,2134220
0.740280611637567,0.380395908007013,2135748
0.834722537160409,-0.0793592307644143,2137799
1.09974369519786,0.243898366807521,2138375
0.897303336101544,0.505011952415116,2138678
1.05591020051302,-0.171522093054384,2139733
1.16243088714504,-0.193566576542213,2141116
-1.64640087008058,0.452030071564909,2144796
-1.90281417078868,-0.0943173258858218,2145166
-0.210784380506457,0.397614361120093,2145694
0.0329503072513279,0.213251791227599,2146138
0.819367584706018,0.289993259788337,2151024
-0.969330693310619,-0.379953201309798,215131
-1.12331775661749,0.533645133025892,2152442
-1.50968354452465,-0.0867240145932788,2157529
-1.35989321673879,0.999336595865829,2158101
0.625891171880471,0.519396365550053,2158329
-0.611036247020871,0.205005277463916,2168082
0.762892206220072,-1.90114080257081,2172217
0.118799202063152,-0.216816369099825,2176530
-1.85062965935584,-0.360001428060197,2176784
-0.504824100782691,-0.19796329523822,2181724
0.375265785883082,1.1627186449924,2183291
0.943222206488809,-0.684777744518026,2183356
0.801067051407327,-0.166480103394444,2185290
-0.255485365044002,-0.773314244581266,2186951
0.19223093334281,0.238254038369357,2196212
0.0793332362118431,0.644078590443088,2199403
-1.51433381831203,-0.359247467766184,2200416
-0.462658973090869,-1.40168258810356,2200813
1.13454784494027,0.319598132403895,2205389
0.219519935642773,-0.196455254812926,2212664
-0.735817729652747,-0.489629196099199,2217034
-0.247508940342095,0.685217142056942,2218615
1.47145922209564,0.0182757506600061,2219842
0.190130314055943,0.503288624877009,2224150
-0.459952161232872,0.0965490231852562,2228399
-0.194354587406768,0.329486085692942,2228400
-0.34069007145098,-0.391677338032374,2234271
-0.921173639196081,-0.235122276168301,2234422
0.289886773259001,-0.267699863100388,2237571
1.11214306314584,2.01834425536835,2244172
-0.189650487450832,-0.478779630801034,2247869
-0.181109326341344,-0.894495464426,2250648
-0.783368326763263,-0.432427220085825,2250836
0.726216785506612,-0.00100510159208972,2267382
1.19347515199778,1.44895590978561,2269346
-0.380758241941751,-0.335854017573738,2271329
1.37274965220424,1.65941352232486,2274521
0.245853142869822,-2.05086023597703,2276121
-0.665021026422037,1.12082086886854,2278618
0.229789269826451,-0.589123715666029,2285214
0.600161720243759,-0.353711299585512,2286108
1.27195751447073,-0.218939550529327,2293123
0.114900140284341,-1.90890954312137,2294852
0.134370431154574,1.36881329821809,2294873
1.83865222613303,2.35823091404842,2296332
-0.904968364347592,-0.587031496165943,2305114
-0.0779552179023698,-0.464729141229513,2305115
-1.77230013874713,-0.172009132565767,2306459
0.461265342288973,0.692078958785189,2306893
-0.397664076981261,-0.341641719783786,2317120
0.35304057809313,0.0386615009171978,2319068
0.620410608227372,-0.432285055175163,2321962
2.05294455315534,0.118898534985749,2331869
-2.09128987069086,-0.104367252450262,2336735
0.737910627218765,-0.0119433033212469,2339674
0.201579269702461,-0.107281718434627,2340155
0.848518337311999,0.25368577122006,2340322
0.730939931406124,0.264184702696945,2350037
-0.245277410639825,0.047501229512131,2352038
-1.58813000734582,-0.466673836047957,2359944
0.122672629766881,-0.726405763451705,2381907
0.725810367232348,1.71485992997875,2393207
0.851536562150004,0.0265375358863855,2395415
-0.00371362681216668,-1.39726918517542,2395943
-0.214882497031829,-0.261861249971867,2401405
0.148194965208552,-0.269544278223147,2405144
0.30664068539594,2.27922812706036,2414406
-1.41601767204908,-1.04978737969342,2419459
0.439988626377575,-0.192830390909503,2425694
0.51339202027811,-0.0217713156858427,2426863
-0.747204692714439,0.226424310808646,2430773
