"mkm2d_ctv_log.sigma.4.0.mm.3D_glcm_Correlation_230","mkm2d_ctv_wavelet.LHH_firstorder_Skewness_229","sub"
-0.902506797957989,0.295724746357772,2439458
-0.330274349704418,-0.119965141169087,2443354
0.99159949096427,0.419367869116378,2445526
0.303272370156578,-1.08521128153968,2448298
1.54559801946413,-2.26547933317681,2453577
0.0156619884471421,-0.0688671540865722,2474709
0.110840764337422,-1.01391058130345,2480056
1.35386045383213,3.80651512583871,2480330
0.347044580231542,0.014211308010125,2487135
0.0877087366686618,-0.0965869325016755,2488660
0.408542332874281,-0.25536849124987,2490180
0.454524624088486,-0.309297716551168,2493534
0.761473190001924,0.716743987044317,2498991
0.475039724625178,0.409517635303134,2500377
-1.08202403855261,-0.573653479385301,2504802
0.0168833039877706,-0.0410008975674485,2510402
0.0616454399732316,1.58374648226823,2520618
0.39015826941019,-0.0256988077407035,2559453
-2.42987552057076,0.758366096170773,277752
-1.0376094595996,0.252780005332806,308862
0.696672028350652,-0.195158071839891,58325
0.11561413013294,-0.702704308714132,92173
1.19182205469854,-0.84085447126647,923666
-0.184448616516641,-0.322364091400554,965005
-4.00976164697518,-0.600890004424902,983079
