"letd_prp_logarithm_firstorder_Minimum_239","sub"
-0.941017846051931,1916742
1.34716455641708,1980052
0.783104453409986,1926770
1.15137164323833,1979045
-0.681647907755293,2196212
-0.846713384565604,2393207
1.35573967842329,2146138
-2.42585025785872,2228399
2.08965837369107,2144796
1.45273363553324,2234271
-2.10822994126291,2296332
1.05258207221707,1684230
-0.444098180450129,1720713
0.455962317017948,2186951
-0.0316720507495112,2439458
-1.13843520433787,2135748
-0.445547496918003,2141116
0.010285374963598,2108003
0.287767909514535,2006164
0.829299663647433,308862
-0.403986165190449,1085983
-0.00363108839415398,2004451
0.11396974545539,2359944
0.340061736015835,2069079
0.16214137703946,2059713
-1.13377924362516,2294873
1.1481559786187,2033049
0.0163238959251368,1485662
0.517582630637124,1526417
0.137649936760149,1386095
1.07866368847377,983079
1.70021147016899,2132424
-0.139502102494783,2138375
0.357528085379707,2490180
-0.502808759393122,2034136
1.478992628874,2510402
-0.215696794867905,1330263
-1.18800002899193,1768972
-0.229090579195598,2306459
0.755867386194027,2181724
0.302842149415034,2217034
0.26244558002638,2218615
0.278866597714741,92173
-0.302952110803049,2414406
-0.113747429032038,2381907
2.00208697446318,2002465
-0.289474096779995,2474709
-0.278195645322802,2176530
0.165417998421308,1279943
0.39880656959781,1976407
-0.0874040423399109,2250836
-0.285029461120337,1915938
0.413335580043481,2133380
1.35066294675388,2271329
-0.846890924604476,2286108
-1.67072486613927,2040495
0.563708401059556,1125173
0.544173104560448,1767700
-0.0721238792386037,2138678
-0.228578525110691,2443354
1.52148563167557,2234422
-0.640108125597127,2151024
-3.20969792677284,2057358
-0.133004910050393,2425694
-0.438250574045562,2500377
0.0616428818918566,2183356
-0.441369582827516,2131601
1.36222519701139,2152442
1.4759563665533,2306893
0.903883922027208,2009915
-0.361275460750486,58325
-0.39316577533872,2395943
-0.766297728813353,2480330
1.45255892796005,2076301
-0.903732641133123,2205389
1.87733481735561,1975401
0.592432840612058,2250648
0.167466925933725,2185290
-0.538243111314915,2091555
1.20209126418654,1232870
-0.105059460655796,2139733
-0.464853061033967,2559453
-1.27454283625755,1938156
0.417514660949449,2158101
-0.619299644259035,2199403
-0.500796032084826,2430773
-0.951659391305836,1738800
0.94657230361943,1565177
0.407995563449632,1978972
-1.65559226683205,2487135
0.331297216025219,1612262
-0.0146249481324779,2051378
-0.420077771364794,1497807
-0.700115662859776,2026671
0.126546058119223,2340322
-0.636662484480343,2293123
-0.725667645992157,2395415
0.579494798987436,1966316
1.38995878947368,1973544
0.723609136457833,2010259
-0.402412826857708,2145694
0.747250880679479,965005
0.987781577428349,2096627
0.600067553605234,2047354
3.16457373838222,1364384
-0.0179370130700279,2244172
-0.755405136405724,2132982
-0.307245247757435,2134220
-0.630677066571312,1889409
-0.0226371020922748,1938561
-1.35372658134288,2055667
0.725555482258658,2176784
-0.255218655231564,923666
0.00128341768168343,2086044
-0.747881377241048,2078198
0.210188543725795,1501387
-1.05055936788201,1518948
-1.22394237239228,1606693
-0.291692927079573,2305115
0.174037633934606,2237571
0.0872311954099965,2285214
-1.68081013923807,2426863
-2.34232061707046,1979422
1.10861974910565,2480056
1.13722377922594,1668599
-0.474795891036803,2339674
0.118884917151971,2133204
-0.942687807124586,2294852
-0.985380130334725,2445526
2.13243612220069,2200416
-1.14153098471682,2168082
-0.728737099471044,2075846
-0.382663187840733,215131
0.835250555299952,2274521
1.40309110586961,277752
0.270572157207804,2078899
-1.62713956738919,2172217
0.709298186009312,1614566
1.83394943947092,2100050
-0.770107075020623,2183291
-0.591701803079119,2336735
-0.31888764042642,2352038
0.347974252063234,2305114
-0.495372652054887,2448298
-0.0603286126452868,1329352
1.46759925016646,1183075
0.100371507772999,2110540
-0.150468700968041,2070958
-1.14666619798816,2340155
-0.644796372264827,2075832
0.265409040484882,2498991
0.16230165895062,1919296
0.174289757995189,2401405
0.0498299722801847,1644034
-0.666703972874667,2405144
-0.0118021503699861,2158329
-1.16050173068532,2319068
0.828314915956711,2504802
0.170677836053431,2331869
-0.539017169660945,2317120
0.729698647332869,2072215
-3.94862609185489,2228400
1.08450081112,2145166
0.567864481032319,1692385
-0.384460808969557,2109902
-1.76197526965319,2219842
0.0694530789155435,2520618
0.925588955824581,2419459
-3.03215404309193,2276121
0.93508405180352,2350037
0.393992343879551,2001182
1.60891441656214,2278618
0.333913547267056,1740845
0.227826752669741,2321962
0.533414549818657,2212664
-0.509243121137736,2453577
-0.00517881376372864,2224150
-0.425055343371841,1967281
0.917802648885747,1742294
-0.785600743891239,2488660
0.505608643185728,2085349
0.737994818477134,2247869
-2.65408947689633,2157529
0.328984579957762,2119177
0.906992282591617,2010554
-0.446807494463155,2493534
-0.330102744386012,2200813
0.703930211384269,2116787
0.0277446817543173,1154608
-0.501135599560808,2267382
0.565936507827842,1181124
0.719592373937962,2137799
-0.241444152929596,1458656
0.492310745446728,2269346
-0.823337937602895,2092954
-0.918217384489806,2007309
0.0616644587365621,1671370
