"mkm8d_ctvper_original_shape_Flatness_250","mkm8d_ctvper_wavelet.HLH_firstorder_Skewness_250","mkm8d_ctvper_wavelet.HHH_firstorder_Skewness_250","mkm8d_ctvper_wavelet.HHH_glcm_ClusterShade_250","mkm8d_ctvper_wavelet.LHH_glcm_ClusterShade_249","mkm8d_ctvper_wavelet.HHH_firstorder_Mean_249","mkm8d_ctvper_wavelet.HHH_firstorder_Median_249","mkm8d_ctvper_wavelet.LHH_firstorder_Skewness_248","mkm8d_ctvper_lbp.3D.m2_firstorder_Maximum_246","mkm8d_ctvper_lbp.3D.k_glszm_LargeAreaLowGrayLevelEmphasis_244","mkm8d_ctvper_wavelet.HHH_glszm_SizeZoneNonUniformityNormalized_242","mkm8d_ctvper_wavelet.HLH_glcm_ClusterProminence_241","mkm8d_ctvper_lbp.3D.m2_gldm_LargeDependenceLowGrayLevelEmphasis_237","mkm8d_ctvper_wavelet.HHL_firstorder_Skewness_236","mkm8d_ctvper_wavelet.HHL_glcm_ClusterShade_232","sub"
1.40288253780765,-0.973253595831795,1.3695478952569,0.191478377714378,-0.17076320905489,0.350510572622125,-0.308160427262558,-0.307574138215915,-0.537125025627699,0.123937564669025,-0.547404558655455,-0.300486040789747,-0.674097034655346,-0.879680409165778,-0.439953552964057,1085983
0.200657181245088,-0.29636948724409,0.273606872051559,0.0297558683243622,-0.132489455447982,0.745822234177626,-0.00585251825366928,0.378977843063983,0.129279833213843,-0.217297109631997,-1.56997747627005,-0.301923058048918,-0.60842763531452,-0.9477195270746,-0.488962996306508,1125173
-1.31277195749427,-0.929286462644526,0.312472371548179,0.0986907715617884,-0.1001411879896,-0.352492228372537,-1.3475529979681,0.0317299034594777,-1.26995750327462,0.960361270041184,-1.12478042072165,-0.259842230396659,-0.871447971269972,-0.479150093385456,-0.349804399567072,1154608
0.850921800261826,0.462607247790197,-1.67900921751964,-0.454451539793808,-0.0456731708553862,0.433830648657706,-0.24989888217236,0.0107945691084122,-1.14108618466634,1.56214939312109,0.973341902490656,2.06224599547487,-1.31916542477901,3.25254880734237,2.21895462971374,1181124
-0.460845108394831,-0.0115768159622213,-0.551133411108732,-0.933568053625694,-0.146798165027367,-3.00933240748614,-2.53386213369306,0.245268421175168,-3.39127681973241,-0.595744064027719,2.25063513060953,-0.239835467294472,-0.660268383088335,4.404221166746,5.40767440510537,1183075
0.0637789562715629,-0.577743002642021,-0.0791834950410937,-0.0197247444328355,-0.195265046103014,-1.47038827600282,-1.50782931961122,-0.703645162726051,0.0919697073949787,-0.593645595262218,1.0836115264633,-0.303647988766792,0.431957285419011,-0.566037128061346,-0.389453731099388,1232870
0.346969164738446,-0.306835304102917,0.799262795576869,0.0337390266895616,0.0928118216357142,0.133178506012402,0.0941225772471062,1.07215527632191,0.537357308292532,1.54958323724253,-1.8862818044079,-0.315752001770081,-0.344336343390139,-1.0862762619927,-0.489565948358414,1279943
-1.00254485212489,-0.228427973030311,-0.654589933910482,-0.515738776796828,-0.0748317570355276,-0.1603312618982,-1.19543213368371,0.543466409212497,0.771638870781469,0.120309092084794,0.16214478316042,-0.219271143756596,-0.404174374990884,0.459691995022905,0.254847281304099,1329352
-1.39734278488104,2.13643426946692,0.459613475993344,0.0501844038672671,-0.0896211075999812,-0.208042656427324,0.202957888148036,-0.300668612960978,-0.199907161617391,2.57415335214572,0.0454928686173586,-0.129105297739774,-0.669761434121577,-0.156381097523832,-0.225864575902189,1330263
-1.21982328972274,0.856228549037007,0.0311528092396811,-0.195524886070745,-0.375194963769709,3.05174294516025,-0.184585011957538,-0.929911097203825,-3.32207669886927,0.454453665768144,0.495408661558629,0.247353177256266,1.15229829628341,0.735277864130957,-0.0482248209077289,1364384
1.07223304739818,0.892726699266989,0.566290201986206,0.0732634778725708,-0.271073430055162,-0.123540913689446,-1.03643589864277,-1.24755956332804,-0.874197147992877,-0.39109813684761,0.177168381245342,0.724315943167489,-0.560816206754993,-1.60423498530892,-0.61786650815005,1386095
-1.33500992228802,0.401277054181878,0.707504329799476,0.264758889544396,-0.0878254543357801,0.142680303434494,-0.0621612390144973,0.0735794103729522,0.771638870781469,-0.593132496619487,-0.288860035816002,-0.208812764075792,0.636060529320929,-0.655462971086677,0.188689612074637,1458656
1.28943635094053,-0.405871380689419,-0.706157773735195,-0.0380351033529983,-0.203021391332292,-0.0880690493327063,0.0941856326351096,-0.702366214633286,0.771638870781469,-0.531643156526331,-0.982217500983647,-0.300689385943173,-0.247910014953048,1.43955869051462,0.158537310537528,1485662
