"mkm7d_ptvper_wavelet.LHL_glcm_SumSquares_229","sub"
-1.13183883031015,1085983
-0.310209582501872,1125173
-0.0326630751526243,1154608
0.782035554610993,1181124
-0.555492037879709,1183075
-0.800076518188229,1232870
1.28739248887359,1279943
0.655616097398286,1329352
-0.295174345733581,1330263
-0.803160554538352,1364384
0.133162609059494,1386095
0.309104368765943,1458656
-0.932894968748745,1485662
0.511855993263136,1497807
0.81486481020222,1501387
-1.27773162254296,1518948
-0.388097637161854,1526417
0.449071504972609,1565177
-1.21318622412577,1606693
0.267671194674209,1612262
0.830111564485628,1614566
-0.995610076520756,1644034
-1.13155271535371,1668599
0.634606329403086,1671370
1.25264950884047,1684230
-0.184390635656541,1692385
-0.236473298742437,1720713
-1.00281821676784,1738800
-0.445884396748941,1740845
-0.701366164247551,1742294
-0.260514512346905,1767700
0.518057059365673,1768972
1.32296806714299,1889409
-0.294239856892727,1915938
-0.468253133688867,1916742
-0.259262792933764,1919296
0.79335438829437,1926770
-0.287372698281191,1938156
-1.2748558212865,1938561
-0.973151769112759,1966316
-0.873139818944071,1967281
-0.38792963927125,1973544
-0.43462804247009,1975401
-1.12804079349869,1976407
-0.0940259214184193,1978972
-0.0257565240866073,1979045
-1.64292741547117,1979422
0.18860979738966,1980052
-0.000669185000641183,2001182
1.73044492839442,2002465
-0.445142297978355,2004451
-0.109358117881937,2006164
-0.175227104446054,2007309
-0.912769459977508,2009915
-0.894204862536513,2010259
-0.465433848422791,2010554
-0.255564054227507,2026671
-0.970760253969429,2033049
0.0184735028760728,2034136
-1.02388528411218,2040495
1.9594662455688,2047354
-0.838608104983814,2051378
-1.0249955147517,2055667
-0.825391232260824,2057358
-1.22495808850044,2059713
-0.304053042408622,2069079
-0.998963635509443,2070958
-0.501682276616537,2072215
-1.34948737588445,2075832
-0.371376719086542,2075846
-0.198380203362129,2076301
0.262929698157306,2078198
1.24529803276936,2078899
-0.747443496736471,2085349
0.182372819793232,2086044
-0.951935046583321,2091555
-0.451984463533618,2092954
-0.321625019561147,2096627
0.319591259846863,2100050
-0.763137223916566,2108003
-0.957950388556897,2109902
-0.94831472883966,2110540
0.334617924205647,2116787
-0.330382780974822,2119177
0.290604021948427,2131601
-0.668231310933061,2132424
-1.21475520685111,2132982
-0.615362709792435,2133204
0.0510856001877602,2133380
3.03424661663889,2134220
1.18937230267939,2135748
0.190154412541402,2137799
-0.359164756757326,2138375
-0.112043635367466,2138678
0.139866109063238,2139733
-0.673911223448932,2141116
0.893255718062209,2144796
0.086370558586007,2145166
-0.451892447094548,2145694
-0.186105705606641,2146138
-0.854282795703453,2151024
-0.253136865472651,215131
-0.318330518719096,2152442
0.690058090686523,2157529
0.237170267969232,2158101
1.38253142192422,2158329
-1.76934690211895,2168082
-0.802808869140081,2172217
-0.0709557613156427,2176530
-0.203614198012397,2176784
-0.350632784110556,2181724
-0.397167319452506,2183291
0.379899931847497,2183356
-1.63286201786591,2185290
0.0848138424666435,2186951
0.505878209952149,2196212
0.0299240595757037,2199403
-0.881361294113328,2200416
-0.292218585299774,2200813
0.345732425270809,2205389
0.115202227267276,2212664
-0.462031974476897,2217034
1.0538583961998,2218615
0.686610376199052,2219842
0.0511552857524153,2224150
0.0697648075700962,2228399
0.146239204056975,2228400
0.126592124833879,2234271
1.0051807499904,2234422
2.31320939828903,2237571
0.43782249783659,2244172
-0.694328200043541,2247869
1.31603531906446,2250648
0.174466909752301,2250836
-0.77717365499549,2267382
0.319398256857657,2269346
1.63222487366888,2271329
0.870127434562273,2274521
1.57945981000757,2276121
0.831637325118574,2278618
0.318458109208683,2285214
-0.0912796293363646,2286108
-0.296139956764245,2293123
1.90199435929368,2294852
1.82628813772776,2294873
-0.319151099212022,2296332
1.63534153370871,2305114
0.10404506400393,2305115
0.46209979958195,2306459
-0.264819362936664,2306893
0.968456366461495,2317120
-0.845681469006902,2319068
-0.0501263241290105,2321962
-0.121559867872317,2331869
0.0393343862909758,2336735
-0.15724632924826,2339674
-0.511859999953778,2340155
0.31059661909792,2340322
-1.63830390400434,2350037
-0.0807233809884368,2352038
7.72875978829978,2359944
0.49243254770144,2381907
-0.561630876751335,2393207
-0.405978773271486,2395415
-0.309588396725066,2395943
-0.925302763953394,2401405
-0.298381063789886,2405144
1.12092600043532,2414406
0.831175541766793,2419459
-0.610697851459692,2425694
-0.940054523946817,2426863
0.958964695617806,2430773
0.0163780114574536,2439458
0.343714052362022,2443354
0.0743274040699842,2445526
0.357768722410671,2448298
0.552035580220612,2453577
0.443451303842198,2474709
1.71361857157986,2480056
-1.21303847869741,2480330
0.0098914416942199,2487135
0.104908105291946,2488660
-0.183239326616673,2490180
-0.453472227180074,2493534
1.35504287710607,2498991
0.224202419524326,2500377
-0.248475063696002,2504802
0.512016397695214,2510402
0.573979957097147,2520618
0.310940302243396,2559453
-1.11763231501666,277752
-0.803277613448599,308862
-0.464612525757308,58325
0.148070019089982,92173
2.61223118498596,923666
0.0712118004800619,965005
-1.02654012342968,983079
